inci_name,cas_no,function,substance
R-CLOSTRIDIUM HISTOLYTICUM COLLAGENASE H SH-OLIGOPEPTIDE-60,,skin-conditioning,r-clostridium histolyticum collagenase h sh-oligopeptide-60
INDOLEBUTYROYL ASPARTIC ACID,,skin-protecting,indolebutyroyl aspartic acid
BIOSACCHARIDE GUM-2,283602-75-5 /758716-52-8,skin-conditioning,biosaccharide gum-2
TRI-PPG-3 MYRISTYL ETHER CITRATE,,skin-conditioning; skin-protecting,tri-ppg-3 myristyl ether citrate
RISSOELLA VERRUCULOSA EXTRACT,,skin-protecting,rissoella verruculosa extract
HYDROGENATED CAMELINA SATIVA SEED OIL,,emollient,hydrogenated camelina sativa seed oil
SAXIFRAGA STOLONIFERA LEAF POWDER,,skin-conditioning,saxifraga stolonifera leaf powder
METHIONYL SH-POLYPEPTIDE-7 SH-OLIGOPEPTIDE-1 SH-OLIGOPEPTIDE-2,,emollient; skin-conditioning,methionyl sh-polypeptide-7 sh-oligopeptide-1 sh-oligopeptide-2
NYMPHAEA ALBA ROOT EXTRACT,84696-27-5,skin-conditioning,nymphaea alba root extract
ILEX AQUIFOLIUM FLOWER EXTRACT,90045-83-3,skin-conditioning,ilex aquifolium flower extract
HYDROLYZED STARFISH EXTRACT,,skin-conditioning,hydrolyzed starfish extract
CETAMIDO LYSINAMIDO POLYASPARTIC ACID,,skin-conditioning,cetamido lysinamido polyaspartic acid
DIETHYL TOLUAMIDE,134-62-3 / 26545-51-7,skin-protecting,diethyl toluamide
TILIA PLATYPHYLLOS LEAF,91770-16-0,skin-conditioning,tilia platyphyllos leaf
GLYCERETH-18 BENZOATE,,skin-conditioning; solvent,glycereth-18 benzoate
AHNFELTIA CONCINNA EXTRACT,,skin-conditioning,ahnfeltia concinna extract
ROBINIA PSEUDOACACIA FLOWER WATER,89957-93-7,skin-conditioning,robinia pseudoacacia flower water
FRAGARIA VESCA SEED OIL,84929-78-2,emollient; skin-conditioning,fragaria vesca seed oil
PAECILOMYCES JAPONICA/SAUSSUREA INVOLUCRATA FERMENT EXTRACT FILTRATE,,skin-conditioning,paecilomyces japonica/saussurea involucrata ferment extract filtrate
BIS-METHYLISOCYTOSINE HYDROGENATED POLYBUTADIENE/IPDI COPOLYMER,1234379-92-0,film-forming,bis-methylisocytosine hydrogenated polybutadiene/ipdi copolymer
CARBOXYMETHYL HYDROXYETHYLCELLULOSE,9088-04-4,binding; emulsion-stabilising; film-forming; viscosity-controlling,carboxymethyl hydroxyethylcellulose
OPUNTIA TUNA FLOWER/STEM EXTRACT,,skin-conditioning,opuntia tuna flower/stem extract
SUIKAZURA EKISU,,skin-conditioning,suikazura ekisu
CITRUS AURANTIUM DULCIS PEEL WAX,,skin-conditioning,citrus aurantium dulcis peel wax
POLYGLYCERYL-6 SCHINZIOPHYTON RAUTANENII KERNELATE,,emollient; emulsifying,polyglyceryl-6 schinziophyton rautanenii kernelate
OZONIZED SESAME SEED OIL,,skin-conditioning,ozonized sesame seed oil
HYDROLYZED ASPERGILLUS/SACCHAROMYCES/HORDEUM VULGARE FERMENT EXTRACT FILTRATE,,emollient,hydrolyzed aspergillus/saccharomyces/hordeum vulgare ferment extract filtrate
MANGO SEED OIL PEG-70 ESTERS,,emollient; skin-conditioning,mango seed oil peg-70 esters
COIX LACRYMA-JOBI MA-YUEN SEED POWDER,,humectant; skin-conditioning,coix lacryma-jobi ma-yuen seed powder
GLYCERETH-7 TRIACETATE,57569-76-3,emollient; solvent,"2-[2,3-Bis(2-acetyloxyethoxy)propoxy]ethyl acetate"
HOMOSALATE,118-56-9,skin-conditioning; uv-absorber; uv-filter,Homosalate
PTYCHOPETALUM OLACOIDES BARK/ROOT EXTRACT,84929-46-4,emollient,ptychopetalum olacoides bark/root extract
ETHYL CYANOACRYLATE,7085-85-0,film-forming,Ethyl cyanoacrylate
SACCHAROMYCES/(PANAX GINSENG/OPHIOPOGON JAPONICUS) ROOT/RHUS SEMIALATA GALL/(EUCALYPTUS GLOBULUS/ALCHEMILLA VULGARIS)LEAF/HIZIKIA FUSIFORME/SALICORNIA HERBACEA/SARGASSUM FULVELLUM FERMENT EXTRACT FILTRATE,,antioxidant; emollient; skin-conditioning,saccharomyces/(panax ginseng/ophiopogon japonicus) root/rhus semialata gall/(eucalyptus globulus/alchemilla vulgaris)leaf/hizikia fusiforme/salicornia herbacea/sargassum fulvellum ferment extract filtrate
SCHIZANDRA NIGRA FRUIT EXTRACT,,skin-conditioning,schizandra nigra fruit extract
GINKGO BILOBA LEAF EXTRACT,90045-36-6,skin-conditioning,CID 17388989
PPG-26 OLEATE,31394-71-5,emollient; skin-conditioning,3-Hydroxypropyl octadec-9-enoate
OLIGOPEPTIDE-146 DIMER,,skin-conditioning,oligopeptide-146 dimer
TITANIUM ISOSTEARATES,,film-forming; opacifying,titanium isostearates
OLIVE ALCOHOL,,emulsion-stabilising,olive alcohol
ZANTHOXYLUM ALATUM FRUIT OIL,91770-90-0,masking; oral-care; skin-conditioning,zanthoxylum alatum fruit oil
RH-POLYPEPTIDE-66,,skin-conditioning,rh-polypeptide-66
POLYACRYLAMIDE,9003-05-8,antistatic; binding; film-forming,Acrylamide
SUCROSE MORTIERELLATE,,emollient; emulsifying; skin-conditioning; surfactant,sucrose mortierellate
DENDROBIUM CANDIDUM CALLUS EXTRACT,,skin-conditioning,dendrobium candidum callus extract
LAURAMIDE MEA,142-78-9,antistatic; foam-boosting; surfactant; viscosity-controlling,Lauric acid monoethanolamide
CAPPARIS SPINOSA FLOWER EXTRACT,89958-23-6,skin-conditioning,capparis spinosa flower extract
MANGIFERA INDICA SEED OIL,90063-86-8,emollient; skin-conditioning,mangifera indica seed oil
ARTEMISIA TRIDENTATA EXTRACT,,skin-conditioning,artemisia tridentata extract
ATRIPLEX NUMMULARIA EXTRACT,223748-04-7,skin-conditioning,atriplex nummularia extract
ACACIA FARNESIANA FLOWER/STEM EXTRACT,89958-31-6,astringent; viscosity-controlling,acacia farnesiana flower/stem extract
OLIGOPEPTIDE-103,,skin-conditioning,oligopeptide-103
SH-TETRAPEPTIDE-1,,skin-conditioning,sh-tetrapeptide-1
PRUNUS PEDUNCULATA SEED OIL,,emollient; skin-conditioning,prunus pedunculata seed oil
DIMETHOXYBENZAMIDO PHENYLHYDROXYLACETAMIDE,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,dimethoxybenzamido phenylhydroxylacetamide
JIOU EKISU,,skin-conditioning,jiou ekisu
ADINA RUBELLA FLOWER/LEAF/STEM EXTRACT,,skin-conditioning,adina rubella flower/leaf/stem extract
NYMPHAEA CAERULEA LEAF CELL EXTRACT,,skin-conditioning,nymphaea caerulea leaf cell extract
CAPRYLOYL HEPTAPEPTIDE-33,,antimicrobial; antioxidant; antiseborrhoeic; skin-conditioning,capryloyl heptapeptide-33
LACTOBACILLUS/WATERMELON FRUIT FERMENT EXTRACT,,skin-conditioning,lactobacillus/watermelon fruit ferment extract
BUTYLENE GLYCOL SESQUIISOSTEARATE,,emollient; emulsifying; skin-conditioning; surfactant,butylene glycol sesquiisostearate
OLEYL OLEATE,3687-45-4,emollient,Oleic acid oleyl ester
SOLANUM LYCOPERSICUM FRUIT OIL,90131-63-8,skin-conditioning,solanum lycopersicum fruit oil
ETHYLHEXYL METHACRYLATE/METHYL METHACRYLATE/VP COPOLYMER,155532-97-1,film-forming,ethylhexyl methacrylate/methyl methacrylate/vp copolymer
PROPANEDIOL ROSINATES,,depilatory; film-forming,propanediol rosinates
ACACIA CATECHU LEAF/WOOD POWDER,8001-76-1,skin-conditioning,acacia catechu leaf/wood powder
HYDROLYZED TREMELLA FUCIFORMIS POLYSACCHARIDE,,emollient; humectant,hydrolyzed tremella fuciformis polysaccharide
OPUNTIA ROBUSTA LEAF JUICE,,skin-conditioning,opuntia robusta leaf juice
OLIGOPEPTIDE-98 AMIDE,,antimicrobial; antioxidant; antiseborrhoeic; skin-protecting,oligopeptide-98 amide
CLERODENDRON TRICHOTOMUM BRANCH/LEAF EXTRACT,,skin-conditioning,clerodendron trichotomum branch/leaf extract
PEI-700,9002-98-6,viscosity-controlling,Aziridine
IRIS PSEUDACORUS LEAF EXTRACT,90045-91-3,skin-conditioning,iris pseudacorus leaf extract
POLYGLYCERYL-3 STEARATE/ISOSTEARATE/DIMER DILINOLEATE CROSSPOLYMER,1361332-58-2,humectant; skin-conditioning,polyglyceryl-3 stearate/isostearate/dimer dilinoleate crosspolymer
GYMNANTHEMUM AMYGDALINUM LEAF,,humectant; skin-conditioning; skin-protecting,gymnanthemum amygdalinum leaf
AMMONIUM DIMETHICONE PEG-7 SULFATE,,skin-conditioning,ammonium dimethicone peg-7 sulfate
BATYL ALCOHOL,544-62-7,emollient; emulsion-stabilising; skin-conditioning,Batyl Alcohol
PALMITOYL TRIPEPTIDE-29,,skin-conditioning,palmitoyl tripeptide-29
COCONUT OIL ETHYL ESTERS,,emollient; skin-conditioning; skin-protecting,coconut oil ethyl esters
ALTEROMONAS FERMENT EXTRACT,,skin-conditioning,alteromonas ferment extract
CAPRYLIC/CAPRIC/STEARIC TRIGLYCERIDE,,skin-conditioning,caprylic/capric/stearic triglyceride
STEARAMIDE,124-26-5,foam-boosting; opacifying; viscosity-controlling,Stearic acid amide
BIS-ISOBUTYL PEG-24/PPG-7/DIMETHICONE COPOLYMER,158451-77-5 -generic-,film-forming; humectant,bis-isobutyl peg-24/ppg-7/dimethicone copolymer
GLYCINE SOJA SPROUT EXTRACT,84776-91-0,emollient; skin-conditioning,glycine soja sprout extract
TILLANDSIA USNEOIDES EXTRACT,,skin-conditioning,tillandsia usneoides extract
HYDROGENATED GLYCERYL ABIETATE,,emulsion-stabilising; film-forming,hydrogenated glyceryl abietate
LACTOBACILLUS/SACCHAROMYCES/POLYGONATUM SIBIRICUM RHIZOME FERMENT EXTRACT,,skin-conditioning,lactobacillus/saccharomyces/polygonatum sibiricum rhizome ferment extract
SUCROSE POLYSTEARATE,,emollient; emulsifying; skin-conditioning; surfactant,sucrose polystearate
PEG-20 GLYCERYL TRIISOSTEARATE,,emollient; emulsifying,peg-20 glyceryl triisostearate
DIMETHICONOL CANDELILLATE,,emollient; skin-conditioning,dimethiconol candelillate
CAESALPINIA SPINOSA FRUIT EXTRACT,,skin-protecting,caesalpinia spinosa fruit extract
PENTAERYTHRITYL TRIOLEATE,39874-62-9,emollient,[2-(Hydroxymethyl)-3-octadec-9-enoyloxy-2-(octadec-9-enoyloxymethyl)propyl] octadec-9-enoate
SACCHAROMYCES/COIX LACRYMA-JOBI MA-YUEN SEED/GLUCOSE FERMENT FILTRATE,,skin-conditioning,saccharomyces/coix lacryma-jobi ma-yuen seed/glucose ferment filtrate
KORTHALSELLA JAPONICA EXTRACT,,skin-conditioning,korthalsella japonica extract
PAECILOMYCES JAPONICA MYCELIUM/ACORUS CALAMUS ROOT FERMENT EXTRACT FILTRATE,,humectant; skin-conditioning,paecilomyces japonica mycelium/acorus calamus root ferment extract filtrate
PYRUS CYDONIA SEED OIL,90106-03-9,emollient; skin-conditioning,pyrus cydonia seed oil
SHEA BUTTERAMIDE/CASTORAMIDE DEA,,viscosity-controlling,shea butteramide/castoramide dea
HYDROLYZED LITCHI CHINENSIS FRUIT EXTRACT,,skin-conditioning,hydrolyzed litchi chinensis fruit extract
C20-28 ALKYL PERFLUORODECYLETHOXY DIMETHICONE,,film-forming,c20-28 alkyl perfluorodecylethoxy dimethicone
DISTARCH PHOSPHATE ACETATE,68130-14-3,stabilising; viscosity-controlling,"Starch, hydrogen phosphate acetate"
HETEROPANAX FRAGRANS LEAF EXTRACT,,humectant,heteropanax fragrans leaf extract
PPG-1 TRIDECETH-13,78330-23-1,emollient; emulsifying; skin-conditioning; surfactant,(3R)-3-ethoxy-2-methyldodecane
HYDROGENATED OSTRICH OIL,,skin-conditioning; skin-protecting,hydrogenated ostrich oil
CASSIA ARTEMISIOIDES LEAF/STEM EXTRACT,,skin-conditioning,cassia artemisioides leaf/stem extract
HYDROLYZED CANDELILLA WAX,,emulsion-stabilising; skin-conditioning,hydrolyzed candelilla wax
ISOPROPYL LAURATE,10233-13-3,binding; emollient; skin-conditioning,Indole-3-Carbinol
RETINYL METHOXY PEG-22 ACETATE,,skin-conditioning,retinyl methoxy peg-22 acetate
WATERMELON SEED OIL POLYGLYCERYL-10 ESTERS,,emulsifying; skin-conditioning,watermelon seed oil polyglyceryl-10 esters
LONICERA JAPONICA FLOWER/ROOT/GLYCYRRHIZA GLABRA EXTRACT,,skin-conditioning; skin-protecting,lonicera japonica flower/root/glycyrrhiza glabra extract
ETHYLHEXETH-2 PHOSPHATE,,skin-conditioning,ethylhexeth-2 phosphate
CITRUS HYSTRIX LEAF WATER,,antioxidant; antiseborrhoeic; astringent; masking; skin-conditioning,citrus hystrix leaf water
DECYL PALMITATE,42232-27-9,emollient; skin-conditioning,Decyl Palmitate
KOJYL CARBOXY SH-OLIGOPEPTIDE-75 AMIDE,,antioxidant; skin-conditioning; skin-protecting,kojyl carboxy sh-oligopeptide-75 amide
EUPATORIUM REBAUDIANUM LEAF EXTRACT,,skin-conditioning,eupatorium rebaudianum leaf extract
POLYQUATERNIUM-17,148506-50-7,antistatic; film-forming,polyquaternium-17
PSOPHOCARPUS TETRAGONOLOBUS SEED EXTRACT,828927-84-0,skin-conditioning,psophocarpus tetragonolobus seed extract
TRIMETHYLBENZOYL DIPHENYLPHOSPHINE OXIDE,75980-60-8,skin-conditioning,"2,4,6-Trimethylbenzoyl diphenylphosphine oxide"
EUGENIA CUMINI ROOT EXTRACT,,skin-conditioning,eugenia cumini root extract
APRICOT KERNEL OIL POLYGLYCERYL-5 ESTERS,,emollient; emulsifying; skin-conditioning; surfactant,apricot kernel oil polyglyceryl-5 esters
PHOENIX DACTYLIFERA FRUIT JUICE,90027-90-0,skin-conditioning,phoenix dactylifera fruit juice
CITRUS DEPRESSA PEEL WATER,,skin-conditioning,citrus depressa peel water
C12-14 SEC-PARETH-7,,emulsifying; emulsion-stabilising; surfactant,c12-14 sec-pareth-7
GYPSOPHILA PANICULATA ROOT EXTRACT,94167-03-0,skin-conditioning,gypsophila paniculata root extract
PAEONIA OFFICINALIS CALLUS EXTRACT,84929-40-8,skin-protecting,paeonia officinalis callus extract
TETRAHYDROPYRANYL RESORCINOL,1228321-01-4,antioxidant; skin-conditioning,"4-(Tetrahydro-2H-pyran-4-YL)benzene-1,3-diol"
TILIA PLATYPHYLLOS FLOWER EXTRACT,91770-16-0,skin-conditioning,tilia platyphyllos flower extract
LACTOBACILLUS/APPLE FRUIT/ORANGE PEEL/CARROT ROOT/CUCUMBER FRUIT/LEMON FRUIT EXTRACT FERMENT FILTRATE,,skin-conditioning,lactobacillus/apple fruit/orange peel/carrot root/cucumber fruit/lemon fruit extract ferment filtrate
HYDROLYZED BIFIDA/SOYMILK FERMENT FILTRATE,,skin-conditioning,hydrolyzed bifida/soymilk ferment filtrate
ALLANTOIN PABA,4207-42-5,skin-conditioning; uv-absorber,"Benzoic acid, 4-amino-, compd. with (2,5-dioxo-4-imidazolidinyl)urea (1:1)"
CHLORANTHUS SERRATUS EXTRACT,,humectant; skin-conditioning,chloranthus serratus extract
BOTRYTIS CINEREA FERMENT LYSATE FILTRATE,,emollient,botrytis cinerea ferment lysate filtrate
GERANIUM NEPALENSE EXTRACT,,skin-conditioning,geranium nepalense extract
ARACHIDYL GLYCOL,39825-93-9,humectant; viscosity-controlling,"1,2-Eicosanediol"
METHYL CANOLATE,,emollient; skin-conditioning,methyl canolate
PALMITOYL GLUTAMIC ACID,38079-66-2,skin-conditioning,"L-Glutamic acid, N-(1-oxohexadecyl)-"
C12-13 ALKYL LACTATE,,emollient; skin-conditioning,c12-13 alkyl lactate
ACETYL TETRAPEPTIDE-22,,skin-conditioning,acetyl tetrapeptide-22
LACTITOL,585-86-4,humectant; skin-conditioning,"D-Glucitol, 4-O-beta-D-galactopyranosyl-"
HYLOCEREUS COSTARICENSIS PEEL EXTRACT,,skin-conditioning,hylocereus costaricensis peel extract
QUERCUS ACUTISSIMA WOOD VINEGAR EXTRACT,8030-97-5,humectant; skin-conditioning,quercus acutissima wood vinegar extract
HYDROGENATED COCO-GLYCERIDES,91744-42-2,emollient; skin-conditioning,hydrogenated coco-glycerides
ETHYL AMINOLEVULINATE HCL,183151-37-3,antimicrobial; antioxidant; antiseborrhoeic; skin-conditioning,Ethyl 5-amino-4-oxopentanoate--hydrogen chloride (1/1)
BETULINIC ACID,472-15-1,skin-conditioning,"Lup-20(29)-en-28-oic acid, 3beta-hydroxy-"
GENTIANA SEPTEMFIDA FLOWER/LEAF/STEM EXTRACT,,skin-conditioning,gentiana septemfida flower/leaf/stem extract
PISCUM LECUR OIL,8009-00-5,emollient,piscum lecur oil
OPAL POWDER,,skin-conditioning,opal powder
NARCISSUS PSEUDONARCISSUS FLOWER WATER,,masking; skin-conditioning,narcissus pseudonarcissus flower water
TROLOX,53188-07-1,skin-conditioning,Trolox
C7-8 ISOPARAFFIN,70024-92-9,solvent; viscosity-controlling,3-Methylhexane
SACCHAROMYCES/IPOMOEA BATATAS ROOT FERMENT FILTRATE EXTRACT,,humectant,saccharomyces/ipomoea batatas root ferment filtrate extract
DI-C12-15 ALKYL FUMARATE,,emollient; solvent,di-c12-15 alkyl fumarate
METHOXY PEG-23 METHACRYLATE/GLYCERYL DIISOSTEARATE METHACRYLATE COPOLYMER,,skin-protecting,methoxy peg-23 methacrylate/glyceryl diisostearate methacrylate copolymer
SODIUM STYRENE/ACRYLATES/PEG-10 DIMALEATE COPOLYMER,,film-forming; opacifying,sodium styrene/acrylates/peg-10 dimaleate copolymer
MACADAMIA INTEGRIFOLIA SEED OIL,438545-25-6; 159518-86-2,skin-conditioning,macadamia integrifolia seed oil
XYLITAN CAPRYLATE,,emulsifying; skin-conditioning; surfactant,xylitan caprylate
PRUNUS SPECIOSA FLOWER EXTRACT,,humectant; skin-conditioning; skin-protecting,prunus speciosa flower extract
INULIN LAURYL CARBAMATE,478483-27-1,emulsion-stabilising; surfactant,Inulin dodecylcarbamate
DIMYRISTYL ETHER,5412-98-6,skin-conditioning,Dimyristyl Ether
SAFFLOWER SEED OIL DECYL ESTERS,,skin-conditioning,safflower seed oil decyl esters
DIMETHYLAMINOETHYL RICE BRANATE,,skin-conditioning,dimethylaminoethyl rice branate
TRITICUM VULGARE KERNEL FLOUR,130498-22-5,abrasive; bulking; viscosity-controlling,triticum vulgare kernel flour
BIS-ETHOXYDIGLYCOL SUCCINATE,828918-62-3,humectant; skin-conditioning; solvent,Bis-ethoxydiglycol succinate
PHYLLOSTACHYS BAMBUSOIDES RHIZOME EXTRACT,,skin-conditioning,phyllostachys bambusoides rhizome extract
ALIBERTIA PATINOI PULP EXTRACT,,skin-conditioning,alibertia patinoi pulp extract
TRILAURIN,538-24-9,skin-conditioning; viscosity-controlling,Trilaurin
DECYL COCOATE,,emollient; skin-conditioning,decyl cocoate
R-SPIDER-POLYPEPTIDE-3,,skin-conditioning,r-spider-polypeptide-3
DIMETHICONOL MOHWA BUTTERATE,225233-88-5,emollient; skin-conditioning,dimethiconol mohwa butterate
CYSTEIC ACID,498-40-8 / 13100-82-8,skin-conditioning,cysteic acid
C12-14 SEC-PARETH-40,84133-50-6,emulsifying; emulsion-stabilising; surfactant,c12-14 sec-pareth-40
SORGHUM VULGARE SEED/SKIN/STALK EXTRACT,97676-10-3,skin-conditioning,sorghum vulgare seed/skin/stalk extract
CETYL STEARATE,1190-63-2,emollient,Cetyl Stearate
CEDRELA SINENSIS LEAF EXTRACT,,skin-protecting,cedrela sinensis leaf extract
LACTOBACILLUS/DIPTERYX ODORATA SEED FERMENT FILTRATE,,skin-conditioning,lactobacillus/dipteryx odorata seed ferment filtrate
CATALPA BIGNONIOIDES LEAF EXTRACT,89958-33-8,skin-conditioning,catalpa bignonioides leaf extract
PEG-60 PASSIFLORA EDULIS SEED GLYCERIDES,,emollient; emulsifying,peg-60 passiflora edulis seed glycerides
MONOSACCHARIDE LACTATE CONDENSATE,,antistatic; skin-conditioning,monosaccharide lactate condensate
SH-POLYPEPTIDE-42,,skin-conditioning,sh-polypeptide-42
CORN OIL PEG-8 ESTERS,61789-25-1,emollient; emulsifying; skin-conditioning; surfactant,corn oil peg-8 esters
ISOCETYL MYRISTATE,83708-66-1,emollient; skin-conditioning,Isocetyl Myristate
HYDROXYPROPYL TETRAHYDROPYRANTRIOL,439685-79-7,skin-conditioning,C-beta-D-xylopyranoside-2-hydroxypropane
ASPERGILLUS/LACTOBACILLUS/SACCHAROMYCES/BARLEY/RICE/SOYBEAN SEED FERMENT FILTRATE,,humectant; skin-conditioning,aspergillus/lactobacillus/saccharomyces/barley/rice/soybean seed ferment filtrate
DOLICHOS UNGUICULATA SEED EXTRACT,,skin-conditioning,dolichos unguiculata seed extract
SYNURUS PALMATOPINNATIFIDUS LEAF/STEM EXTRACT,,humectant,synurus palmatopinnatifidus leaf/stem extract
PRUNUS CERASUS FLOWER EXTRACT,89997-53-5,skin-conditioning,prunus cerasus flower extract
CYTIDINE,65-46-3,skin-conditioning; skin-protecting,4-Amino-1-pentofuranosyl-2(1H)-pyrimidinone
HEXYLDECYL STEARATE,17618-45-0,emollient; skin-conditioning,Hexyldecyl Stearate
ZIYU GLYCOSIDE II,84787-71-3,skin-conditioning,ziyu glycoside ii
HYSSOPUS OFFICINALIS FLOWER/LEAF/STEM OIL,84603-66-7,masking; skin-conditioning,hyssopus officinalis flower/leaf/stem oil
FORSYTHIA VIRIDISSIMA FRUIT/(ACTAEA DAHURICA/GLYCYRRHIZA GLABRA/PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/PUERARIA MONTANA) ROOT EXTRACT,,skin-conditioning,forsythia viridissima fruit/(actaea dahurica/glycyrrhiza glabra/paeonia lactiflora/platycodon grandiflorus/pueraria montana) root extract
BULBINE FRUTESCENS LEAF JUICE,,skin-conditioning,bulbine frutescens leaf juice
CANNABIS SATIVA SEED OIL PEG-8 ESTERS,,emollient; emulsifying; skin-conditioning; surfactant,cannabis sativa seed oil peg-8 esters
DIOCTYLDODECYL ADIPATE,85117-94-8,emollient; plasticiser; skin-conditioning,Dioctyldodecyl Adipate
PSORALEA CORYLIFOLIA FRUIT EXTRACT,,skin-conditioning; tonic,psoralea corylifolia fruit extract
BIFIDA/PANAX GINSENG ROOT FERMENT FILTRATE,,skin-conditioning,bifida/panax ginseng root ferment filtrate
GLYCERYL PPG-16/SMDI HEA/HYDROXYISOPROPYL METHACRYLATE,143708-48-9,film-forming,glyceryl ppg-16/smdi hea/hydroxyisopropyl methacrylate
LINUM USITATISSIMUM SEED FLOUR,8001-26-1,abrasive; absorbent; bulking; viscosity-controlling,linum usitatissimum seed flour
SOLANUM AVICULARE FRUIT EXTRACT,1415551-72-2,skin-conditioning,solanum aviculare fruit extract
HYDRASTIS CANADENSIS ROOT EXTRACT,84603-60-1,masking; skin-conditioning,hydrastis canadensis root extract
CYPERUS PAPYRUS LEAF CELL EXTRACT,,antioxidant; skin-protecting,cyperus papyrus leaf cell extract
PALMITOYL LYSYL AMINOVALEROYL LYSINE,,skin-conditioning,palmitoyl lysyl aminovaleroyl lysine
BUTYROSPERMUM PARKII LEAF EXTRACT,91080-23-8,emollient; skin-conditioning,butyrospermum parkii leaf extract
C16-17 ALKYL BENZOATE,,antimicrobial; emollient; skin-conditioning; solvent,c16-17 alkyl benzoate
PEG-16 CASTOR OIL,61791-12-6,emollient; emulsifying,"2-Propanol, 1,3-dichloro-, 2-carbamate"
CALCIUM MYRISTATE,15284-51-2,anticaking; emulsion-stabilising; surfactant; viscosity-controlling,Calcium Myristate
QUASSIA AMARA WOOD POWDER,84604-10-4,skin-conditioning,quassia amara wood powder
ETHYLHEXYL ESTER OF TETRADECENE/HEXADECENE/MA COPOLYMER,173521-40-9,skin-conditioning,ethylhexyl ester of tetradecene/hexadecene/ma copolymer
STYRENE/METHACRYLAMIDE/ACRYLATES COPOLYMER,28632-83-9,film-forming; viscosity-controlling,styrene/methacrylamide/acrylates copolymer
SODIUM C4-12 OLEFIN/MALEIC ACID COPOLYMER,,binding; emulsion-stabilising; film-forming; viscosity-controlling,sodium c4-12 olefin/maleic acid copolymer
DIAMINOPROPIONOYL TRIPEPTIDE-33,,skin-conditioning,diaminopropionoyl tripeptide-33
MYRISTOYL HEXAPEPTIDE-13,,skin-conditioning,myristoyl hexapeptide-13
AGRIMONIA EUPATORIA FLOWER EXTRACT,84775-40-6,skin-conditioning,agrimonia eupatoria flower extract
PEG-5 PENTAERYTHRITYL DMPA-2 CAPRATE/CAPRYLATE DENDRIMER,462113-22-0,viscosity-controlling,peg-5 pentaerythrityl dmpa-2 caprate/caprylate dendrimer
MYOSOTIS SYLVATICA FLOWER/LEAF/STEM EXTRACT,223747-82-8,skin-conditioning,myosotis sylvatica flower/leaf/stem extract
TRIPEPTIDE-68,,skin-conditioning,tripeptide-68
HONEY EXTRACT,91052-92-5,flavouring; humectant; skin-conditioning,honey extract
COCHLEARIA OFFICINALIS FLOWER/LEAF/STALK EXTRACT,84961-47-7,skin-conditioning,cochlearia officinalis flower/leaf/stalk extract
BIS-HYDROXYETHYL ACRYLATE POLY(1‚4-BUTANEDIOL)-9/TMHDI COPOLYMER,,film-forming,bis-hydroxyethyl acrylate poly(1‚4-butanediol)-9/tmhdi copolymer
PEG/PPG-14/7 DIMETHYL ETHER,61419-46-3,skin-conditioning,peg/ppg-14/7 dimethyl ether
SH-POLYPEPTIDE-89,,antioxidant; humectant; skin-conditioning,sh-polypeptide-89
GLYCERIN/PHTHALIC ACID COPOLYMER CASTORATE,,film-forming,glycerin/phthalic acid copolymer castorate
RUBUS CAESIUS FRUIT EXTRACT,,skin-conditioning,rubus caesius fruit extract
PPG-26/TDI COPOLYMER,,film-forming; plasticiser,ppg-26/tdi copolymer
PALM OIL POLYGLYCERYL-5 ESTERS,,emollient; emulsifying; skin-conditioning; surfactant,palm oil polyglyceryl-5 esters
GLUCOMANNAN,,skin-conditioning; skin-protecting,glucomannan
GLYCERYL LINOLENATE,18465-99-1,emollient,"2,3-Dihydroxypropyl octadeca-9,12,15-trienoate"
STEARYLDIMONIUMHYDROXYPROPYL LAURYLGLUCOSIDES CHLORIDE,,cleansing; emulsifying; skin-conditioning; surfactant,stearyldimoniumhydroxypropyl laurylglucosides chloride
KIDACHI ALOE YOUJYUU MATSU,,emollient; skin-conditioning,kidachi aloe youjyuu matsu
ROSA HYBRID FLOWER CERA,93062-88-5,emollient,rosa hybrid flower cera
BUTOXYDIGLYCOL,112-34-5,masking; solvent; viscosity-controlling,Diethylene Glycol Monobutyl Ether
XYLOGLUCAN,37294-28-3,humectant,xyloglucan
ETHYLHEXYL LAURATE,20292-08-4,emollient,"Dodecanoic acid, 2-ethylhexyl ester"
HEXAMETHYLENEDIAMINE/MDI COPOLYMER,,film-forming,hexamethylenediamine/mdi copolymer
CETETH-9 STEARATE,,skin-conditioning,ceteth-9 stearate
ALLIUM MONANTHUM EXTRACT,,skin-conditioning,allium monanthum extract
GINKGO BILOBA CALLUS CULTURE EXTRACT,,skin-conditioning,ginkgo biloba callus culture extract
CUCURBITA MAXIMA FRUIT EXTRACT,89998-02-7,skin-conditioning,cucurbita maxima fruit extract
OZONIZED PERESKIA GRANDIFOLIA CALLUS CULTURE EXTRACT,,skin-conditioning,ozonized pereskia grandifolia callus culture extract
LITHIUM GLUCONATE,60816-70-8,skin-conditioning,Lithium gluconate
ISOPROPYL CYANOACRYLATE,10586-17-1,film-forming,4-Hydroxy-5-isopropyl-3-methylbenzaldehyde
TAPIOCA STARCH,9005-25-8,viscosity-controlling,GlyTouCan:G06348JD
ALTHAEA ROSEA CALLUS,,emollient; humectant; skin-conditioning,althaea rosea callus
