inci_name,cas_no,function,substance
itraconazole,84625-61-6,antimicrobial,itrizole
oryza sativa bran water,90106-37-9,masking; perfuming,oryza sativa bran water
zingiber officinale root oil,8007-08-7,masking; perfuming; skin-conditioning; tonic,zingiber officinale root oil
phaseolus vulgaris phytoplacenta extract,,antimicrobial; antioxidant; skin-protecting,phaseolus vulgaris phytoplacenta extract
phenethyl propionate,122-70-3,perfuming,1-phenylethyl propionate
methyl lactate,27871-49-4 / 547-64-8,flavouring; perfuming; solvent,methyl lactate
beta-methyl-cyclododecaneethanol,118562-73-5,perfuming,2-cyclododecylpropan-1-ol
azelamidopropyl dimethyl amine,1272659-40-1,antimicrobial; antiseborrhoeic; skin-conditioning,azelamidopropyl dimethyl amine
ginkgo biloba meristem cell,,antimicrobial; antioxidant; skin-conditioning,ginkgo biloba meristem cell
ethyl ethyltrimethylcyclohexenecarboxylate,94333-50-3,perfuming,"1-cyclohexene-1-carboxylic acid, 2-ethyl-3,6,6-trimethyl-, ethyl ester"
pinus pumila twig leaf oil,97676-05-6,perfuming,pinus pumila twig leaf oil
sodium zinc cetyl phosphate,,astringent; skin-conditioning; skin-protecting,sodium zinc cetyl phosphate
terpinyl formate,2153-26-6,perfuming,terpinyl formate
sh-oligopeptide-71,,antiseborrhoeic; skin-protecting,sh-oligopeptide-71
citrus species leaf oil,94266-47-4,perfuming,citrus species leaf oil
origanum dictamnus flower/leaf/stem extract,,antimicrobial; antioxidant; astringent; flavouring,origanum dictamnus flower/leaf/stem extract
isobutyl isovalerate,589-59-3,perfuming,isobutyl isovalerate
1‚5,13786-79-3 / 71735-79-0,perfuming,1‚5
cedrenol,28231-03-0,perfuming,cedrenol
poterium officinale leaf extract,84787-71-3,astringent; tonic,poterium officinale leaf extract
grass-hay herb extract,100209-32-3,perfuming,grass-hay herb extract
melaleuca teretifolia branch/leaf oil,,masking; perfuming,melaleuca teretifolia branch/leaf oil
caryophyllene oxide,1139-30-6,perfuming,"4,12,12-trimethyl-9-methylene-5-oxatricyclo(8.2.0.04,6)dodecane"
kluyveromyces/lactobacillus/saururus chinensis oil ferment filtrate,,antioxidant; astringent; bleaching; skin-conditioning,kluyveromyces/lactobacillus/saururus chinensis oil ferment filtrate
cetrimonium tosylate,138-32-9,antimicrobial; antistatic; emulsifying; hair-conditioning; surfactant,hexadecyl(trimethyl)azanium;4-methylbenzenesulfonic acid
tridec-2-enenitrile,22629-49-8,perfuming,alpha-methyl-2-furanmethanamine
homonopal,33885-51-7,perfuming,"bicyclo(3.1.1)hept-2-ene-2-propanal, 6,6-dimethyl-"
chitosan benzamide,,antimicrobial; skin-protecting,chitosan benzamide
isopropenyl-methylhexenol,58461-27-1,perfuming,"lavandulol, (+-)-"
a-terpinyl acetate,80-26-2,perfuming,alazocine
prunus mume phytoplacenta extract,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,prunus mume phytoplacenta extract
octahydro-tetramethyl-methano-cyclopentacyclopropabenzene-4-methanol acetate,59056-62-1,perfuming,"thiamine naphthalene-1,5-disulfonate"
hydrogenated horse fat,,antiseborrhoeic; hair-conditioning; skin-protecting; viscosity-controlling,hydrogenated horse fat
ambergris extract,84836-94-2,perfuming,ambergris extract
isopulegyl acetate,57576-09-7,perfuming,isopulegyl acetate
1-acetonaphthone,941-98-0,masking; perfuming,1-acetylnaphthalene
2‚6-dimethyl-7-octen-2-ol,18479-58-8,masking; perfuming,dihydromyrcenol
lippia alba leaf/stem oil,8024-12-2,antioxidant; masking; perfuming,lippia alba leaf/stem oil
isopropylbenzyl butylnorberberine iodide,,antidandruff; antimicrobial; hair-conditioning,isopropylbenzyl butylnorberberine iodide
iris pallida root extract,90045-90-2,masking; perfuming; tonic,iris pallida root extract
ferula assa foetida root extract,90028-70-9,perfuming; soothing; tonic,ferula assa foetida root extract
ozonized peg-10 oleate,,antimicrobial; cleansing; surfactant,ozonized peg-10 oleate
crotamiton,483-63-6,antimicrobial; solvent,acetylcholine
lavandula angustifolia angustifolia herb extract,84776-65-8,perfuming,lavandula angustifolia angustifolia herb extract
isocyclogeraniol,68527-77-5,perfuming,"1-tetracosanol, aluminum salt (3:1)"
spatholobus suberectus callus extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning,spatholobus suberectus callus extract
streptomyces subrutilus ferment filtrate extract,,bleaching,streptomyces subrutilus ferment filtrate extract
4-dimethylmethylenecyclohexyl-butan-2-one,13720-12-2,perfuming,"4-(2,2-dimethyl-6-methylenecyclohexyl)butan-2-one"
tallowtrimonium chloride,8030-78-2,antistatic; hair-conditioning; preservative; surfactant,tallowtrimonium chloride
isopropyl 3-methylthiobutyrate,34322-06-0,perfuming,"butanethioic acid, 3-methyl-, s-(1-methylethyl) ester"
nonadecane,629-92-5,perfuming,nonadecane
rubus fruticosus fruit water,84787-69-9,masking; perfuming,rubus fruticosus fruit water
camellia oleifera seed extract,94333-93-4,astringent; tonic,camellia oleifera seed extract
isoamyl octanoate,2035-99-6,perfuming,3-methylbutyl octanoate
beta-santalol,77-42-9,perfuming,2-methyl-5-(2-methyl-3-methylenebicyclo[2.2.1]hept-2-yl)-2-penten-1-ol
orchis maculata flower/leaf/stem water,90082-23-8,masking; perfuming,orchis maculata flower/leaf/stem water
silt,,absorbent; astringent; humectant,silt
dibromopropamidine diisethionate,614-87-9,antimicrobial,dibromopropamidine isethionate
cinnamyl acetate,103-54-8,perfuming,3-phenyl-2-propen-1-yl acetate
methyl bicycloheptenyl-methyloxirane-carboxylate,72175-33-8,perfuming,"3,4-dimethyl-3-cyclohexene-1-carbonyl chloride"
bacillus/morchella esculenta/soybean ferment filtrate,,antiseborrhoeic; emollient; hair-conditioning; humectant; skin-conditioning; skin-protecting,bacillus/morchella esculenta/soybean ferment filtrate
acetonylacetone,110-13-4,perfuming,"2,5-hexanedione"
geranyloxyacetaldehyde,65405-73-4,perfuming,"acetaldehyde, ((3,7-dimethyl-2,6-octadienyl)oxy)-"
dihydro pentamethylindanone,33704-61-9,masking; perfuming,(+-)-cashmeran
methyloctyl acetaldehyde,19009-56-4,perfuming,2-methyldecanal
hexamidine paraben,,preservative,hexamidine paraben
ethyl 2‚2-dimethylhydrocinnamal,67634-15-5,masking; perfuming,"ethyl 2,2-dimethylhydrocinnamal"
coriandrum sativum fruit extract,84775-50-8,antimicrobial; flavouring; perfuming,coriandrum sativum fruit extract
sedum takesimense leaf/stem extract,,antimicrobial; skin-conditioning,sedum takesimense leaf/stem extract
menthyl phenylacetate,26171-78-8,perfuming,2-isopropyl-5-methylcyclohexyl phenylacetate
2-octenal,2363-89-5,perfuming,oct-2-enal
nasturtium officinale flower/leaf extract,84775-70-2,antiseborrhoeic; soothing; tonic,nasturtium officinale flower/leaf extract
hexyl propionate,2445-76-3,perfuming,hexyl propionate
isoeugenyl benzoate,4194-00-7,perfuming,"phenol, 2-methoxy-4-(1-propen-1-yl)-, 1-benzoate"
lauryl isoquinolinium bromide,93-23-2,antimicrobial; antistatic; deodorant; surfactant,lauryl isoquinolinium bromide
phenethyl pivalate,67662-96-8,perfuming,2-phenylethyl pivalate
2-methyl-5-methylvinyl-cyclohexanol,38049-26-2,perfuming,2-methyl-5-(1-methylethenyl)cyclohexanol
cetrimonium methosulfate,65060-02-8,antimicrobial; antistatic; emulsifying; hair-conditioning; surfactant,cetrimonium methosulfate
benzonitrile,100-47-0,perfuming,benzonitrile
vetiveria zizanioides root extract acetylated,84082-84-8,perfuming,vetiveria zizanioides root extract acetylated
rosa canina fruit juice,84696-47-9,astringent,rosa canina fruit juice
2‚5-xylenol,95-87-4,perfuming,"2,5-dimethylphenol"
allyl 2-methylbutoxyacetate,67634-01-9,perfuming,allyl (2-methylbutoxy)acetate
epigallocatechin gallate/biotin/collagen/mouse fibroblast conditioned media,,astringent,epigallocatechin gallate/biotin/collagen/mouse fibroblast conditioned media
enkleia thorelii root extract,,antioxidant; bleaching; skin-conditioning,enkleia thorelii root extract
myrtenyl acetate,1079-01-2,perfuming,"(6,6-dimethylbicyclo(3.1.1)hept-2-en-2-yl)methyl acetate"
cinnamomum culilawan leaf extract,91771-48-1,perfuming,cinnamomum culilawan leaf extract
anacardoyl tripeptide-35,,antioxidant; bleaching; skin-protecting,anacardoyl tripeptide-35
dipropylene glycol,110-98-5 / 25265-71-8,masking; perfuming; solvent; viscosity-controlling,dipropylene glycol
methyl isopropyl ketone,563-80-4,perfuming,3-methyl-2-butanone
1‚3-dimethyl-bicycloheptane-2-carbonitrile,104516-97-4,perfuming,"bicyclo2.2.1heptane-2-carbonitrile, 1,3-dimethyl-"
eriophorum scheuchzeri callus extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,eriophorum scheuchzeri callus extract
2-methylpent-2-enoic acid,3142-72-1,perfuming,2-methylvaleric acid
p-chlorophenol,106-48-9,antimicrobial,4-chlorophenol
paeonia suffruticosa root water,223747-88-4,flavouring; masking; perfuming; skin-conditioning,paeonia suffruticosa root water
salt mine mud,,abrasive; absorbent; astringent; skin-conditioning,salt mine mud
ethylhexylbicycloheptene dicarboximide,113-48-4,antimicrobial,n-2-ethylhexylbicycloheptenedicarboximide
kluyveromyces/lactobacillus/paeonia lactiflora root oil ferment filtrate,,antioxidant; astringent; bleaching; hair-conditioning; skin-conditioning,kluyveromyces/lactobacillus/paeonia lactiflora root oil ferment filtrate
allyl phenethyl ether,14289-65-7,perfuming,(2-allyloxyethyl)benzene
narcissus tazetta callus extract,,antimicrobial; antioxidant; skin-conditioning,narcissus tazetta callus extract
isomenthone,491-07-6,perfuming,p-menthan-3-one
hydrolyzed thuja orientalis seed extract,,bleaching; emollient; skin-conditioning,hydrolyzed thuja orientalis seed extract
sodium lactate,72-17-3 / 867-56-1,buffering; humectant; keratolytic,sodium lactate
cis-dihydropseudoionyl acetate,3239-37-0,perfuming,"6,10-dimethylundeca-5,9-dien-2-yl acetate"
citryl cyclopentanone,68133-79-9,perfuming,"cyclopentanone, 2-(3,7-dimethyl-2,6-octadienyl)-"
salvia triloba leaf oil,,antidandruff; antimicrobial; antiplaque; flavouring; masking,salvia triloba leaf oil
ethylbenzene,100-41-4,perfuming,diphenylacetonitrile
dipterocarpus turbinatus wood oil,93165-18-5,masking; perfuming,dipterocarpus turbinatus wood oil
gadi iecur,8001-69-2,perfuming,gadi iecur
4-hydroxybenzoic acid,99-96-7,preservative,4-hydroxybenzoic acid
tannic acid,1401-55-4,astringent; masking,sulfamerazine
silver sulfate,10294-26-5,antimicrobial,"2-amino-2-methyl-1,3-propanediol"
guaiacum officinale wood extract,84650-13-5,perfuming; skin-conditioning,guaiacum officinale wood extract
zinc azelate hydroxide,,hair-conditioning; masking; perfuming; skin-conditioning; skin-protecting; uv-absorber,zinc azelate hydroxide
hexahydro-methanoinden-5-yl isobutyrate,67634-20-2,perfuming,"3a,4,5,6,7,7a-hexahydro-4,7-methano-1h-inden-5-yl isobutyrate"
cosmos bipinnatus phytoplacenta extract,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,cosmos bipinnatus phytoplacenta extract
anacardoyl sh-pentapeptide-39 tripeptide-1,,antioxidant; bleaching; skin-protecting,anacardoyl sh-pentapeptide-39 tripeptide-1
rhus glabra bark/berry/root extract,90106-33-5,antiseborrhoeic; astringent; skin-conditioning,rhus glabra bark/berry/root extract
lavandula angustifolia leaf cell extract,90063-37-9,flavouring; masking; perfuming; skin-protecting,lavandula angustifolia leaf cell extract
syringaldehyde,104-09-6,perfuming,lilac acetaldehyde
thuja plicata leaf extract,94334-32-4,perfuming,thuja plicata leaf extract
eucalyptus species leaf oil,92502-70-0,perfuming,eucalyptus species leaf oil
iodopropynyl butylcarbamate,55406-53-6,preservative,3-iodo-2-propynyl butylcarbamate
cadinene,29350-73-0,perfuming,"naphthalene, decahydro-1,6-dimethyl-4-(1-methylethyl)-, (1s,4s,4as,6s,8as)-, didehydro deriv."
3-octyl acetate,4864-61-3,perfuming,3-octyl acetate
dihydro-4-methyl-5-pentylfuranone,33673-62-0,perfuming,"2(3h)-furanone, dihydro-4-methyl-5-pentyl-"
bakuhan,,antimicrobial; astringent; bleaching; buffering; hair-conditioning; skin-conditioning,bakuhan
emblica officinalis fruit juice powder,,astringent,emblica officinalis fruit juice powder
pyrus serotina callus extract,,antioxidant; antiseborrhoeic; emollient; hair-conditioning; humectant; skin-conditioning; skin-protecting,pyrus serotina callus extract
ethyl butyl valerolactone,67770-79-0,perfuming; tonic,"2h-pyran-2-one, 5-butyl-5-ethyltetrahydro-"
mentha spicata crispa herb extract,98561-44-5,perfuming,mentha spicata crispa herb extract
rubus ellipticus fruit extract,,bleaching,rubus ellipticus fruit extract
methyl methyl-trimethylcyclohexenyl-vinyloxirane-2-carboxylate,67905-40-2,perfuming,"oxiranecarboxylic acid, 3-methyl-3-[2-(2,6,6-trimethyl-2-cyclohexen-1-yl)ethenyl]-, methyl ester"
7-methyl-3-methylene-1‚6-octadiene tetrahydrocitronellols,92908-29-7,perfuming,7-methyl-3-methylene-1‚6-octadiene tetrahydrocitronellols
magnolia wilsonii callus extract,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning; skin-protecting,magnolia wilsonii callus extract
origanum majorana herb oil,84082-58-6,perfuming,origanum majorana herb oil
silver citrate,36701-38-9,antimicrobial; deodorant,silver citrate
acetaldehyde ethyl hexenyl acetal,60763-40-8,perfuming,1-(1-ethoxyethoxy)hex-3-ene
sedum rosea root extract,92457-37-9,antioxidant; astringent; skin-conditioning,sedum rosea root extract
pelargonium sidoides adventitious root extract,,antimicrobial; antioxidant; humectant; skin-protecting,pelargonium sidoides adventitious root extract
dipterocarpus turbinatus balsam oil,8030-55-5 / 93165-18-5,perfuming,dipterocarpus turbinatus balsam oil
helichrysum italicum callus extract,,antimicrobial; hair-conditioning; humectant; skin-protecting,helichrysum italicum callus extract
clay minerals,,astringent; binding; buffering; humectant,clay minerals
cyclooctenyl methyl carbonate,87731-18-8,perfuming,"carbonic acid, 4-cycloocten-1-yl methyl ester"
leuconostoc/aloe barbadensis leaf/sorbus aucuparia fruit ferment filtrate,,antimicrobial; hair-conditioning; nail-conditioning; skin-conditioning,leuconostoc/aloe barbadensis leaf/sorbus aucuparia fruit ferment filtrate
hydrolyzed sasa veitchii extract,,antimicrobial; deodorant,hydrolyzed sasa veitchii extract
alcohol denat.,,antifoaming; antimicrobial; astringent; masking; solvent; viscosity-controlling,alcohol denat.
hedeoma pulegioides american herb oil,98306-02-6,perfuming,hedeoma pulegioides american herb oil
prunus amygdalus sativa kernel extract,90320-37-9,perfuming,prunus amygdalus sativa kernel extract
aluminum sesquichlorohydrate,11089-92-2,antiperspirant; astringent; deodorant,tetraaluminum trichloride nonahydroxide
ethyl ethyldimethylcyclohexene-1-carboxylate,57934-97-1,perfuming,"ethyl 2-ethyl-6,6-dimethylcyclohex-2-ene-1-carboxylate"
orostachys japonica callus extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,orostachys japonica callus extract
heliopsis longipes root powder,,antimicrobial,heliopsis longipes root powder
bis-aminoethoxyethane/guanidine hcl copolymer,374572-91-5,antimicrobial,oligo(2-(2-ethyoxy)ethoxyethylguanidium chloride)
abies sibirica oil,91697-89-1,masking; perfuming; tonic,abies sibirica oil
gamma-valerolactone,108-29-2,perfuming,gamma-valerolactone
trimethylhexyl formate,67355-38-8,perfuming,"1-hexanol, 3,5,5-trimethyl-, 1-formate"
trimethylundecadienal,24048-13-3,perfuming,"2,6,10-trimethylundeca-5,9-dienal"
myroxylon balsamum balsam oil,9000-64-0,perfuming,myroxylon balsamum balsam oil
abies pectinata needle oil,92128-34-2,perfuming,abies pectinata needle oil
lactobacillus/rapeseed leaf/radish root/fructose ferment filtrate,,antimicrobial; antioxidant,lactobacillus/rapeseed leaf/radish root/fructose ferment filtrate
citrus sunki seed extract,,antioxidant; bleaching; skin-conditioning,citrus sunki seed extract
bacillus/monascus/sesame seed/soybean ferment filtrate,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning; stabilising,bacillus/monascus/sesame seed/soybean ferment filtrate
lamium album flower extract,84012-23-7,astringent; skin-conditioning,lamium album flower extract
damnacanthus major phytoplacenta extract,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning,damnacanthus major phytoplacenta extract
sd alcohol 37,,astringent; solvent; viscosity-controlling,sd alcohol 37
pinus pumila twig leaf extract,97676-05-6,perfuming,pinus pumila twig leaf extract
dimethylheptenol,6090-15-9,perfuming,"5-hepten-2-ol, 2,6-dimethyl-"
ammonium bisulfite,10192-30-0,hair-waving-or-straightening; preservative; reducing,ammonium bisulfite
dipentyloxy cyclohexane,,bleaching,dipentyloxy cyclohexane
raspberry ketone,5471-51-2,masking; perfuming; skin-conditioning,4-(4'-hydroxyphenyl)-2-butanone
piperlongumine,20069-09-4,antioxidant; bleaching; skin-conditioning,"1-[3-(3,4,5-trimethoxyphenyl)prop-2-enoyl]-2,3-dihydropyridin-6-one"
methyl vanillate,3943-74-6,perfuming,methyl vanillate
vanilla planifolia tincture,8024-06-4 / 8047-24-3,perfuming,vanilla planifolia tincture
(lepidium meyenii/sarcodon aspratus) root water,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,(lepidium meyenii/sarcodon aspratus) root water
porphyridium polysaccharide hydroxypropyltrimonium chloride,,antimicrobial; antioxidant; humectant; skin-protecting,porphyridium polysaccharide hydroxypropyltrimonium chloride
methyl furoate,611-13-2,perfuming,methyl 2-furoate
isobutyl linalool,56105-46-5,perfuming,"1,6-decadien-3-ol, 3,7,9-trimethyl-"
cinnamomum cassia leaf oil,84961-46-6 / 8007-80-5,denaturant; masking; perfuming,cinnamomum cassia leaf oil
hippophae rhamnoides leaf powder,90106-68-6,antimicrobial; emollient; humectant; skin-conditioning,hippophae rhamnoides leaf powder
2-isobutylquinoline,93-19-6,perfuming,2-isobutylquinoline
sasa kurilensis leaf/stem extract,,antimicrobial; humectant,sasa kurilensis leaf/stem extract
commiphora abyssinica gum oil,9000-45-7,perfuming,commiphora abyssinica gum oil
cupressus funebris wood extract,85085-29-6,perfuming,cupressus funebris wood extract
ethyl 2-acetylheptanoate,24317-94-0,perfuming,"1,1-diethoxycyclopentane"
hydrogenated tallowtrimonium chloride,61788-78-1,antistatic; hair-conditioning; preservative; surfactant,hydrogenated tallowtrimonium chloride
kluyveromyces/lactobacillus/sesame seed ferment oil filtrate,,antioxidant; bleaching; hair-conditioning; skin-conditioning; skin-protecting,kluyveromyces/lactobacillus/sesame seed ferment oil filtrate
s-centipede oligopeptide-1 amide,,antimicrobial; skin-conditioning; skin-protecting,s-centipede oligopeptide-1 amide
