inci_name,cas_no,function,substance
rosmarinus officinalis phytoplacenta extract,,antimicrobial; antioxidant; humectant; skin-protecting,rosmarinus officinalis phytoplacenta extract
peg-15 dedm hydantoin stearate,,antimicrobial,peg-15 dedm hydantoin stearate
tetramethylhexadec-2-enyl acetate,10236-16-5,perfuming,cid 112093
cera alba,8012-89-3,emollient; emulsifying; film-forming; perfuming,"5-o-benzoyl-1,2-di-o-acetyl-3-deoxy-d-ribofuranose"
trans-dihydropseudoionyl acetate,3239-35-8,perfuming,"6,10-dimethylundeca-5,9-dien-2-yl acetate"
tetradecane,629-59-4,perfuming,tetradecane
hexyl hexanoate,6378-65-0,perfuming,hexyl hexanoate
octahydro-tetramethylcyclopropanaphthalenone,25966-79-4,perfuming,"4,7,11,11-tetramethyltricyclo[5,4,0,0 1,3]undecan-5-one"
isononyl propionate,65155-45-5,perfuming,isononyl propionate
d-trimethyl-3-cyclohexene-1-methyl acetate,7785-54-8,perfuming,"alpha-terpinyl acetate, (-)-"
cinnamaldehyde dimethyl acetal,4364-06-1,perfuming,"(3,3-dimethoxypropen-1-yl)benzene"
salvia officinalis lavandulifolia herb extract,97952-71-1,perfuming,salvia officinalis lavandulifolia herb extract
methoxytrimethylheptanol,41890-92-0,masking; perfuming,"3,7-dimethyl-7-methoxyoctan-2-ol"
curcuma zedoaria root oil,84961-49-9,perfuming; skin-conditioning,curcuma zedoaria root oil
salvia officinalis lavandulifolia herb oil,97952-71-1,perfuming,salvia officinalis lavandulifolia herb oil
saururus chinensis leaf/root extract,,antimicrobial; antioxidant; astringent; emollient; skin-conditioning; skin-protecting,saururus chinensis leaf/root extract
trimethoxybenzyl acetylsinapate,1469299-98-6,bleaching,trimethoxybenzyl acetylsinapate
glabridin,59870-68-7,bleaching,glabridin
lavandula spica herb extract,97722-12-8,perfuming,lavandula spica herb extract
potentilla chinensis phytoplacenta extract,,antimicrobial; antioxidant; skin-conditioning,potentilla chinensis phytoplacenta extract
hexanal diethyl acetal,3658-93-3,perfuming,"hexane, 1,1-diethoxy-"
pimenta racemosa leaf/fruit oil,85085-61-6,perfuming,pimenta racemosa leaf/fruit oil
tetramethrin,7696-12-0,antimicrobial,"tetramethrin, d-trans-"
nymphaea gigantea flower extract,,antioxidant; hair-conditioning; masking; perfuming; skin-protecting,nymphaea gigantea flower extract
silver magnesium aluminum phosphate,,antimicrobial; bulking,silver magnesium aluminum phosphate
lauralkonium chloride,139-07-1,antistatic; preservative,benzododecinium chloride
pinus palustris oil,8002-09-3,masking; perfuming,"(1r,3z)-3-(2,2-dimethylpropylidene)cyclohexan-1-ol;(1r,3e)-3-(2,2-dimethylpropylidene)cyclohexan-1-ol;(1s,3e)-3-(2,2-dimethylpropylidene)cyclohexan-1-ol"
iritone,67801-38-1,perfuming,"4-(2,4,6-trimethylcyclohex-3-en-1-yl)but-3-en-2-one"
wrightia tinctoria leaf oil,,antidandruff; antimicrobial; hair-conditioning,wrightia tinctoria leaf oil
methyl methylpentylidene-aminobenzoate,50607-64-2,perfuming,"3,4,8,10-tetrahydroxy-2-(hydroxymethyl)-9-methoxy-3,4,4a,10b-tetrahydro-2h-pyrano(3,2-c)isochromen-6-one"
citrus aurantifolia flower extract,90063-52-8,astringent; skin-conditioning,citrus aurantifolia flower extract
morus bombycis leaf/root extract,,astringent; skin-conditioning,morus bombycis leaf/root extract
anhydroxylityl lactate,,antimicrobial; preservative; solvent; surfactant,anhydroxylityl lactate
butylparaben,94-26-8,masking; preservative,butylparaben
lindera erythrocarpa phytoplacenta extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,lindera erythrocarpa phytoplacenta extract
laurtrimonium bromide,1119-94-4,antistatic; hair-conditioning; preservative,dodecyltrimethylammonium chloride
trimethyl-2-cyclohexene-1‚4-dione,1125-21-9,perfuming,ketoisophorone
decanal dimethyl acetal,7779-41-1,perfuming,decanal dimethyl acetal
liquidambar styraciflua oil,8046-19-3 / 94891-28-8,masking; perfuming,liquidambar styraciflua oil
amyl ethyl ketone,106-68-3,perfuming,"3,5-dibromophenol"
polianthes tuberosa flower oil,94334-35-7,perfuming,polianthes tuberosa flower oil
leontopodium alpinum callus powder,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,leontopodium alpinum callus powder
polygonum fagopyrum callus culture extract,89958-09-8,absorbent; antimicrobial; antioxidant; humectant; skin-conditioning,polygonum fagopyrum callus culture extract
cymbopogon martini herb oil,84649-81-0,perfuming,cymbopogon martini herb oil
3-isopentenyl isovalerate,54410-94-5,perfuming,"butanoic acid, 3-methyl-, 3-methyl-3-buten-1-yl ester"
verbena officinalis flower/leaf water,84961-67-1,flavouring; masking; perfuming; skin-conditioning,"n-[n-[2-benzyl-3-phenyl-2-(1,3,6-triphenylcarbazol-9-yl)pent-3-enyl]-c-phenylcarbonimidoyl]-n'-methylbenzenecarboximidamide"
heptyl acetate,112-06-1,perfuming,heptyl acetate
backhousia citriodora leaf oil,84775-80-4,masking; perfuming,backhousia citriodora leaf oil
cyclohexanediol bis-methylcrotonate,,bleaching,cyclohexanediol bis-methylcrotonate
hexadecane,544-76-3,perfuming,hexadecane
aluminum zirconium pentachlorohydrate,98106-54-8,antiperspirant; astringent; deodorant,octaaluminium zirconium pentachloride tricosahydroxide
ethyl hydroxypyrone,4940-11-8,masking; perfuming,ethyl maltol
2-heptanol,543-49-7,perfuming,2-heptanol
decyl propionate,5454-19-3,perfuming,8-bromo-adenosine-5'-monophosphate
raponticin glucoside,,antioxidant; bleaching; skin-conditioning,raponticin glucoside
anethum graveolens herb oil,90028-03-8 / 8006-75-5,perfuming,anethum graveolens herb oil
sh-polypeptide-61,1637217-80-1,astringent; skin-conditioning; skin-protecting,sh-polypeptide-61
hexahydro-tetramethyl-methanoazulen-5-one,13794-73-5,perfuming,"1h-3a,7-methanoazulen-5(4h)-one, hexahydro-3,6,8,8-tetramethyl-"
styrax benzoin resin oil,84929-79-3 / 84696-18-4,perfuming,styrax benzoin resin oil
lavandula angustifolia flower/leaf/stem juice,90063-37-9 / 84776-65-8,flavouring; masking; oral-care; perfuming; skin-conditioning,lavandula angustifolia flower/leaf/stem juice
sd alcohol 31-a,,astringent; solvent; viscosity-controlling,sd alcohol 31-a
juniperus mexicana wood oil,91722-61-1,perfuming,juniperus mexicana wood oil
methyl hydroxyphenylbutylaminobenzoate,144761-91-1,perfuming,methyl 2-((1-hydroxy-3-phenylbutyl)amino)benzoate
cysteinyl tripeptide-35,,antioxidant; antiseborrhoeic; chelating; skin-protecting,cysteinyl tripeptide-35
trichloromethyl phenyl carbinyl acetate,90-17-5,perfuming,rosacetol
decyloxazolidinone,7693-82-5,antimicrobial; emollient; plasticiser; skin-conditioning; surfactant,decyloxazolidinone
ruscus aculeatus root extract,84012-38-4,astringent; refreshing; skin-conditioning; soothing; stabilising; tonic,ruscus aculeatus root extract
pinus lauricio leaf oil,,flavouring; masking; perfuming,pinus lauricio leaf oil
myrica gale leaf water,,astringent; humectant; masking; perfuming,myrica gale leaf water
citrus grandis seed oil,90045-43-5 / 8016-20-4,emollient; perfuming; skin-conditioning,citrus grandis seed oil
d-trimethyl-3-cyclopentene-1-acetaldehyde,4501-58-0,perfuming,"1-(2,2,3-trimethylcyclopent-3-en-1-yl)ethanone"
lauryl acetate,112-66-3,perfuming,dodecyl acetate
geranyl linalool,1113-21-9,perfuming,"3,7,11,15-tetramethyl-1,6,10,14-hexadecatetraen-3-ol"
eucalyptus cinerea leaf water,98143-66-9,astringent; deodorant; flavouring; masking,eucalyptus cinerea leaf water
rhus semialata leaf extract,,antifoaming; antimicrobial; astringent; emollient; hair-conditioning,rhus semialata leaf extract
citrus reticulata leaf oil,8008-31-9 / 8014-17-3,masking; perfuming; skin-conditioning,citrus reticulata leaf oil
cananga odorata leaf oil,83863-30-3 / 8006-81-3 / 68606-83-7,masking; perfuming,cananga odorata leaf oil
pogostemon cablin leaf/stem extract,84238-39-1,antidandruff; antimicrobial; antioxidant; astringent; skin-protecting,pogostemon cablin leaf/stem extract
aframomum angustifolium leaf oil,,antimicrobial; antioxidant; flavouring; masking; perfuming,aframomum angustifolium leaf oil
2-methylbutyric acid,116-53-0,perfuming,2-methylbutanoic acid
ethyl butyrate,105-54-4,perfuming,benzyl 4-hydroxybenzoate
ginkgo biloba meristem cell culture conditioned media,,antimicrobial; antioxidant; skin-conditioning,ginkgo biloba meristem cell culture conditioned media
geranyl isovalerate,109-20-6,perfuming,"butanoic acid, 3-methyl-, (2e)-3,7-dimethyl-2,6-octadienyl ester"
cryptococcus/filobasidiella/grape extract ferment lees,,antimicrobial,cryptococcus/filobasidiella/grape extract ferment lees
pseudozyma tsukubaensis/olive oil/glycerin/soy protein ferment,,antimicrobial; emollient; emulsifying,pseudozyma tsukubaensis/olive oil/glycerin/soy protein ferment
oxalis hedysaroides callus culture extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,oxalis hedysaroides callus culture extract
1-nonen-3-ol,21964-44-3,perfuming,1-nonen-3-ol
ethyl isovalerate,108-64-5,perfuming,ethyl isovalerate
shorea robusta leaf extract,91770-61-5,astringent,shorea robusta leaf extract
cinnamyl alcohol,104-54-1,flavouring; perfuming,3-phenylprop-2-en-1-ol
vernaldehyde,66327-54-6,perfuming,1-ethyl-2-(1-phenylethyl)benzene
amylisoeugenol,10484-36-3,perfuming,"benzene, 2-methoxy-1-(pentyloxy)-4-(1-propenyl)-"
octene hydroformylated-distilled,68527-05-9,perfuming,octene hydroformylated-distilled
cotinus coggygria leaf extract,,antioxidant; astringent; humectant,cotinus coggygria leaf extract
pentapeptide-62,,antimicrobial; humectant; skin-conditioning; skin-protecting,pentapeptide-62
schinus molle fruit extract,94334-31-3,humectant; perfuming,schinus molle fruit extract
l-trimethyl-3-cyclohexene-1-methyl acetate,58206-95-4,perfuming,"alpha-terpinyl acetate, (-)-"
amylvinyl carbinol,3391-86-4,perfuming,1-octen-3-ol
sodium sulfite,7757-83-7,hair-waving-or-straightening; preservative,sodium sulfite
gamma-methylenedihydrocinnamyl acetate,7306-12-9,perfuming,3-phenyl-3-buten-1-yl acetate
lauryl diethylenediaminoglycine hcl,18205-85-1 / 36895-38-2,antimicrobial,lauryl diethylenediaminoglycine hcl
3-methyl-3-octanol,5340-36-3,perfuming,3-methyl-3-octanol
pelargonium roseum stem extract,90082-55-6,perfuming,pelargonium roseum stem extract
2-methoxy-4-methoxymethyl-phenol,5533-03-9,perfuming,2-methoxy-4-(methoxymethyl)phenol
propyl phenylacetate,4606-15-9,perfuming,3-(octadecanoyloxy)propanoic acid
bakuchiol,17015-60-0,antimicrobial,"4-(3,7-dimethyl-3-vinylocta-1,6-dien-1-yl)phenol"
propyl propionate,106-36-5,perfuming,propyl propionate
lanthanum chloride,10099-58-8,astringent,lanthanum chloride (lacl3)
bacillus/lactobacillus/monascus/rice bran extract/soybean extract ferment filtrate,,antimicrobial; antioxidant; depilatory,bacillus/lactobacillus/monascus/rice bran extract/soybean extract ferment filtrate
glycyrrhiza glabra root oil,84775-66-6,perfuming,"(2-bromo-4,5-diethoxyphenyl)acetonitrile"
hamamelis virginiana leaf water,84696-19-5,astringent; skin-conditioning,hamamelis virginiana leaf water
ribes nigrum fruit oil,68606-81-5,perfuming,ribes nigrum fruit oil
isobutyl angelate,7779-81-9,perfuming,2-methylpropyl 2-methylbut-2-enoate
glycerin,56-81-5,denaturant; hair-conditioning; humectant; oral-care; perfuming; skin-protecting; viscosity-controlling,glycerol
passiflora quadrangularis fruit juice,,astringent,passiflora quadrangularis fruit juice
acetaminosalol,118-57-0,antimicrobial; uv-absorber,acetaminosalol
o-methoxycinnamaldehyde,1504-74-1,perfuming,"2-propenal, 3-(2-methoxyphenyl)-"
dedm hydantoin,26850-24-8,antimicrobial,"1,3-bis(2-hydroxyethyl)-5,5-dimethyl-2,4-imidazolidinedione"
aluminum pca,59792-81-3,astringent; skin-conditioning,aluminum pca
t-butylphenyl imidazolylphenyl sulfonamide,,antioxidant; bleaching; skin-protecting,t-butylphenyl imidazolylphenyl sulfonamide
mentha cardiaca herb oil,91770-24-0,perfuming,mentha cardiaca herb oil
benzalkonium saccharinate,68989-01-5,antimicrobial; antistatic; deodorant; preservative; surfactant,myristalkonium saccharinate
1‚4-cyclohexanediol bis-ethylhexanoate,,bleaching,1‚4-cyclohexanediol bis-ethylhexanoate
rosa damascena callus culture conditioned media,,antimicrobial; antioxidant; antiseborrhoeic; hair-conditioning; skin-protecting,rosa damascena callus culture conditioned media
decahydro-hydroxy-vinyl-pentamethyl-1-naphthalenepropanol oxidized,70892-62-5,perfuming,1-(1-naphthyl)-1-propanol
silver carboxymethylalaninate,1632046-27-5,antiseborrhoeic,silver carboxymethylalaninate
phenylacetaldehyde dimethyl acetal,101-48-4,perfuming,phenyl acetaldehyde dimethyl acetal
myristica fragrans fruit oil,84082-68-8,perfuming,myristica fragrans fruit oil
eugenyl phenylacetate,10402-33-2,perfuming,eugenyl phenylacetate
lactobacillus/oryza sativa bran/saccharomyces/camellia sinensis leaf extract ferment,,antidandruff; antioxidant; bleaching; skin-conditioning,lactobacillus/oryza sativa bran/saccharomyces/camellia sinensis leaf extract ferment
pinacol,76-09-5,perfuming,pinacol
methoxytridecene,93981-59-0,perfuming,cid 3023166
commiphora schimperi gum extract,89997-88-6,perfuming,commiphora schimperi gum extract
fluorosalan,4776-06-1,antimicrobial,fluorophene
phenethyl isovalerate,140-26-1,perfuming,phenylethyl isovalerate
bursera bipinnata resin extract,,masking; perfuming,bursera bipinnata resin extract
2-methylbutanol,137-32-6,perfuming,2-methyl-1-butanol
carveol,99-48-9,perfuming,carveol
betula pubescens twig oil,91745-85-6,perfuming,betula pubescens twig oil
ethyl caprate,110-38-3,emollient; perfuming; skin-conditioning,ethyl caprate
2-furyl methyl ketone,1192-62-7,perfuming,2-acetylfuran
hydrolyzed beta maritima extract,,bleaching,hydrolyzed beta maritima extract
melilotus officinalis herb extract,84082-81-5,perfuming,melilotus officinalis herb extract
dimethylphenyl carbinol,617-94-7,perfuming,2-phenyl-2-propanol
cyclohexyl crotonate,31416-78-1,perfuming,"2-butenoic acid, cyclohexyl ester"
boletus edulis whole plant oil,84649-97-8,perfuming,boletus edulis whole plant oil
mentha suaveolens leaf extract,,astringent; skin-conditioning,mentha suaveolens leaf extract
dodecahydro-tetramethyl-epoxynaphthoxepin,57345-19-4,perfuming,"5h-3,5a-epoxynaphth[2,1-c]oxepin, dodecahydro-3,8,8,11a-tetramethyl-"
ficus carica fruit juice,90028-74-3,astringent,ficus carica fruit juice
perillic acid,23635-14-5,preservative,perillic acid
cistus ladaniferus leaf/stem water extract,,astringent,cistus ladaniferus leaf/stem water extract
brassica oleracea botrytis oil unsaponifiables,91771-39-0 / 223749-36-8,antiseborrhoeic; emollient; hair-conditioning; skin-conditioning,brassica oleracea botrytis oil unsaponifiables
rhinacanthus communis extract,,astringent,rhinacanthus communis extract
carpinus tschonoskii stem extract,,antioxidant; astringent; emollient; hair-conditioning,carpinus tschonoskii stem extract
galenia africana leaf/stem extract,,antidandruff; antimicrobial,galenia africana leaf/stem extract
didehydropinane,1330-16-1,perfuming,pinane
p-vinylphenol,2628-17-3,perfuming,4-vinylphenol
acetaldehyde ethyl cis-3-hexenyl acetal,28069-74-1,perfuming,1-(1-ethoxyethoxy)hex-3-ene
cymbopogon martini motia herb oil,91722-54-2,perfuming,cymbopogon martini motia herb oil
colloidal gold,7440-57-5,antimicrobial; skin-conditioning,gold
tetramethylcyclohexene-1-propanol,3293-47-8,perfuming,dihydro-beta-ionol
myristic acid,544-63-8,cleansing; emulsifying; perfuming,myristic acid
tetrahydrogeranial,5988-91-0,perfuming,"3,7-dimethyloctanal"
tussilago farfara flower extract,84625-50-3,astringent; emollient,tussilago farfara flower extract
bacillus/monascus/equisetum arvense leaf/soybean seed ferment filtrate,,antimicrobial; antioxidant; antiplaque; emollient; hair-conditioning; humectant; oral-care,bacillus/monascus/equisetum arvense leaf/soybean seed ferment filtrate
allyl cyclohexylpropionate,2705-87-5,perfuming,allyl cyclohexanepropionate
beta-pinen-3-ol,5947-36-4,perfuming,"(1s,5s)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol"
cedrenone,30960-39-5,perfuming,estrone glucoside
(magnolia officinalis/phellodendron amurense) bark/camellia japonica leaf/zingiber officinale root/citrus paradisi seed water,,antimicrobial; antioxidant; antiseborrhoeic; skin-conditioning,(magnolia officinalis/phellodendron amurense) bark/camellia japonica leaf/zingiber officinale root/citrus paradisi seed water
9-decenal,39770-05-3,perfuming,9-decenal
2-methylbutyl butyrate,51115-64-1,perfuming,isoamyl butyrate
taxus (media/cuspidata/brevifolia/baccata/canadensis) meristem cell culture conditioned media,,antimicrobial; antioxidant; skin-conditioning,taxus (media/cuspidata/brevifolia/baccata/canadensis) meristem cell culture conditioned media
nasturtium officinale flower/leaf/stem extract,84775-70-2,perfuming; skin-conditioning,nasturtium officinale flower/leaf/stem extract
methylbenzyl acetate,93-92-5 / 29759-11-3,masking; perfuming,methylbenzyl acetate
phenethyl salicylate,87-22-9,perfuming,phenethyl salicylate
tetramethyldecenedione,13851-07-5,bleaching; chelating,"3,4-heptanedione"
hexahydro-tetramethyl-methanonaphthalene-8-methyl formate,61826-52-6,perfuming,"2h-2,4a-methanonaphthalene-8-methanol, 1,3,4,5,6,7-hexahydro-1,1,5,5-tetramethyl-, 8-formate, (2s,4ar)-"
erythrina variegata flower water,,humectant; masking; perfuming; skin-conditioning,erythrina variegata flower water
melaleuca leucadendron cajuputi leaf oil,85480-37-1,perfuming,melaleuca leucadendron cajuputi leaf oil
aluminum sulfate,10043-01-3,antiperspirant; astringent; deodorant,aluminum sulfate
citrus sinensis valencia peel oil expressed,97766-30-8,perfuming,citrus sinensis valencia peel oil expressed
tetrahydro-methyl-methylpropenyl-pyran,4610-11-1,perfuming,"rose oxide, cis-(+)-"
sodium caproyl/lauroyl lactylate,13557-74-9/13557-75-0,antidandruff; antimicrobial; cleansing; emulsifying; surfactant,sodium caproyl/lauroyl lactylate
tricaprylin,538-23-8,masking; perfuming; skin-conditioning,tricaprylin
eucalyptus parvula leaf water,,astringent; deodorant; flavouring,eucalyptus parvula leaf water
potassium sorbate,24634-61-5 / 590-00-1,preservative,potassium sorbate
tetrahydro-methyl-methylene-phenyl-pyran,30310-41-9,perfuming,"1,7-dioxa-4,10-diazacyclododecane"
3-ethyl-2‚5-dimethylpyrazine,13360-65-1,perfuming,"3-ethyl-2,5-dimethylpyrazine"
citrus paradisi peel extract,8016-20-4,perfuming; skin-conditioning,1-methyl-4-prop-1-en-2-ylcyclohexene
commiphora myrrha gum oil,84929-26-0,perfuming,commiphora myrrha gum oil
levisticum officinale leaf oil,84837-06-9,perfuming,levisticum officinale leaf oil
hexylresorcinol,136-77-6,antimicrobial,hexylresorcinol
trans-dimethylbicyclohept-2-ylidene-ethyl acetate,58437-69-7,perfuming,"2-(3,3-dimethylbicyclo[2.2.1]heptan-2-ylidene)ethyl acetate"
ethaneperoxoic acid/aluminum isoproxide/trimethyl-cyclododecatriene,111850-00-1,perfuming,ethaneperoxoic acid/aluminum isoproxide/trimethyl-cyclododecatriene
santalum album wood oil,84787-70-2,perfuming,"(1,1'-biphenyl)-4,4'-dicarboxylic acid"
cinnamomum camphora gum extract,92201-50-8 / 8022-91-1 / 8008-51-3,astringent; skin-conditioning,cinnamomum camphora gum extract
ethylene dodecanedioate,54982-83-1,masking; perfuming,ethylene dodecanedioate
trimethylbicyclo-3-heptylacrylonitrile,68804-00-2,perfuming,"3-(4,7,7-trimethylbicyclo[4.1.0]heptan-3-yl)prop-2-enenitrile"
methyl dimethylbicycloheptane-carboxylate,52557-97-8,perfuming,"bicyclo[2.2.1]heptane-2-carboxylic acid, 3,3-dimethyl-, methyl ester"
6-ethyl-3-methyloct-5-enol,26330-64-3,perfuming,"5-octen-1-ol, 6-ethyl-3-methyl-"
isoamyl allylglycolate,67634-00-8,masking; perfuming,allyl amyl glycolate
undecylenic acid,112-38-9,cleansing; emulsifying; preservative; surfactant,undecylenic acid
disodium tetramethylhexadecenyl succinoyl cysteine,,antimicrobial; antiseborrhoeic; reducing; skin-conditioning; skin-protecting,disodium tetramethylhexadecenyl succinoyl cysteine
hydrolyzed banana fruit,,astringent; skin-protecting,hydrolyzed banana fruit
chlorophene,120-32-1,antimicrobial; preservative,chlorophene
cupressus sempervirens leaf oil,84696-07-1,masking; perfuming; skin-conditioning,cupressus sempervirens leaf oil
kephalis,36306-87-3,perfuming,"4-(1-ethoxyvinyl)-3,3,5,5-tetramethylcyclohexanone"
phenethyl cinnamate,103-53-7,perfuming,cinnamic acid phenethyl ester
kluyveromyces/lactobacillus/nelumbo nucifera seed oil ferment filtrate,,antioxidant; bleaching; skin-conditioning; skin-protecting,kluyveromyces/lactobacillus/nelumbo nucifera seed oil ferment filtrate
benzalkonium cetyl phosphate,,antimicrobial; deodorant,benzalkonium cetyl phosphate
lauroyl sh-oligopeptide-76,,antimicrobial; antiseborrhoeic,lauroyl sh-oligopeptide-76
cymbopogon martini motia herb extract,91722-54-2,perfuming,cymbopogon martini motia herb extract
human anti-propionibacterium acnes monoclonal antibody,,antiseborrhoeic,human anti-propionibacterium acnes monoclonal antibody
resveratryl tris-ethylhexanoate,,antioxidant; bleaching; skin-conditioning,resveratryl tris-ethylhexanoate
dihydrocitronellylethyl ether,22810-10-2,perfuming,"citronellyl ethyl ether, (+-)-"
peg-5 dedm hydantoin,68130-12-1,antimicrobial,"2-(4-chlorophenyl)(1,2,4)triazolo(5,1-a)isoquinoline"
cyclododecyl formate,59052-82-3,perfuming,"2-propenoic acid, 2-methyl-, 1,1'-(1-(chloromethyl)-1,2-ethanediyl) ester"
tranexamoyl dipeptide-23,,bleaching,tranexamoyl dipeptide-23
hexenyl tiglate,84060-80-0,perfuming,hex-3-en-1-yl 2-methylbut-2-enoate
2‚4-dimethylbenzylacetate,62346-96-7,perfuming,"benzenemethanol, 2,4-dimethyl-, 1-acetate"
5-isopropyl-2-methylanisole,6379-73-3,perfuming,carvacryl methyl ether
hydrolyzed mulberry fruit,90064-11-2,astringent; skin-protecting,hydrolyzed mulberry fruit
2-methoxyphenol/2‚2-dimethyl-3-methylenebicyclo-heptane hydrogenated,70955-71-4,perfuming,isobornyl cyclohexanol
avena sativa leaf extract,84012-26-0,astringent,avena sativa leaf extract
phenyl mercuric bromide,1192-89-8,preservative,phenyl mercuric bromide
backhousia citriodora leaf extract,84775-80-4,astringent; skin-conditioning,backhousia citriodora leaf extract
dimethylcyclohexyl methyl ketone,25304-14-7,perfuming,"1-(3,3-dimethylcyclohexyl)ethanone"
geranium macrorrhizum herb extract,92347-05-2,perfuming,geranium macrorrhizum herb extract
7-ethylbicyclooxazolidine,7747-35-5,preservative,oxazolidine-e
2-heptylfuran,3777-71-7,perfuming,2-heptylfuran
isobutyl methylaminobenzoate,65505-24-0,perfuming,isobutyl n-methylanthranilate
ethyl stearate,111-61-5,emollient; perfuming,ethyl stearate
oenothera biennis flower extract,90028-66-3,astringent,water
camellia japonica phytoplacenta extract,,antimicrobial; hair-conditioning; humectant; skin-conditioning,camellia japonica phytoplacenta extract
p-menthanyl acetate,58985-18-5,perfuming,dihydroterpinyl acetate
cyclohexyl isovalerate,7774-44-9,perfuming,2-[[1-(3-acetylsulfanyl-2-methyl-propanoyl)pyrrolidine-2-carbonyl]amino]-3-phenyl-propanoic acid
myristica fragrans aril oil,84082-68-8,perfuming,myristica fragrans aril oil
ocimum basilicum herb extract,84775-71-3,perfuming,ocimum basilicum herb extract
ethyl trans-3‚7-dimethylocta-2‚6-dienoate,32659-21-5,perfuming,"ethyl 3,7-dimethylocta-2,6-dienoate"
pentamethyl-spirobicycloheptane-dioxane,121251-67-0,perfuming,spirambrene
calcium salicylate,824-35-1,preservative,calcium;2-hydroxybenzoate
damnacanthus major callus extract,,antimicrobial; antioxidant; humectant; skin-protecting,damnacanthus major callus extract
glyceryl rosinate,65997-13-9 / 8050-31-5,film-forming; perfuming,glyceryl rosinate
alpinia zerumbet seed extract,,antimicrobial; antioxidant,alpinia zerumbet seed extract
octyldodecanol,5333-42-6,emollient; masking; perfuming,2-octyldodecanol
m-tolyl phenylacetate,122-27-0,perfuming,3-tolyl phenylacetate
amylcyclopentenone,25564-22-1,perfuming,"2-cyclopenten-1-one, 2-pentyl-"
2‚4-diethylphenyl methyl ketone,52191-01-2,perfuming,"1-(2,4-diethylphenyl)ethan-1-one"
isopropyl-methylbicyclooctene-carbaldehyde,67890-79-3,perfuming,octyltriethoxysilane
eucalyptus dives leaf oil,90028-48-1,perfuming,eucalyptus dives leaf oil
ethyl 2-acetyloctanoate,29214-60-6,perfuming,ethyl 2-acetyloctanoate
undecanoic acid,112-37-8,antiseborrhoeic; cleansing; emulsifying; masking; surfactant,undecanoic acid
butyl formate,592-84-7,perfuming,butyl formate
thioctamidoethyl dimethylamine maleate,865661-00-3,antimicrobial; antioxidant; bleaching; skin-conditioning,(z)-but-2-enedioic acid;n-[2-(dimethylamino)ethyl]-5-(dithiolan-3-yl)pentanamide
thymus capitatus herb oil,90131-59-2,perfuming,thymus capitatus herb oil
geranyl isobutyrate,2345-26-8,perfuming,"propanoic acid, 2-methyl-, (2e)-3,7-dimethyl-2,6-octadienyl ester"
kluyveromyces/lactobacillus/phaseolus angularis seed oil ferment filtrate,,antioxidant; astringent; hair-conditioning; skin-conditioning,kluyveromyces/lactobacillus/phaseolus angularis seed oil ferment filtrate
epoxypinane,6931-54-0,perfuming,"(1r,2s,5s)-7,7-dimethylspiro(bicyclo(3.1.1)heptane-2,2'-oxirane)"
aluminum dichlorohydrex peg,242812-79-9,antiperspirant; astringent; deodorant,aluminum dichlorohydrex peg
5-melozol,13380-89-7,perfuming,"octahydro-4,7-methano-1h-inden-5-ol"
potassium methoxysalicylate,152312-71-5,bleaching,potassium methoxysalicylate
3‚6-dimethyl-3-cyclohexene-1-carbaldehyde,67801-65-4,perfuming,"3,6-dimethyl-3-cyclohexene carboxaldehyde"
sh-oligopeptide-87,,antiseborrhoeic; hair-conditioning,sh-oligopeptide-87
honey cocoates,,antiseborrhoeic; film-forming; skin-conditioning,honey cocoates
copaifera reticulata balsam oil acetylated,94266-43-0,perfuming,copaifera reticulata balsam oil acetylated
pyrus cydonia fruit juice,90106-03-9,astringent; tonic,pyrus cydonia fruit juice
hydrolyzed aspergillus/ginseng extract ferment,,antioxidant; bleaching,hydrolyzed aspergillus/ginseng extract ferment
citrus clementina peel oil,,flavouring; masking; perfuming; skin-conditioning,citrus clementina peel oil
quercus robur root extract,71011-28-4,astringent,quercus robur root extract
hexahydro-methanoinden-6-yl pivalate,68039-44-1,perfuming,"propanoic acid, 2,2-dimethyl-, 3a,4,5,6,7,7a-hexahydro-4,7-methano-1h-inden-6-yl ester"
hexamethylindanopyran,1222-05-5,masking; perfuming,galaxolide
2-methylpropanol,78-83-1,perfuming,isobutanol
aluminum zirconium trichlorohydrex gly,134375-99-8,antiperspirant; astringent; deodorant,aluminum
phenylmethylpentanal,55066-49-4,masking; perfuming,phenylmethylpentanal
cis-methoxy-dimethyloctadiene,2565-83-5,perfuming,"1-methoxy-3,7-dimethyl-2,6-octadiene"
trimethyl-2-decene-6‚8-dione,13851-06-4,perfuming,"8-decene-3,5-dione, 4,6,9-trimethyl-"
selenicereus monacanthus bud extract,,antioxidant; bleaching; skin-conditioning; skin-protecting,selenicereus monacanthus bud extract
calendula officinalis flower water,84776-23-8,flavouring; masking; perfuming,calendula officinalis flower water
impatiens capensis extract,,astringent; skin-conditioning,impatiens capensis extract
decyl vinyl ether,765-05-9,perfuming,"decane, 1-(ethenyloxy)-"
