inci_name,cas_no,function,substance
TRIMETHYL-7-OXABICYCLOHEPTYL)-3-BUTEN-2-ONE,23267-57-4,perfuming,
PHENYLETHYLIDENE-BIS-INDOLE,67801-37-0,perfuming,
2-ACETYLHYDROQUINONE,490-78-8,antioxidant; bleaching; skin-conditioning,
SODIUM DEHYDROACETATE,4418-26-2,preservative,
SODIUM METHYLPARABEN,5026-62-0,preservative,
8-ISOPROPYL-6-METHYLBICYCLOOCTENE-2-CARBALDEHYDE,67845-30-1,perfuming,
BENZOXONIUM CHLORIDE,19379-90-9,antimicrobial,
CETRIMONIUM BROMIDE,57-09-0,antimicrobial; antistatic; emulsifying; preservative; surfactant,
PINUS PUMILIO BRANCH/LEAF OIL,97676-05-6,masking; perfuming,
TRANS,3016-19-1,perfuming,
PROPYL BUTYRATE,105-66-8,perfuming,
ARALIA CONTINENTALIS CALLUS CULTURE EXTRACT,,antimicrobial; astringent; skin-conditioning; skin-protecting,
3-METHYL-5-PHENYLPENTANENITRILE,54089-83-7,perfuming,
GAULTHERIA PROCUMBENS LEAF OIL,90045-28-6,masking; perfuming,
APIUM GRAVEOLENS LEAF OIL,89997-35-3,perfuming,
ETHYL 2‚6,35044-57-6,perfuming,
DICHLORO-M-XYLENOL,133-53-9 / 30581-95-4,antimicrobial; deodorant,
ARNICA MONTANA FLOWER OIL,68990-11-4,perfuming,
ISOBUTYL-METHOXYPYRAZINE,24683-00-9,perfuming,
BAROSMA BETULINA LEAF EXTRACT,84649-93-4,perfuming; skin-conditioning,
CANARIUM LUZONICUM GUM EXTRACT,,perfuming,
P-METHOXYPROPIOPHENONE,121-97-1,perfuming,
BUTYLOXEPANONE,5579-78-2,perfuming,
VETIVERYL ACETATE,117-98-6 / 62563-80-8,perfuming,
BOSWELLIA CARTERII GUM OIL,89957-98-2,perfuming,
PROPIONIC ACID,79-09-4,preservative,
TRICAPRIN,621-71-6,masking; perfuming; skin-conditioning,
CITRONELLYL BUTYRATE,141-16-2,perfuming,
ETHYL CYCLOHEXYLACETATE,5452-75-5,perfuming,
GAMMA-TERPINENE,99-85-4,perfuming,
LIMONENE,138-86-3,deodorant; perfuming; solvent,
METHYL 3-OXO-PENTENYL-CYCLOPENTANEACETATE,39924-52-2,perfuming,
TARAXACUM BRACHYCERAS CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,
ACANTHOPANAX SESSILIFLORUS CALLUS EXTRACT,,antimicrobial; hair-conditioning; humectant; skin-conditioning,
PHEOPHORBIDE A AMIDO PEG-45 AMIDO DISTEAROYL GLYCEROPHOSPHOETHANE,,antimicrobial; antioxidant; antiseborrhoeic,
METHYL PROPYL DIKETONE,3848-24-6,perfuming,
METHYLSPIROBICYCLOHEPTANE-DIOXANE,87641-24-5,perfuming,
PELARGONIUM CRISPUM LEAF EXTRACT,90082-46-5,perfuming,
ARTEMISIA ANNUA CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning; skin-protecting,
DIETHYLDIMETHYLCYCLOHEXENONE,68845-36-3,perfuming,
DIETHOXYNONADIENE,67674-36-6,masking; perfuming,
TEA-UNDECYLENATE,84471-25-0,cleansing; preservative; surfactant,
NEROLIDYL ACETATE,56001-43-5,perfuming,
COCOALKONIUM CHLORIDE,61789-71-7,antistatic; hair-conditioning; preservative,
CYPERUS SCARIOSUS ROOT OIL,91771-62-9,perfuming,
OCTYL ACETATE/MONOMETHYL ACETATE,68683-25-0,perfuming,
TRANS-ROSE KETONE-5,39872-57-6,perfuming,
EUPHORBIA CERIFERA CERA,8006-44-8,astringent; emulsion-stabilising; film-forming; perfuming; skin-conditioning; viscosity-controlling,
ALPHA-ISOMETHYL IONONE,127-51-5,perfuming; skin-conditioning,
ORIGANUM VULGARE FLOWER EXTRACT,84012-24-8,antiseborrhoeic; masking; oral-care; refreshing,
SALICYLALDEHYDE,90-02-8,perfuming,
HYDROXYPHENYL GLYCINAMIDE,7228-00-4,antiseborrhoeic; hair-conditioning,
VANILLOSMOPSIS ERYTHROPAPPA FLOWER/LEAF OIL,,masking; perfuming; skin-conditioning,
CANANGA ODORATA FLOWER EXTRACT,83863-30-3,perfuming; skin-conditioning,
3‚5-DIMETHYL-3-CYCLOHEXENE-1-METHYL ACETATE,67634-25-7,perfuming,
ISOAMYL VALERATE,2050-09-1,perfuming,
METHYL-METHYLENE-TRICYCLODECAN-OLACETATE,122760-85-4,perfuming,
ISOPROPYLMETHYLHEXENOL,40853-53-0,perfuming,
4-TERT-BUTYLCYCLOHEXYL ACETATE,32210-23-4,perfuming,
OCTYL ISOBUTYRATE,109-15-9,perfuming,
ALUMINUM CHLOROHYDREX PEG,242812-76-6,antiperspirant; astringent; deodorant,
PHENETHYL 2-METHYLBUTYRATE,24817-51-4,perfuming,
METHYLCYCLOHEXENYL BUTANOL,15760-18-6,masking; perfuming,
ETHYL 2-METHYLPENT-4-ENOATE,53399-81-8,perfuming,
SODIUM SORBATE,7757-81-5,preservative,
ASPERGILLUS/GELATIN/RICE FERMENT FILTRATE,,antioxidant; bleaching; emollient; skin-conditioning,
CYCLOHEXANOL,108-93-0,perfuming,
HEXYL OCTANOATE,1117-55-1,perfuming,
CIS-TETRAHYDRO-6-PENT-2-ENYL-PYRAN-2-ONE,25524-95-2,perfuming,
2‚6-DIMETHYL-4-HEPTANOL,108-82-7,perfuming,
ETHYLHEXANAL,123-05-7,perfuming,
BOESENBERGIA PANDURATA RHIZOME EXTRACT,,antidandruff; antimicrobial; antioxidant; bleaching; deodorant; emollient; hair-conditioning; humectant; oral-care,
SALICYLIC ACID,69-72-7,antidandruff; hair-conditioning; keratolytic; masking; preservative; skin-conditioning,
TRANS-TRIMETHYLUNDECADIENOL,58001-88-0,perfuming,
SAPINDUS EMARGINATUS FRUIT/SUCROSE FERMENT FILTRATE,,perfuming,
HEXYL ACETATE,142-92-7,flavouring; masking; perfuming,
PINUS PALUSTRIS TWIG LEAF EXTRACT,97435-14-8,perfuming,
ROSA INDICA FLOWER EXTRACT,97281-55-5,antioxidant; flavouring; masking; perfuming,
2-METHYL-2-BUTENOL,4675-87-0,perfuming,
CITRONELLYL FORMATE,105-85-1,perfuming,
ARTEMISIA PALLENS HERB EXTRACT,91844-86-9,perfuming,
GALLOYL NONAPEPTIDE-11,,antiseborrhoeic; skin-protecting,
EUPHRASIA OFFICINALIS FLOWER/LEAF/STEM WATER,84625-36-5,flavouring; masking; perfuming,
ADAMANTANYLAMINO DIHYDROXYPROPIOPHENONE,,antioxidant; bleaching; skin-protecting,
DIETHYL MALATE,7554-12-3,perfuming,
ANTHOXANTHUM ODORATUM EXTRACT,89957-44-8,perfuming,
CYMBOPOGON NARDUS HERB EXTRACT/ ACETONE,94333-69-4,perfuming,
CORIANDRUM SATIVUM HERB OIL,84775-50-8,perfuming,
METHOXYCHALCONE,959-33-1,antioxidant; bleaching; skin-conditioning,
HEXAHYDRO-TETRAMETHYL-EPOXY-METHANOAZULENE,67710-71-8,perfuming,
CARUM PETROSELINUM SEED OIL,84012-33-9 / 8000-68-8,masking; perfuming; skin-conditioning,
MONASCUS/DIOSCOREA JAPONICA ROOT FERMENT EXTRACT FILTRATE,,antimicrobial; skin-conditioning,
METHYL OCTADECATRIENOATE,301-00-8,perfuming,
HEXAHYDRO-METHANOINDEN-6-OL,3385-61-3,perfuming,
SAMBUCUS NIGRA FRUIT JUICE,84603-58-7,astringent; skin-conditioning,
HYDROXYCITRONELLOL,107-74-4,perfuming,
ETHYL VANILLATE,617-05-0,perfuming,
BICYCLOPENTYLYL BUTENOATE,68039-73-6,perfuming,
METHOXYCYCLODODECANE,2986-54-1,perfuming,
METHYLPARABEN,99-76-3,preservative,
ZINC GLYCINATE SALICYLATE,,antidandruff; antimicrobial; skin-conditioning,
SACCHAROMYCES/CAMELLIA SINENSIS LEAF/GANODERMA LUCIDUM/PANAX GINSENG ROOT FERMENT FILTRATE,,antioxidant; astringent; bleaching; skin-protecting,
4-METHYL-1-OXASPIRO-4-UNDECANOL,57094-40-3,perfuming,
CARVONE,6485-40-1 / 99-49-0 / 2244-16-8,flavouring; masking; perfuming,
CRYPTOCARYA CRASSINERVIA BARK OIL,,antimicrobial; masking,
PROPIONALDEHYDE,123-38-6,perfuming,
SODIUM LAURYL DIETHYLENEDIAMINOGLYCINATE,,antimicrobial; cleansing; emulsifying; surfactant,
ERGOSTEROL ENDOPEROXIDE,2061-64-5,bleaching; humectant; skin-conditioning,
5-PHENYLHEX-4-EN-2-ONE,35151-11-2,perfuming,
ACETALDEHYDE DIPROPYL ACETAL,105-82-8,perfuming,
CIS-DIHYDROCARVONE,20777-49-5,perfuming,
CITRUS GRANDIS PEEL POWDER,90045-43-5 / 8016-20-4,absorbent; perfuming,
GERANYL FORMATE,105-86-2,perfuming,
EUCALYPTUS RADIATA FLOWER/LEAF/STEM EXTRACT,92201-64-4,perfuming; skin-conditioning,
SH-HEPTAPEPTIDE-18,,antioxidant; antiseborrhoeic; skin-protecting,
METHYL ROSINATE,68186-14-1,film-forming; perfuming; skin-conditioning,
BENZYLCARBAMATO CINNAMIDOISOPENTYL DIPEPTIDE-38 AMIDE,,antiseborrhoeic; film-forming,
DENDROBIUM MONILIFORME LEAF/STEM EXTRACT,,bleaching,
BIS-RETINAMIDO METHYLPENTANE,,antimicrobial; antioxidant; emollient; skin-conditioning; skin-protecting,
PHASEOLUS VULGARIS CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
RUBUS PARVIFOLIUS FRUIT EXTRACT,,astringent; skin-conditioning,
HYDROGENATED PALMTRIMONIUM CHLORIDE,,antistatic; hair-conditioning; preservative,
LAVANDULA INTERMEDIA FLOWER/LEAF/STEM WATER,922623-76-2,masking; perfuming,
SODIUM PROPYLPARABEN,35285-69-9,preservative,
CAPRYLYLOXYPHENYLAMINO DIMETHYLTETRAHYDRO BENZOTHIAZINE CARBOXYLIC ACID,1629023-01-3,antioxidant; preservative; skin-protecting,
NONANE,111-84-2,perfuming,
CITRUS GRANDIS FRUIT WATER,90045-43-5 / 8016-20-4,masking; perfuming; skin-conditioning,
MAGNOLIA OBOVATA FRUIT EXTRACT,,bleaching,
RHODINYL ISOVALERATE,7778-96-3,perfuming,
SORBIC ACID,110-44-1,preservative,
P-CRESYL ISOVALERATE,55066-56-3,perfuming,
DIHYDROANETHOLE,104-45-0,perfuming,
ARTEMISIA PALLENS FLOWER OIL,91844-86-9 / 8016-03-3,masking; perfuming,
HYDROLYZED CHITOSAN FERULYL LINOLEATE,,antimicrobial; antioxidant; antiseborrhoeic; emulsion-stabilising; skin-conditioning,
METHYL 3-NONENOATE,13481-87-3,perfuming,
COGNAC OIL GREEN,8016-21-5,perfuming,
JUNIPERUS MEXICANA WOOD EXTRACT EPOXIDIZED,99811-75-3,perfuming,
OCTAHYDRO-PENTAMETHYL-INDENE,33704-60-8,perfuming,
CYMBOPOGON MARTINI SOFIA HERB EXTRACT,92704-07-9,perfuming,
PHENETHYL 2-ETHYLBUTYRATE,6315-04-4,perfuming,
2‚3-DIMETHYL-4-(2‚6,71850-78-7,perfuming,
MYRTUS COMMUNIS STEM EXTRAXT,84082-67-7,perfuming,
TRIS(N-HYDROXYPROPYL) HEXAHYDROTRIAZINE,25254-50-6,antimicrobial,
THYMUS VULGARIS FLOWER/LEAF/STEM WATER,84929-51-1,masking; perfuming,
ZINC ISOMERIZED LINOLEATE HYDROXIDE,,hair-conditioning; masking; perfuming; skin-conditioning; skin-protecting; uv-absorber,
DOCOSAHEXENOIC/DOCOSAPENTENOIC/OLEIC/PALMITIC TRIGLYCERIDE,,bleaching; skin-conditioning; skin-protecting,
2‚5-DIMETHYLPYRAZINE,123-32-0,perfuming,
ROSMARINUS OFFICINALIS FLOWER OIL,84604-14-8,perfuming,
CISTUS LADANIFERUS LEAF EXTRACT,89997-74-0,perfuming,
2-HEXYLIDENECYCLOPENTANONE,17373-89-6,perfuming,
CINNAMYL ISOBUTYRATE,103-59-3,perfuming,
ASCORBYL LACTOSIDE,,antioxidant; bleaching,
BENZYL ISOAMYL ETHER,122-73-6,perfuming,
MYROXYLON BALSAMUM PEREIRAE BALSAM EXTRACT,8007-00-9,perfuming,
ACETYLISOPROPYLTETRAMETHYLINDANE,68140-48-7,perfuming,
METHYL METHYLVALERATE,2412-80-8,perfuming,
MYRISTYL THEOBROMA GRANDIFLORUM SEEDATE,,bleaching; emollient; skin-conditioning,
PETROSELINUM CRISPUM LEAF OIL,84012-33-9,masking; perfuming,
ARTEMISIA CAPILLARIS FLOWER/LEAF/STEM WATER,223747-93-1,flavouring; masking; perfuming; skin-conditioning,
3-METHYLPENTAN-1-OL,589-35-5,perfuming,
TRISODIUM ASCORBYL HEXYLDECANOATE PHOSPHATE,635681-25-3,antioxidant; antiseborrhoeic; bleaching; humectant; surfactant,
OCTANAL ETHYLENEGLYCOL CYCLIC ACETAL,4359-57-3,perfuming,
AEROPYRUM/SOYBEAN FERMENT FILTRATE,,antiseborrhoeic; emollient; skin-conditioning; skin-protecting,
VIOLACEIN,548-54-9,antimicrobial; antioxidant; cosmetic-colorant,
5‚5,3407-42-9,perfuming,
HEXAHYDRO-METHANOINDENYL PROPIONATE,68912-13-0,perfuming,
ETHYL TIGLATE,55514-48-2 / 5837-78-5,perfuming,
ETHYL ANTHRANILATE,87-25-2,perfuming,
IMPATIENS BALSAMINA FLOWER/LEAF/STEM EXTRACT,90045-84-4,astringent; masking,
2‚4-HEXADIENOL,111-28-4,perfuming,
LITSEA CUBEBA FRUIT EXTRACT HYDROGENATED,92457-16-4,perfuming,
ALEURITES MOLUCCANUS EXTRACT,,astringent,
TRIACETIN,102-76-1,antimicrobial; film-forming; masking; plasticiser; solvent,
MELOZOL FORMATE,68039-78-1,perfuming,
ISOAMYL SALICYLATE,87-20-7,perfuming,
DECAHYDRO-TRIMETHYL-BETA-NAPHTHYL ACETATE,24238-95-7,perfuming,
ROSA DAMASCENA FLOWER WATER EXTRACT,,antioxidant; astringent,
M-TERT-BUTYLPHENYL ISOBUTYRALDEHYDE,62518-65-4,perfuming,
C10 ALKYL ACETATE,68478-36-4,perfuming,
SODIUM/ALUMINUM/IRON/SULFATE/OXALATE/HYDROXIDE,,antimicrobial; chelating; deodorant; humectant; opacifying,
HAMAMELIS VIRGINIANA BARK/TWIG EXTRACT,84696-19-5,astringent; skin-conditioning,
CEDRYL ACETATE,77-54-3,perfuming,
METHYL NONYL KETONE,112-12-9,perfuming,
5-NONEN-2-ONE,27039-84-5,perfuming,
METHYL TIGLATE,6622-76-0,perfuming,
JASMINUM OFFICINALE FLOWER/LEAF EXTRACT,90045-94-6,masking; moisturising; perfuming; skin-conditioning; soothing,
MYRISTYL CARPOTROCHE BRASILIENSIS SEEDATE,,bleaching; emollient,
PARIS VERTICILLATA LEAF EXTRACT,,antimicrobial,
THYMUS MASTICHINA HERB OIL,84837-14-9,perfuming,
POTASSIUM ALUM,10043-67-1 / 7784-24-9,astringent,
10-UNDECENYL ACETATE,112-19-6,perfuming,
OLIGOPEPTIDE-100 AMIDE,,antimicrobial; antioxidant; antiseborrhoeic; skin-protecting,
BUTYROPHENONE,495-40-9,perfuming,
THUJA PLICATA STEM OIL,94334-32-4,perfuming,
ETHYL LAEVULINATE,539-88-8,perfuming,
TIGLIC ACID,80-59-1,perfuming,
HYDROXYCITRONELLAL METHYL ANTHRANILATE,89-43-0,perfuming,
CICLOPIROX OLAMINE,41621-49-2,antidandruff; antimicrobial,
9-DECENYL PROPIONATE,68480-06-8,perfuming,
2-ETHYLPENTYL-1‚3-DIOXOLANE,4359-47-1,perfuming,
CETALKONIUM CHLORIDE,122-18-9,antimicrobial; antistatic; preservative,
ISOPROPYL-1-OXASPIRODECANONE,4625-90-5,perfuming,
ETHYL 2-METHOXYBENZYL ETHER,64988-06-3,perfuming,
CANARIUM LUZONICUM GUM OIL,,perfuming,
SALVIA SCLAREA FLOWER/LEAF/STEM WATER,84775-83-7,masking; perfuming,
ETHYL OLEATE,111-62-6,emollient; perfuming,
SACCHAROMYCES/LILIUM CANDIDUM CALLUS EXTRACT FERMENT EXTRACT FILTRATE,,antimicrobial; antioxidant; humectant; skin-conditioning; skin-protecting,
6-METHOXY-2‚6-DIMETHYLHEPTANAL,62439-41-2,perfuming,
ISOAMYL ISOBUTYRATE,2050-01-3,perfuming,
PICHIA/R-LEUCOSPORIDIUM POLYPEPTIDE-1 CONDITIONED MEDIA,,antimicrobial; antioxidant; antiseborrhoeic; hair-conditioning; skin-protecting,
2-ISOPENTENYL PHENETHYL ETHER,50638-95-4,perfuming,
1-HEXEN-3-OL,4798-44-1,perfuming,
COPAIFERA SPECIES RESIN EXTRACTS,9000-12-8,perfuming,
2-PHENYLPROPYLTETRAHYDROFURAN,3208-40-0,perfuming,
ETHYL METHYLPHENYLGLYCIDATE,77-83-8,perfuming; viscosity-controlling,
ALUMINUM DICHLOROHYDREX PG,245090-53-3,antiperspirant; astringent; deodorant,
PEGMATITE,,abrasive; absorbent; antimicrobial; bulking; skin-conditioning,
GLYCINE MAX CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning; skin-protecting,
HOMOLINALYL ACETATE,61931-80-4,perfuming,
GYNOSTEMMA PENTAPHYLLUM LEAF/STEM EXTRACT,,antioxidant; astringent; emollient; hair-conditioning,
OCTAHYDRO-5‚5-DIMETHYLNAPHTHALENE-2-CARBALDEHYDE,68738-96-5 / 68991-96-8,perfuming,
UNDECANAL,112-44-7,perfuming,
SH-OCTAPEPTIDE-3,,bleaching,
PELARGONIUM GRAVEOLENS STEM LEAF EXTRACT,90082-51-2,perfuming,
TETRAHYDRONAPHTHALENE-2-ETHANOL,5441-06-5,perfuming,
FUCUS VESICULOSUS THALLE OIL,84696-13-9,perfuming,
MYRISTICA FRAGRANS FRUIT EXTRACT,84082-68-8,perfuming,
NASTURTIUM OFFICINALE FLOWER EXTRACT,84775-70-2,perfuming,
METHYLHEPTENONE ISOMERS,409-02-9,perfuming,
SODIUM ISOPROPYLPARABEN,,preservative,
POTASSIUM SALICYLATE,578-36-9,preservative,
PINUS PINASTER BARK/BUD EXTRACT,90082-75-0,antidandruff; antimicrobial; antioxidant; oral-care; skin-conditioning; uv-absorber,
TERT-BUTYL ISOPENTANETHIOATE,2432-91-9,perfuming,
VIVERRA CIVETTA,68916-26-7,perfuming,
CITRUS BERGAMIA PEEL OIL EXPRESSED,89957-91-5,perfuming,
BUTYL ETHYL KETONE,106-35-4,perfuming,
CINNAMYL FORMATE,104-65-4,perfuming,
BENZYL OCTANOATE,10276-85-4,perfuming,
ARTEMISIA DRACUNCULUS HERB EXTRACT,90131-45-6,perfuming,
SODIUM BUTYLPARABEN,36457-20-2,preservative,
CHRYSANTHAL,39067-39-5,perfuming,
ATRACTYLODES CHINENSIS RHIZOME EXTRACT,,astringent,
HEXAHYDROMETHOXY-METHANOINDENE,53018-24-9,perfuming,
FERULA GALBANIFLUA GUM EXTRACT,93165-40-3 / 68916-24-5,antimicrobial; perfuming; tonic,
HYDROLYZED NYMPHAEA TETRAGONA EXTRACT,,antioxidant; bleaching; skin-conditioning,
PNA-1 CARBOXYETHYL FLUORENE,,astringent; humectant; skin-conditioning,
SULFORAPHANE,,bleaching; skin-protecting,
GAMMA-CAPROLACTONE,695-06-7,masking; perfuming,
MAGNESIUM SALICYLATE,18917-89-0,preservative,
HYALURONIC ACID/POLYGLUTAMIC ACID CROSSPOLYMER,,antioxidant; antiseborrhoeic; humectant; skin-conditioning; skin-protecting,
NICOTINOYL PEG-4 ETHYLASCORBYL SUCCINATE,,antioxidant; antiseborrhoeic; hair-conditioning,
AZELAOYL OCTAPEPTIDE-9,,antimicrobial; antiseborrhoeic; skin-protecting,
MANGANESE GLYCEROPHOSPHATE,143007-66-3,astringent,
RHEIN,478-43-3,antimicrobial,
ROSA ODORATA EXTRACT,97676-09-0,astringent; humectant,
CISTUS LADANIFERUS LEAF OIL,89997-74-0,perfuming,
LEPTACTINA SENEGAMBICA FLOWER EXTRACT,94334-14-2,perfuming,
2-METHYLBUTANE-2-THIOL,1679-09-0,perfuming,
3‚6-DIMETHYL-3-VINYLHEPT-5-EN-2-OL,85136-10-3,perfuming,
KUSHENOLS/KURARINONE,,antioxidant; bleaching,
CUMINUM CYMINUM FRUIT EXTRACT,84775-51-9,perfuming,
AMYL CINNAMAL,122-40-7,perfuming,
3‚6-DIMETHYL-3-OCTANOL,151-19-9,perfuming,
PINUS SPECIES TWIG LEAF OIL,94266-48-5,perfuming,
TERT-BUTYLHYDROQUINONE DIMETHYLETHER,21112-37-8,perfuming,
LEVISTICUM OFFICINALE ROOT EXTRACT,84837-06-9,masking; perfuming; skin-conditioning,
ROSA ALBA FLOWER EXTRACT,93334-48-6,emollient; perfuming,
ACORUS CALAMUS ROOT OIL,84775-39-3,perfuming,
CITRUS SINENSIS PEEL OIL EXPRESSED,97766-30-8 / 8028-48-6,perfuming,
FARNESENE,502-61-4 -a-- / 18794-84-8 -b--,masking; perfuming,
CISTUS LADANIFERUS TWIG EXTRACT,89997-74-0,perfuming,
XYLITYL CAPRATE/CAPRYLATE,2127407-61-6,antimicrobial; emulsion-stabilising; humectant; preservative; skin-conditioning,
FUCUS CRISPUS THALLE EXTRACT,95009-46-4,perfuming,
HEXAHYDRO-TRIMETHYL-METHANOAZULENE-6-CARBALDEHYDE,28387-62-4,perfuming,
MAGNESIUM LACTATE,18917-93-6,buffering; keratolytic; skin-conditioning,
BETA,6784-13-0,perfuming,
TRICYCLODECYLIDENE BUTANAL,30168-23-1,perfuming,
ALPINIA SPECIOSA FLOWER/LEAF/STEM WATER,,antimicrobial; emollient; skin-conditioning,
HEPTANAL DIMETHYLACETAL,10032-05-0,perfuming,
ACETYLBENZOFURAN,1646-26-0,masking; perfuming,
ACACIA SALIGNA LEAF EXTRACT,,astringent; skin-conditioning,
PELARGONIUM ROSEUM STEM OIL,90082-55-6,perfuming,
ARTOCARPUS HETEROPHYLLUS SEED EXTRACT,93333-78-9,bleaching,
4-METHYLPENT-3-EN-2-ONE,141-79-7,perfuming,
METHYL CYCLOPENTYLIDENEACETATE,40203-73-4,perfuming,
2-ETHYL-1‚3,18368-91-7,perfuming,
CITRUS BERGAMIA MELAROSA LEAF OIL,92704-01-3,perfuming,
GERMANIUM DIOXIDE,1310-53-8,antimicrobial,
PENTADECANE,629-62-9,perfuming,
ACETOPHENONE ETHYLENEGLYCOL CYCLIC ACETAL,4362-22-5,perfuming,
AR-ISOPROPYLPHENYLACETALDEHYDE,1335-44-0,perfuming,
METHOXY-METHYLBUTANETHIOL,94087-83-9,perfuming,
SODIUM TUNGSTATE ANTIMONATE,,antimicrobial; chelating; stabilising,
METHOXYPHENYL-METHYLBUTANONE,67828-19-7,perfuming,
CYCLOPENTANONE TERT-BUTYLETHYLENE GLYCOL CYCLIC ACETAL,78649-62-4,perfuming,
CITROL,624-15-7,perfuming,
IMPATIENS CAPENSIS LEAF EXTRACT,,astringent; skin-conditioning,
TRIMETHYLCYCLOHEXYLACETYL-CYCLOPENTANONE,84642-57-9,perfuming,
HEXYL BUTYRATE,2639-63-6,perfuming,
SALVIA LAVANDULIFOLIA HERB EXTRACT,90106-49-3,perfuming,
THUJOPSIS DOLABRATA WOOD EXTRACT,91722-39-3,perfuming,
HYPOXIS AUREA ROOT EXTRACT,,bleaching; skin-conditioning,
SACCHARUM OFFICINARUM FERMENT EXTRACT,91770-72-8,astringent; tonic,
CIS-2-METHYL-4-PROPYL-1‚3-OXATHIANE,59323-76-1,perfuming,
LIATRIS ODORATISSIMA LEAF EXTRACT,68602-86-8,perfuming; skin-conditioning,
ALUMINUM SESQUICHLOROHYDREX PEG,242812-86-8,antiperspirant; astringent; deodorant,
TETRAHYDROISOOCIMENOL,18479-57-7,perfuming,
NARCISSUS JONQUILLA FLOWER OIL,90064-25-8,flavouring; masking; perfuming,
METHYL-METHYLCYCLOHEXENYL-HEPTADIENE,17627-44-0,perfuming,
HEXADECA-6‚10‚14-TRIEN-3-OL,70851-60-4,perfuming,
N-BUTYL ALCOHOL,71-36-3,denaturant; perfuming; solvent,
HEXENYL-TETRAHYDRO-PYRANONE,68959-28-4,perfuming,
SALVIA HISPANICA HERB OIL,93384-40-8,perfuming,
CINNAMYL CINNAMATE,122-69-0,perfuming,
FRAGARIA VESCA LEAF EXTRACT,84929-78-2,astringent; skin-conditioning,
PHENOXYETHANOL,122-99-6,preservative,
2‚4-DIMETHYLHEPTA-2‚2-DIENAL,85136-08-9,perfuming,
ANIBA ROSAEODORA WOOD OIL,8015-77-8,astringent; masking; perfuming; skin-conditioning; tonic,
HABERLEA RHODOPENSIS CALLUS EXTRACT,,antimicrobial; antioxidant; humectant; skin-conditioning; skin-protecting,
EUCALYPTUS DUNNII LEAF EXTRACT,,astringent; hair-conditioning; masking; skin-conditioning,
DIMETHYLBENZYL CARBINYL ACETATE,151-05-3,perfuming,
JUNIPERUS OXYCEDRUS WOOD EXTRACT,90046-02-9,perfuming; skin-conditioning,
MORPHOLINOMETHYLPHENYL HYDROXYPHENYLAMINO THIENOPYRIDINE,1228102-01-9,bleaching; skin-conditioning; skin-protecting,
MAGNESIUM LITHOSPERMATE B,122021-74-3,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,
2-METHYL-3-(1‚7,128119-70-0,perfuming,
OXYRIA DIGYNA CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,
FRAGARIA VESCA JUICE,84929-78-2,astringent; skin-conditioning,
BACILLUS/MONASCUS/CAPSELLA BURSA-PASTORIS LEAF/RICE BRAN FERMENT FILTRATE,,antimicrobial; antioxidant; emollient; skin-conditioning,
METHYL-METHYLTHIOPYRAZINE,2882-20-4,perfuming,
VALERALDEHYDE,110-62-3,perfuming,
ROSA MOSCHATA OIL,,astringent; emollient; masking; tonic,
HYSSOPUS OFFICINALIS HERB EXTRACT,84603-66-7,perfuming,
STREPTOCOCCUS THERMOPHILUS/LACTOBACILLUS/BIFIDOBACTERIUM/LICORICE ROOT EXTRACT FERMENT FILTRATE,,antimicrobial; antioxidant; astringent; emollient; skin-conditioning,
JUNIPERUS COMMUNIS FRUIT EXTRACT,84603-69-0,perfuming; skin-conditioning,
DIETHYL MALONATE,105-53-3,perfuming,
DIMETHYLBENZYL CARBINOL,100-86-7,perfuming,
ISOHEXENYL CYCLOPENTENYL CARBALDEHYDE,37677-14-8,perfuming,
ETHYL MYRISTATE,124-06-1,emollient; masking; perfuming; skin-conditioning,
LAVANDULA SPICA HERB OIL,97722-12-8,perfuming,
GAMMA-METHYLDECALACTONE,7011-83-8,perfuming,
THIMEROSAL,54-64-8,preservative,
BUTYL 2-METHYLBUTYRATE,15706-73-7,perfuming,
OZONIZED TURPENTINE,,antimicrobial; oxidising; skin-conditioning,
TRIMETHYLDECENEDIONE,13851-06-4,bleaching; chelating,
ISOPROPYL CRESOLS,3228-02-2,preservative,
ILLICIUM VERUM FRUIT WATER,84650-59-9,masking; perfuming,
ISOAMYL FORMATE,110-45-2,perfuming,
4-ETHYL-GAMMA-OCTALACTONE,68188-98-7,perfuming,
PINANAL,473-54-1,perfuming,
ETHYL LINALOOL,10339-55-6,masking; perfuming,
PELARGONIUM ROSEUM LEAF OIL,90082-55-6,perfuming,
OLIVE OIL/POMEGRANATE FRUIT FERMENT FILTRATE,84961-57-9,antimicrobial; antioxidant; antiseborrhoeic,
C11-15-ISOALKANES,90622-58-5,perfuming,
BROMELAIN,9001-00-7 / 37189-34-7,keratolytic; skin-conditioning,
METHYLOCTENYL ACETATE,66008-66-0,perfuming,
P-CRESYLOXYACETALDEHYDE DIMETHYL ACETAL,6324-78-3,perfuming,
