inci_name,cas_no,function,substance
CITRUS LIMON LEAF EXTRACT,84929-31-7,perfuming,
HYDROLYZED THEOBROMA GRANDIFLORUM FRUIT,394236-97-6,astringent; skin-protecting,
RHODINYL PROPIONATE,105-89-5,perfuming,
BUTYL TIGLATE,7785-66-2,perfuming,
P-CRESYL PROPIONATE,7495-84-3,perfuming,
LAGERSTROEMIA INDICA PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; skin-conditioning; skin-protecting,
7-METHYL-3-METHYLENE-1‚6-OCTADIENE HYDROCARBONS,90480-40-3,perfuming,
SORBITYL DIMONIUM ANISATE,2097714-04-8,antimicrobial; buffering; flavouring,
CANNABIS SATIVA FLOWER/LEAF/STEM EXTRACT,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,
HEXAMIDINE,3811-75-4,preservative,
P-ANISYL ACETATE,104-21-2,perfuming,
METHYL ISOVALERATE,556-24-1,perfuming,
ZINC UNDECYLENATE,30773-48-9 / 557-08-4,anticaking; antimicrobial; opacifying,
JASMINUM SAMBAC FLOWER WATER,91770-14-8,perfuming; skin-conditioning,
CLOTRIMAZOLE,23593-75-1,antidandruff; antimicrobial,
CONVALLARIA MAJALIS CALLUS CULTURE EXTRACT,,antimicrobial; skin-conditioning; skin-protecting,
ARTEMISIA PRINCEPS LEAF/TRITICUM VULGARE BRAN EXTRACT,223747-95-3,antimicrobial; antioxidant; antiplaque; antiseborrhoeic; skin-protecting,
HYDROLYZED CODONOPSIS PILOSULA ROOT EXTRACT,,bleaching; humectant,
DIETHYLBENZENE,25340-17-4,perfuming,
2-CARENYL METHYL KETONE,3608-11-5,perfuming,
ISOBORNYL ISOVALERATE,7779-73-9,perfuming,
2‚6-DIMETHYL-4-HEPTANONE,108-83-8,perfuming,
MENTHA PIPERITA HERB EXTRACT,84082-70-2,perfuming,
DIBUTYL SULPHIDE,544-40-1,perfuming,
ISOBERGAMATE,68683-20-5,perfuming,
COUMAROYL TRIPEPTIDE-1,,antioxidant; bleaching; skin-protecting,
HEXAMETHYLINDAN-5-ETHANOL,1217-08-9,perfuming,
CEDRENYL ACETATE,1405-92-1,perfuming,
2-TERT-BUTYLCYCLOHEXANONE,1728-46-7,perfuming,
AMYLCINNAMYL ACETATE,7493-78-9,perfuming,
SALVIA OFFICINALIS FLOWER/LEAF/STEM WATER,84082-79-1,masking; perfuming,
DIPROPYL KETONE,123-19-3,perfuming,
CYCLOPENTADECENONE,35720-57-1,perfuming,
METHYL P-ANISATE,121-98-2,perfuming,
CIS-3-HEXENYL HEXANOATE,31501-11-8,perfuming,
ISOAMYL CROTONATE,25415-77-4,perfuming,
TAGETES PATULA FLOWER OIL,91722-29-1 / 8016-84-0,perfuming,
ETHYL HEPTANOATE,106-30-9,perfuming,
BETULA PENDULA TWIG OIL,85940-29-0,perfuming,
TRIMETHYLTRICYCLODODECANYL ACETATE,57082-24-3,perfuming,
HEXAHYDRO-TETRAMETHYL-METHANONAPHTHALENE-8-METHYL ACETATE,61826-56-0,perfuming,
P-ETHYLPHENETOLE,1585-06-4,perfuming,
CETYL RICINOLEATE BENZOATE,199277-63-9,antimicrobial; skin-conditioning,
SACCHAROMYCES/(LAVENDER/ROSEMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
UNDECENAL/CYANO-ACETATIC ACID,124358-45-8,perfuming,
THYMUS MASTICHINA HERB EXTRACT,84837-14-9,perfuming,
CARUM CARVI FRUIT EXTRACT,85940-31-4,perfuming,
BORNYL ISOVALERATE,59672-05-8,perfuming,
DIHYDRO-ALPHA-METHYL ALPHA-IONONE,68480-17-1,perfuming,
ALUMINUM DICHLOROHYDRATE,10284-64-7,antiperspirant; astringent; deodorant,
CYCLAMEN ALDEHYDE / METHYL ANTHRANILATE SCHIFF BASE,91-50-9,perfuming,
7-HYDROXY-3‚7-DIMETHYL-OCTANAL/INDOLE,68908-82-7,perfuming,
JUNIPERUS COMMUNIS WOOD OIL,84603-69-0,perfuming,
HYDROLYZED CINNAMOMUM CASSIA BARK EXTRACT,,antimicrobial; antioxidant; bleaching,
CAPRYLYL BUTYRATE,110-39-4,masking; perfuming; skin-conditioning,
LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,92623-76-2,perfuming,
PINUS NIGRA TWIG LEAF EXTRACT,90082-74-9,perfuming,
ROSMARINUS OFFICINALIS PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; humectant; skin-protecting,
PEG-15 DEDM HYDANTOIN STEARATE,,antimicrobial,
TETRAMETHYLHEXADEC-2-ENYL ACETATE,10236-16-5,perfuming,
CERA ALBA,8012-89-3,emollient; emulsifying; film-forming; perfuming,
TRANS-DIHYDROPSEUDOIONYL ACETATE,3239-35-8,perfuming,
TETRADECANE,629-59-4,perfuming,
HEXYL HEXANOATE,6378-65-0,perfuming,
OCTAHYDRO-TETRAMETHYLCYCLOPROPANAPHTHALENONE,25966-79-4,perfuming,
ISONONYL PROPIONATE,65155-45-5,perfuming,
D-TRIMETHYL-3-CYCLOHEXENE-1-METHYL ACETATE,7785-54-8,perfuming,
CINNAMALDEHYDE DIMETHYL ACETAL,4364-06-1,perfuming,
SALVIA OFFICINALIS LAVANDULIFOLIA HERB EXTRACT,97952-71-1,perfuming,
METHOXYTRIMETHYLHEPTANOL,41890-92-0,masking; perfuming,
CURCUMA ZEDOARIA ROOT OIL,84961-49-9,perfuming; skin-conditioning,
SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,97952-71-1,perfuming,
SAURURUS CHINENSIS LEAF/ROOT EXTRACT,,antimicrobial; antioxidant; astringent; emollient; skin-conditioning; skin-protecting,
TRIMETHOXYBENZYL ACETYLSINAPATE,1469299-98-6,bleaching,
GLABRIDIN,59870-68-7,bleaching,
LAVANDULA SPICA HERB EXTRACT,97722-12-8,perfuming,
POTENTILLA CHINENSIS PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; skin-conditioning,
HEXANAL DIETHYL ACETAL,3658-93-3,perfuming,
PIMENTA RACEMOSA LEAF/FRUIT OIL,85085-61-6,perfuming,
TETRAMETHRIN,7696-12-0,antimicrobial,
NYMPHAEA GIGANTEA FLOWER EXTRACT,,antioxidant; hair-conditioning; masking; perfuming; skin-protecting,
SILVER MAGNESIUM ALUMINUM PHOSPHATE,,antimicrobial; bulking,
LAURALKONIUM CHLORIDE,139-07-1,antistatic; preservative,
PINUS PALUSTRIS OIL,8002-09-3,masking; perfuming,
IRITONE,67801-38-1,perfuming,
WRIGHTIA TINCTORIA LEAF OIL,,antidandruff; antimicrobial; hair-conditioning,
METHYL METHYLPENTYLIDENE-AMINOBENZOATE,50607-64-2,perfuming,
CITRUS AURANTIFOLIA FLOWER EXTRACT,90063-52-8,astringent; skin-conditioning,
MORUS BOMBYCIS LEAF/ROOT EXTRACT,,astringent; skin-conditioning,
ANHYDROXYLITYL LACTATE,,antimicrobial; preservative; solvent; surfactant,
BUTYLPARABEN,94-26-8,masking; preservative,
LINDERA ERYTHROCARPA PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,
LAURTRIMONIUM BROMIDE,1119-94-4,antistatic; hair-conditioning; preservative,
TRIMETHYL-2-CYCLOHEXENE-1‚4-DIONE,1125-21-9,perfuming,
DECANAL DIMETHYL ACETAL,7779-41-1,perfuming,
LIQUIDAMBAR STYRACIFLUA OIL,8046-19-3 / 94891-28-8,masking; perfuming,
AMYL ETHYL KETONE,106-68-3,perfuming,
POLIANTHES TUBEROSA FLOWER OIL,94334-35-7,perfuming,
LEONTOPODIUM ALPINUM CALLUS POWDER,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,
POLYGONUM FAGOPYRUM CALLUS CULTURE EXTRACT,89958-09-8,absorbent; antimicrobial; antioxidant; humectant; skin-conditioning,
CYMBOPOGON MARTINI HERB OIL,84649-81-0,perfuming,
3-ISOPENTENYL ISOVALERATE,54410-94-5,perfuming,
VERBENA OFFICINALIS FLOWER/LEAF WATER,84961-67-1,flavouring; masking; perfuming; skin-conditioning,
HEPTYL ACETATE,112-06-1,perfuming,
BACKHOUSIA CITRIODORA LEAF OIL,84775-80-4,masking; perfuming,
CYCLOHEXANEDIOL BIS-METHYLCROTONATE,,bleaching,
HEXADECANE,544-76-3,perfuming,
ALUMINUM ZIRCONIUM PENTACHLOROHYDRATE,98106-54-8,antiperspirant; astringent; deodorant,
ETHYL HYDROXYPYRONE,4940-11-8,masking; perfuming,
2-HEPTANOL,543-49-7,perfuming,
DECYL PROPIONATE,5454-19-3,perfuming,
RAPONTICIN GLUCOSIDE,,antioxidant; bleaching; skin-conditioning,
ANETHUM GRAVEOLENS HERB OIL,90028-03-8 / 8006-75-5,perfuming,
SH-POLYPEPTIDE-61,1637217-80-1,astringent; skin-conditioning; skin-protecting,
HEXAHYDRO-TETRAMETHYL-METHANOAZULEN-5-ONE,13794-73-5,perfuming,
STYRAX BENZOIN RESIN OIL,84929-79-3 / 84696-18-4,perfuming,
LAVANDULA ANGUSTIFOLIA FLOWER/LEAF/STEM JUICE,90063-37-9 / 84776-65-8,flavouring; masking; oral-care; perfuming; skin-conditioning,
SD ALCOHOL 31-A,,astringent; solvent; viscosity-controlling,
JUNIPERUS MEXICANA WOOD OIL,91722-61-1,perfuming,
METHYL HYDROXYPHENYLBUTYLAMINOBENZOATE,144761-91-1,perfuming,
CYSTEINYL TRIPEPTIDE-35,,antioxidant; antiseborrhoeic; chelating; skin-protecting,
TRICHLOROMETHYL PHENYL CARBINYL ACETATE,90-17-5,perfuming,
DECYLOXAZOLIDINONE,7693-82-5,antimicrobial; emollient; plasticiser; skin-conditioning; surfactant,
RUSCUS ACULEATUS ROOT EXTRACT,84012-38-4,astringent; refreshing; skin-conditioning; soothing; stabilising; tonic,
PINUS LAURICIO LEAF OIL,,flavouring; masking; perfuming,
MYRICA GALE LEAF WATER,,astringent; humectant; masking; perfuming,
CITRUS GRANDIS SEED OIL,90045-43-5 / 8016-20-4,emollient; perfuming; skin-conditioning,
D-TRIMETHYL-3-CYCLOPENTENE-1-ACETALDEHYDE,4501-58-0,perfuming,
LAURYL ACETATE,112-66-3,perfuming,
GERANYL LINALOOL,1113-21-9,perfuming,
EUCALYPTUS CINEREA LEAF WATER,98143-66-9,astringent; deodorant; flavouring; masking,
RHUS SEMIALATA LEAF EXTRACT,,antifoaming; antimicrobial; astringent; emollient; hair-conditioning,
CITRUS RETICULATA LEAF OIL,8008-31-9 / 8014-17-3,masking; perfuming; skin-conditioning,
CANANGA ODORATA LEAF OIL,83863-30-3 / 8006-81-3 / 68606-83-7,masking; perfuming,
POGOSTEMON CABLIN LEAF/STEM EXTRACT,84238-39-1,antidandruff; antimicrobial; antioxidant; astringent; skin-protecting,
AFRAMOMUM ANGUSTIFOLIUM LEAF OIL,,antimicrobial; antioxidant; flavouring; masking; perfuming,
2-METHYLBUTYRIC ACID,116-53-0,perfuming,
ETHYL BUTYRATE,105-54-4,perfuming,
GINKGO BILOBA MERISTEM CELL CULTURE CONDITIONED MEDIA,,antimicrobial; antioxidant; skin-conditioning,
GERANYL ISOVALERATE,109-20-6,perfuming,
CRYPTOCOCCUS/FILOBASIDIELLA/GRAPE EXTRACT FERMENT LEES,,antimicrobial,
PSEUDOZYMA TSUKUBAENSIS/OLIVE OIL/GLYCERIN/SOY PROTEIN FERMENT,,antimicrobial; emollient; emulsifying,
OXALIS HEDYSAROIDES CALLUS CULTURE EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,
1-NONEN-3-OL,21964-44-3,perfuming,
ETHYL ISOVALERATE,108-64-5,perfuming,
SHOREA ROBUSTA LEAF EXTRACT,91770-61-5,astringent,
CINNAMYL ALCOHOL,104-54-1,flavouring; perfuming,
VERNALDEHYDE,66327-54-6,perfuming,
AMYLISOEUGENOL,10484-36-3,perfuming,
OCTENE HYDROFORMYLATED-DISTILLED,68527-05-9,perfuming,
COTINUS COGGYGRIA LEAF EXTRACT,,antioxidant; astringent; humectant,
PENTAPEPTIDE-62,,antimicrobial; humectant; skin-conditioning; skin-protecting,
SCHINUS MOLLE FRUIT EXTRACT,94334-31-3,humectant; perfuming,
L-TRIMETHYL-3-CYCLOHEXENE-1-METHYL ACETATE,58206-95-4,perfuming,
AMYLVINYL CARBINOL,3391-86-4,perfuming,
SODIUM SULFITE,7757-83-7,hair-waving-or-straightening; preservative,
GAMMA-METHYLENEDIHYDROCINNAMYL ACETATE,7306-12-9,perfuming,
LAURYL DIETHYLENEDIAMINOGLYCINE HCL,18205-85-1 / 36895-38-2,antimicrobial,
3-METHYL-3-OCTANOL,5340-36-3,perfuming,
PELARGONIUM ROSEUM STEM EXTRACT,90082-55-6,perfuming,
2-METHOXY-4-METHOXYMETHYL-PHENOL,5533-03-9,perfuming,
PROPYL PHENYLACETATE,4606-15-9,perfuming,
BAKUCHIOL,17015-60-0,antimicrobial,
PROPYL PROPIONATE,106-36-5,perfuming,
LANTHANUM CHLORIDE,10099-58-8,astringent,
BACILLUS/LACTOBACILLUS/MONASCUS/RICE BRAN EXTRACT/SOYBEAN EXTRACT FERMENT FILTRATE,,antimicrobial; antioxidant; depilatory,
GLYCYRRHIZA GLABRA ROOT OIL,84775-66-6,perfuming,
HAMAMELIS VIRGINIANA LEAF WATER,84696-19-5,astringent; skin-conditioning,
RIBES NIGRUM FRUIT OIL,68606-81-5,perfuming,
ISOBUTYL ANGELATE,7779-81-9,perfuming,
GLYCERIN,56-81-5,denaturant; hair-conditioning; humectant; oral-care; perfuming; skin-protecting; viscosity-controlling,
PASSIFLORA QUADRANGULARIS FRUIT JUICE,,astringent,
ACETAMINOSALOL,118-57-0,antimicrobial; uv-absorber,
O-METHOXYCINNAMALDEHYDE,1504-74-1,perfuming,
DEDM HYDANTOIN,26850-24-8,antimicrobial,
ALUMINUM PCA,59792-81-3,astringent; skin-conditioning,
T-BUTYLPHENYL IMIDAZOLYLPHENYL SULFONAMIDE,,antioxidant; bleaching; skin-protecting,
MENTHA CARDIACA HERB OIL,91770-24-0,perfuming,
BENZALKONIUM SACCHARINATE,68989-01-5,antimicrobial; antistatic; deodorant; preservative; surfactant,
1‚4-CYCLOHEXANEDIOL BIS-ETHYLHEXANOATE,,bleaching,
ROSA DAMASCENA CALLUS CULTURE CONDITIONED MEDIA,,antimicrobial; antioxidant; antiseborrhoeic; hair-conditioning; skin-protecting,
DECAHYDRO-HYDROXY-VINYL-PENTAMETHYL-1-NAPHTHALENEPROPANOL OXIDIZED,70892-62-5,perfuming,
SILVER CARBOXYMETHYLALANINATE,1632046-27-5,antiseborrhoeic,
PHENYLACETALDEHYDE DIMETHYL ACETAL,101-48-4,perfuming,
MYRISTICA FRAGRANS FRUIT OIL,84082-68-8,perfuming,
EUGENYL PHENYLACETATE,10402-33-2,perfuming,
LACTOBACILLUS/ORYZA SATIVA BRAN/SACCHAROMYCES/CAMELLIA SINENSIS LEAF EXTRACT FERMENT,,antidandruff; antioxidant; bleaching; skin-conditioning,
PINACOL,76-09-5,perfuming,
METHOXYTRIDECENE,93981-59-0,perfuming,
COMMIPHORA SCHIMPERI GUM EXTRACT,89997-88-6,perfuming,
FLUOROSALAN,4776-06-1,antimicrobial,
PHENETHYL ISOVALERATE,140-26-1,perfuming,
BURSERA BIPINNATA RESIN EXTRACT,,masking; perfuming,
2-METHYLBUTANOL,137-32-6,perfuming,
CARVEOL,99-48-9,perfuming,
BETULA PUBESCENS TWIG OIL,91745-85-6,perfuming,
ETHYL CAPRATE,110-38-3,emollient; perfuming; skin-conditioning,
2-FURYL METHYL KETONE,1192-62-7,perfuming,
HYDROLYZED BETA MARITIMA EXTRACT,,bleaching,
MELILOTUS OFFICINALIS HERB EXTRACT,84082-81-5,perfuming,
DIMETHYLPHENYL CARBINOL,617-94-7,perfuming,
CYCLOHEXYL CROTONATE,31416-78-1,perfuming,
BOLETUS EDULIS WHOLE PLANT OIL,84649-97-8,perfuming,
MENTHA SUAVEOLENS LEAF EXTRACT,,astringent; skin-conditioning,
DODECAHYDRO-TETRAMETHYL-EPOXYNAPHTHOXEPIN,57345-19-4,perfuming,
FICUS CARICA FRUIT JUICE,90028-74-3,astringent,
PERILLIC ACID,23635-14-5,preservative,
CISTUS LADANIFERUS LEAF/STEM WATER EXTRACT,,astringent,
BRASSICA OLERACEA BOTRYTIS OIL UNSAPONIFIABLES,91771-39-0 / 223749-36-8,antiseborrhoeic; emollient; hair-conditioning; skin-conditioning,
RHINACANTHUS COMMUNIS EXTRACT,,astringent,
CARPINUS TSCHONOSKII STEM EXTRACT,,antioxidant; astringent; emollient; hair-conditioning,
GALENIA AFRICANA LEAF/STEM EXTRACT,,antidandruff; antimicrobial,
DIDEHYDROPINANE,1330-16-1,perfuming,
P-VINYLPHENOL,2628-17-3,perfuming,
ACETALDEHYDE ETHYL CIS-3-HEXENYL ACETAL,28069-74-1,perfuming,
CYMBOPOGON MARTINI MOTIA HERB OIL,91722-54-2,perfuming,
COLLOIDAL GOLD,7440-57-5,antimicrobial; skin-conditioning,
TETRAMETHYLCYCLOHEXENE-1-PROPANOL,3293-47-8,perfuming,
MYRISTIC ACID,544-63-8,cleansing; emulsifying; perfuming,
TETRAHYDROGERANIAL,5988-91-0,perfuming,
TUSSILAGO FARFARA FLOWER EXTRACT,84625-50-3,astringent; emollient,
BACILLUS/MONASCUS/EQUISETUM ARVENSE LEAF/SOYBEAN SEED FERMENT FILTRATE,,antimicrobial; antioxidant; antiplaque; emollient; hair-conditioning; humectant; oral-care,
ALLYL CYCLOHEXYLPROPIONATE,2705-87-5,perfuming,
BETA-PINEN-3-OL,5947-36-4,perfuming,
CEDRENONE,30960-39-5,perfuming,
(MAGNOLIA OFFICINALIS/PHELLODENDRON AMURENSE) BARK/CAMELLIA JAPONICA LEAF/ZINGIBER OFFICINALE ROOT/CITRUS PARADISI SEED WATER,,antimicrobial; antioxidant; antiseborrhoeic; skin-conditioning,
9-DECENAL,39770-05-3,perfuming,
2-METHYLBUTYL BUTYRATE,51115-64-1,perfuming,
TAXUS (MEDIA/CUSPIDATA/BREVIFOLIA/BACCATA/CANADENSIS) MERISTEM CELL CULTURE CONDITIONED MEDIA,,antimicrobial; antioxidant; skin-conditioning,
NASTURTIUM OFFICINALE FLOWER/LEAF/STEM EXTRACT,84775-70-2,perfuming; skin-conditioning,
METHYLBENZYL ACETATE,93-92-5 / 29759-11-3,masking; perfuming,
PHENETHYL SALICYLATE,87-22-9,perfuming,
TETRAMETHYLDECENEDIONE,13851-07-5,bleaching; chelating,
HEXAHYDRO-TETRAMETHYL-METHANONAPHTHALENE-8-METHYL FORMATE,61826-52-6,perfuming,
ERYTHRINA VARIEGATA FLOWER WATER,,humectant; masking; perfuming; skin-conditioning,
MELALEUCA LEUCADENDRON CAJUPUTI LEAF OIL,85480-37-1,perfuming,
ALUMINUM SULFATE,10043-01-3,antiperspirant; astringent; deodorant,
CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,97766-30-8,perfuming,
TETRAHYDRO-METHYL-METHYLPROPENYL-PYRAN,4610-11-1,perfuming,
SODIUM CAPROYL/LAUROYL LACTYLATE,13557-74-9/13557-75-0,antidandruff; antimicrobial; cleansing; emulsifying; surfactant,
TRICAPRYLIN,538-23-8,masking; perfuming; skin-conditioning,
EUCALYPTUS PARVULA LEAF WATER,,astringent; deodorant; flavouring,
POTASSIUM SORBATE,24634-61-5 / 590-00-1,preservative,
TETRAHYDRO-METHYL-METHYLENE-PHENYL-PYRAN,30310-41-9,perfuming,
3-ETHYL-2‚5-DIMETHYLPYRAZINE,13360-65-1,perfuming,
CITRUS PARADISI PEEL EXTRACT,8016-20-4,perfuming; skin-conditioning,
COMMIPHORA MYRRHA GUM OIL,84929-26-0,perfuming,
LEVISTICUM OFFICINALE LEAF OIL,84837-06-9,perfuming,
HEXYLRESORCINOL,136-77-6,antimicrobial,
TRANS-DIMETHYLBICYCLOHEPT-2-YLIDENE-ETHYL ACETATE,58437-69-7,perfuming,
ETHANEPEROXOIC ACID/ALUMINUM ISOPROXIDE/TRIMETHYL-CYCLODODECATRIENE,111850-00-1,perfuming,
SANTALUM ALBUM WOOD OIL,84787-70-2,perfuming,
CINNAMOMUM CAMPHORA GUM EXTRACT,92201-50-8 / 8022-91-1 / 8008-51-3,astringent; skin-conditioning,
ETHYLENE DODECANEDIOATE,54982-83-1,masking; perfuming,
TRIMETHYLBICYCLO-3-HEPTYLACRYLONITRILE,68804-00-2,perfuming,
METHYL DIMETHYLBICYCLOHEPTANE-CARBOXYLATE,52557-97-8,perfuming,
6-ETHYL-3-METHYLOCT-5-ENOL,26330-64-3,perfuming,
ISOAMYL ALLYLGLYCOLATE,67634-00-8,masking; perfuming,
UNDECYLENIC ACID,112-38-9,cleansing; emulsifying; preservative; surfactant,
DISODIUM TETRAMETHYLHEXADECENYL SUCCINOYL CYSTEINE,,antimicrobial; antiseborrhoeic; reducing; skin-conditioning; skin-protecting,
HYDROLYZED BANANA FRUIT,,astringent; skin-protecting,
CHLOROPHENE,120-32-1,antimicrobial; preservative,
CUPRESSUS SEMPERVIRENS LEAF OIL,84696-07-1,masking; perfuming; skin-conditioning,
KEPHALIS,36306-87-3,perfuming,
PHENETHYL CINNAMATE,103-53-7,perfuming,
KLUYVEROMYCES/LACTOBACILLUS/NELUMBO NUCIFERA SEED OIL FERMENT FILTRATE,,antioxidant; bleaching; skin-conditioning; skin-protecting,
BENZALKONIUM CETYL PHOSPHATE,,antimicrobial; deodorant,
LAUROYL SH-OLIGOPEPTIDE-76,,antimicrobial; antiseborrhoeic,
CYMBOPOGON MARTINI MOTIA HERB EXTRACT,91722-54-2,perfuming,
HUMAN ANTI-PROPIONIBACTERIUM ACNES MONOCLONAL ANTIBODY,,antiseborrhoeic,
RESVERATRYL TRIS-ETHYLHEXANOATE,,antioxidant; bleaching; skin-conditioning,
DIHYDROCITRONELLYLETHYL ETHER,22810-10-2,perfuming,
PEG-5 DEDM HYDANTOIN,68130-12-1,antimicrobial,
CYCLODODECYL FORMATE,59052-82-3,perfuming,
TRANEXAMOYL DIPEPTIDE-23,,bleaching,
HEXENYL TIGLATE,84060-80-0,perfuming,
2‚4-DIMETHYLBENZYLACETATE,62346-96-7,perfuming,
5-ISOPROPYL-2-METHYLANISOLE,6379-73-3,perfuming,
HYDROLYZED MULBERRY FRUIT,90064-11-2,astringent; skin-protecting,
2-METHOXYPHENOL/2‚2-DIMETHYL-3-METHYLENEBICYCLO-HEPTANE HYDROGENATED,70955-71-4,perfuming,
AVENA SATIVA LEAF EXTRACT,84012-26-0,astringent,
PHENYL MERCURIC BROMIDE,1192-89-8,preservative,
BACKHOUSIA CITRIODORA LEAF EXTRACT,84775-80-4,astringent; skin-conditioning,
DIMETHYLCYCLOHEXYL METHYL KETONE,25304-14-7,perfuming,
GERANIUM MACRORRHIZUM HERB EXTRACT,92347-05-2,perfuming,
7-ETHYLBICYCLOOXAZOLIDINE,7747-35-5,preservative,
2-HEPTYLFURAN,3777-71-7,perfuming,
ISOBUTYL METHYLAMINOBENZOATE,65505-24-0,perfuming,
ETHYL STEARATE,111-61-5,emollient; perfuming,
OENOTHERA BIENNIS FLOWER EXTRACT,90028-66-3,astringent,
CAMELLIA JAPONICA PHYTOPLACENTA EXTRACT,,antimicrobial; hair-conditioning; humectant; skin-conditioning,
P-MENTHANYL ACETATE,58985-18-5,perfuming,
CYCLOHEXYL ISOVALERATE,7774-44-9,perfuming,
MYRISTICA FRAGRANS ARIL OIL,84082-68-8,perfuming,
OCIMUM BASILICUM HERB EXTRACT,84775-71-3,perfuming,
ETHYL TRANS-3‚7-DIMETHYLOCTA-2‚6-DIENOATE,32659-21-5,perfuming,
PENTAMETHYL-SPIROBICYCLOHEPTANE-DIOXANE,121251-67-0,perfuming,
CALCIUM SALICYLATE,824-35-1,preservative,
DAMNACANTHUS MAJOR CALLUS EXTRACT,,antimicrobial; antioxidant; humectant; skin-protecting,
GLYCERYL ROSINATE,65997-13-9 / 8050-31-5,film-forming; perfuming,
ALPINIA ZERUMBET SEED EXTRACT,,antimicrobial; antioxidant,
OCTYLDODECANOL,5333-42-6,emollient; masking; perfuming,
M-TOLYL PHENYLACETATE,122-27-0,perfuming,
AMYLCYCLOPENTENONE,25564-22-1,perfuming,
2‚4-DIETHYLPHENYL METHYL KETONE,52191-01-2,perfuming,
ISOPROPYL-METHYLBICYCLOOCTENE-CARBALDEHYDE,67890-79-3,perfuming,
EUCALYPTUS DIVES LEAF OIL,90028-48-1,perfuming,
ETHYL 2-ACETYLOCTANOATE,29214-60-6,perfuming,
UNDECANOIC ACID,112-37-8,antiseborrhoeic; cleansing; emulsifying; masking; surfactant,
BUTYL FORMATE,592-84-7,perfuming,
THIOCTAMIDOETHYL DIMETHYLAMINE MALEATE,865661-00-3,antimicrobial; antioxidant; bleaching; skin-conditioning,
THYMUS CAPITATUS HERB OIL,90131-59-2,perfuming,
GERANYL ISOBUTYRATE,2345-26-8,perfuming,
KLUYVEROMYCES/LACTOBACILLUS/PHASEOLUS ANGULARIS SEED OIL FERMENT FILTRATE,,antioxidant; astringent; hair-conditioning; skin-conditioning,
EPOXYPINANE,6931-54-0,perfuming,
ALUMINUM DICHLOROHYDREX PEG,242812-79-9,antiperspirant; astringent; deodorant,
5-MELOZOL,13380-89-7,perfuming,
POTASSIUM METHOXYSALICYLATE,152312-71-5,bleaching,
3‚6-DIMETHYL-3-CYCLOHEXENE-1-CARBALDEHYDE,67801-65-4,perfuming,
SH-OLIGOPEPTIDE-87,,antiseborrhoeic; hair-conditioning,
HONEY COCOATES,,antiseborrhoeic; film-forming; skin-conditioning,
COPAIFERA RETICULATA BALSAM OIL ACETYLATED,94266-43-0,perfuming,
PYRUS CYDONIA FRUIT JUICE,90106-03-9,astringent; tonic,
HYDROLYZED ASPERGILLUS/GINSENG EXTRACT FERMENT,,antioxidant; bleaching,
CITRUS CLEMENTINA PEEL OIL,,flavouring; masking; perfuming; skin-conditioning,
QUERCUS ROBUR ROOT EXTRACT,71011-28-4,astringent,
HEXAHYDRO-METHANOINDEN-6-YL PIVALATE,68039-44-1,perfuming,
HEXAMETHYLINDANOPYRAN,1222-05-5,masking; perfuming,
2-METHYLPROPANOL,78-83-1,perfuming,
ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,134375-99-8,antiperspirant; astringent; deodorant,
PHENYLMETHYLPENTANAL,55066-49-4,masking; perfuming,
CIS-METHOXY-DIMETHYLOCTADIENE,2565-83-5,perfuming,
TRIMETHYL-2-DECENE-6‚8-DIONE,13851-06-4,perfuming,
SELENICEREUS MONACANTHUS BUD EXTRACT,,antioxidant; bleaching; skin-conditioning; skin-protecting,
CALENDULA OFFICINALIS FLOWER WATER,84776-23-8,flavouring; masking; perfuming,
IMPATIENS CAPENSIS EXTRACT,,astringent; skin-conditioning,
DECYL VINYL ETHER,765-05-9,perfuming,
BUTYL PHENETHYL ETHER,5331-14-6,perfuming,
(ANGELICA KEISKEI/CHRYSANTHEMUM ZAWADSKII) LEAF/STEM/CINNAMOMUM CASSIA BARK/TRICHOSANTES KIRILOWII FRUIT/ULMUS DAVIDIANA BARK/ROOT/(PAEONIA JAPONICA/BUPLEURUM FALCATUM/POLYGALA TENUIFOLIA ROOT)/VISCUS ALBUM STEM EXTRACT,,antidandruff; antioxidant; antiseborrhoeic; skin-protecting,
HYDROGENATED POLYDECENE,68037-01-4,emollient; hair-conditioning; masking; perfuming; skin-conditioning; solvent,
ISOBORNYL FORMATE,1200-67-5,perfuming,
ZINC MAGNESIUM ASPARTATE,,antimicrobial; buffering; skin-protecting,
