inci_name,cas_no,function,substance
Entada Phaseoloides Leaf Extract,,skin-conditioning,entada phaseoloides leaf extract
Sh-Polypeptide-97,,skin-protecting,sh-polypeptide-97
Codium Fragileenteromorpha Compressa Leaf Extract,,humectant; skin-conditioning,codium fragile/enteromorpha compressa leaf extract
Myrciaria Dubia Fruit Juice,,antioxidant; emollient,myrciaria dubia fruit juice
Microbacteriumpanax Ginseng Root Ferment Filtrate,,humectant; skin-conditioning,microbacterium/panax ginseng root ferment filtrate
Butyl Isostearate,94109-07-6,emollient; skin-conditioning,Butyl 16-methylheptadecanoate
Nicotinoyl Octapeptide-9,,antioxidant; skin-protecting; uv-filter,nicotinoyl octapeptide-9
Amylase,9000-92-4,skin-conditioning,Amylase
Ozonized Oryza Sativa Callus Culture Extract,,skin-conditioning,ozonized oryza sativa callus culture extract
Caffeoyl Dipeptide-30,,skin-conditioning,caffeoyl dipeptide-30
Hippophae Rhamnoides Seed Powder,90106-68-6,abrasive; skin-conditioning,hippophae rhamnoides seed powder
Peg-6 Propylene Glycol Caprylatecaprate,,emollient; emulsifying,peg-6 propylene glycol caprylate/caprate
Cinnamomum Zeylanicum Bark Powder,84649-98-9,skin-conditioning,cinnamomum zeylanicum bark powder
Gardenia Taitensis Flower Extract,,skin-conditioning,gardenia taitensis flower extract
Pyridoxine Glycyrrhetinate,3390-81-6,skin-conditioning,pyridoxine glycyrrhetinate
Acorus Gramineus Rootstemarisaema Amurenseasparagus Cochinchinensis Rootcyperus Rotundus Fruitgastrodia Elata Rootmorus Alba Leafsorbus Commixtatrichosanthes Kirilowii Rootulmus Davidiana Rootxanthium Strumarium Fruit Extract,,skin-conditioning,acorus gramineus root/stem/arisaema amurense/asparagus cochinchinensis root/cyperus rotundus fruit/gastrodia elata root/morus alba leaf/sorbus commixta/trichosanthes kirilowii root/ulmus davidiana root/xanthium strumarium fruit extract
Arctium Lappa Seed Water,84012-13-5,skin-conditioning,arctium lappa seed water
Citrus Grandis Fruitpeel Water,,humectant; skin-conditioning,citrus grandis fruit/peel water
Methyl Acetyl Ricinoleate,140-03-4,emollient; skin-conditioning,Methyl 12-acetoxyoctadec-9-enoate
Grifola Frondosa Panax Ginseng Extract Ferment Filtrate,,antioxidant; humectant; skin-conditioning,grifola frondosa /panax ginseng extract ferment filtrate
Silkworm Chrysalis Extract,91079-16-2,emollient; skin-protecting,silkworm chrysalis extract
Trimethoxysilyl Dimethicone,472976-92-4,skin-conditioning,trimethoxysilyl dimethicone
Artemisia Umbelliformis Flower Extract,94333-86-5,skin-conditioning,artemisia umbelliformis flower extract
Pueraria Mirifica Root Powderpropylene Glycol Ferment Filtrate,,emollient; skin-conditioning,pueraria mirifica root powder/propylene glycol ferment filtrate
Kanzou Furabonoido,,skin-conditioning,kanzou furabonoido
Tripeptide-60,,skin-conditioning,tripeptide-60
Caffeoyl Dipeptide-25 Amide,,emollient; skin-conditioning; skin-protecting,caffeoyl dipeptide-25 amide
Oligopeptide-67,,skin-conditioning,oligopeptide-67
Pichia Heedii Extract,1801269-82-8,skin-protecting,pichia heedii extract
Pteris Dispar Leaf Extract,,skin-conditioning,pteris dispar leaf extract
Myristyl Ethylhexanoate,72201-45-7,emollient; skin-conditioning,Myristyl Ethylhexanoate
Tamarix Chinensis Flowerleaf Extract,90131-44-5,humectant; skin-conditioning,tamarix chinensis flower/leaf extract
Hydrogenated Vegetable Glycerides Citrate,97593-31-2,emollient; emulsifying; skin-conditioning; stabilising,hydrogenated vegetable glycerides citrate
Ferocactus Wislizeni Extract,,skin-conditioning,ferocactus wislizeni extract
Sh-Nonapeptide-3,,skin-conditioning,sh-nonapeptide-3
Cetyl Dimethylbutyl Ether,185143-68-4,skin-conditioning,Cetyl Dimethylbutyl Ether
Citrus Aurantifolia Fruit Extract,90063-52-8,skin-conditioning,citrus aurantifolia fruit extract
Decane,124-18-5,masking; plasticiser; solvent; viscosity-controlling,Decane
Pca Glyceryl Oleate,84608-82-2,emollient,5-Oxo-L-proline 2-hydroxy-3-[[(9Z)-1-oxo-9-octadecen-1-yl]oxy]propyl ester
Buddleja Officinalis Leaf Extract,,skin-conditioning,buddleja officinalis leaf extract
Fragaria Ananassa Fruit Juice,,skin-conditioning,fragaria ananassa fruit juice
Sh-Oligopeptide-12,,skin-conditioning,sh-oligopeptide-12
Prunus Cerasus Stalk Extract,89997-53-5,skin-conditioning,prunus cerasus stalk extract
Serenoa Serrulata Fruit Extract,84604-15-9,skin-conditioning,serenoa serrulata fruit extract
Ppg-30 Cetyl Ether,9035-85-2,skin-conditioning,3-(Hexadecyloxy)propan-1-ol
Lauryl Glycol Hydroxypropyl Ether,,foam-boosting; skin-conditioning; surfactant,lauryl glycol hydroxypropyl ether
Xerochrysum Bracteatum Extract,,skin-conditioning,xerochrysum bracteatum extract
Hydrolyzed Soy Extract,,antioxidant; film-forming; skin-protecting; viscosity-controlling,hydrolyzed soy extract
Zinc Fructose Diphosphate,,antioxidant; skin-conditioning,zinc fructose diphosphate
Gaylussacia Baccata Extract,,skin-conditioning,gaylussacia baccata extract
Lactobacillusmilk Solidssoybean Oil Ferment,,humectant; skin-conditioning,lactobacillus/milk solids/soybean oil ferment
Nicotiana Benthamiana Hexapeptide-40 Sh-Polypeptide-76,,skin-conditioning,nicotiana benthamiana hexapeptide-40 sh-polypeptide-76
Eryngium Maritimum Callus Culture Extract,,skin-conditioning,eryngium maritimum callus culture extract
Mesembryanthemum Crystallinum Juice,,humectant; skin-conditioning,mesembryanthemum crystallinum juice
Astrocaryum Murumuru Seed Butter,356065-49-1;906350-19-4,emollient; skin-conditioning,astrocaryum murumuru seed butter
Juliana Adstringens Bark Extract,92797-35-8,skin-conditioning,juliana adstringens bark extract
Telfairia Pedata Oil,,skin-conditioning,telfairia pedata oil
Decyl Hempseedate,,emollient; emulsion-stabilising; skin-conditioning,decyl hempseedate
Saxifraga Cespitosa Extract,,skin-conditioning,saxifraga cespitosa extract
Oxobutyryl Serinolamide,1036733-41-1,skin-protecting,Oxobutyryl serinolamide
Glycyrrhiza Glabra Meristem Cell Culture Extract,,skin-conditioning,glycyrrhiza glabra meristem cell culture extract
Rice Sh-Polypeptide-3,,humectant; opacifying; skin-conditioning,rice sh-polypeptide-3
Peg-3 Trimethylolpropane Tristearate,,skin-conditioning,peg-3 trimethylolpropane tristearate
Ppg-10 Oleyl Ether,52581-71-2,emollient; skin-conditioning,PPG-10 Oleyl ether
Methionyl Tripeptide-46 Hexapeptide-40 R-Trypanosoma Cruzi Polypeptide-1 Nonapeptide-33,,skin-conditioning,methionyl tripeptide-46 hexapeptide-40 r-trypanosoma cruzi polypeptide-1 nonapeptide-33
Lecithin,8002-43-5 / 8030-76-0 -soybean-,antistatic; emollient; emulsifying; skin-conditioning,lecithin
Epiphyllum Oxypetalum Callus Extract,,humectant; skin-conditioning,epiphyllum oxypetalum callus extract
Armeria Maritima Extract,,skin-conditioning,armeria maritima extract
Octapeptide-30,,skin-conditioning,octapeptide-30
Lactobacilluspiper Longum Fruitsanguisorba Officinalis Root Extract Ferment Filtrate,,skin-conditioning,lactobacillus/piper longum fruit/sanguisorba officinalis root extract ferment filtrate
Chonemorpha Macrophylla Root Extract,,skin-conditioning,chonemorpha macrophylla root extract
Palmitoyl Sh-Tripeptide-4 Amide,,skin-conditioning; skin-protecting,palmitoyl sh-tripeptide-4 amide
Citrus Shonan-Gold Fruit Water,,humectant; skin-conditioning,citrus shonan-gold fruit water
Acetyl Tetrapeptide-5,,humectant,acetyl tetrapeptide-5
Ethylhexyl Cyclohexyl Urea,541523-61-9,skin-conditioning,Ethylhexyl cyclohexyl urea
Ppg-8-Ceteth-5,9087-53-0 / 37311-01-6,skin-conditioning; surfactant,ppg-8-ceteth-5
Zea Mays Fruit,,skin-conditioning,zea mays fruit
Magnolia Acuminata Flower Extract,,skin-conditioning,magnolia acuminata flower extract
Eschscholzia Californica Leaf Cell Extract,,skin-protecting,eschscholzia californica leaf cell extract
Saccharomycesipomoea Batatas Root Ferment Lees Extract,,humectant,saccharomyces/ipomoea batatas root ferment lees extract
Aspergillussoybeanwheat Germcamellia Sinensis Leafjobs Tears Seedrice Germsesame Seed Ferment,,humectant,aspergillus/soybean/wheat germ/camellia sinensis leaf/job's tears seed/rice germ/sesame seed ferment
Panax Ginseng Leafstem Extract,84650-12-4,skin-conditioning,panax ginseng leaf/stem extract
Pseudochoricystis Ellipsoidea Extract,,humectant; skin-conditioning,pseudochoricystis ellipsoidea extract
Machilus Thunbergii Bark Extract,,skin-conditioning,machilus thunbergii bark extract
Oleuropeinyl Glucoside,,antioxidant; skin-conditioning,oleuropeinyl glucoside
Tripotassium Glycyrrhizate,,skin-conditioning,tripotassium glycyrrhizate
Pegppg-6011 Glycerin,,humectant,peg/ppg-60/11 glycerin
Ficus Infectoria Bark Extract,,skin-conditioning,ficus infectoria bark extract
Mango Butter Dimer Dilinoleyl Estersdimer Dilinoleate Copolymer,,emollient; film-forming; skin-conditioning,mango butter dimer dilinoleyl esters/dimer dilinoleate copolymer
Saccharomycesgermanium Ferment,,skin-conditioning,saccharomyces/germanium ferment
Cetearyl Nonanoate,,emollient,cetearyl nonanoate
Disodium Cocamido Mea-Sulfosuccinate,68784-08-7 / 61791-66-0,cleansing; foaming; hydrotrope; skin-conditioning; surfactant,disodium cocamido mea-sulfosuccinate
Bacilluspolygonum Tinctorium Flower Ferment Extract Filtrate,,skin-conditioning; skin-protecting,bacillus/polygonum tinctorium flower ferment extract filtrate
Aspergillussoybean Seed Extract Ferment Extract Filtrate,,humectant,aspergillus/soybean seed extract ferment extract filtrate
Vitis Vinifera Skin Powder,85594-37-2 / 84929-27-1,antioxidant; skin-conditioning,vitis vinifera skin powder
Lilium Brownii Bulb Extract,,emollient; skin-conditioning,lilium brownii bulb extract
Dyphylline,479-18-5,skin-conditioning,Diprophylline
3-Hydroxybenzoic Acid,99-06-9,skin-conditioning,3-Hydroxybenzoic Acid
Aceticlinoleicpalmitic Triglyceride,221139-79-3,emollient; humectant; skin-conditioning,"9,12-Octadecadienoic acid (9Z,12Z)-, 1-((acetyloxy)methyl)-2-((1-oxohexadecyl)oxy)ethyl ester"
Glyceryl Ascorbate,,antioxidant; humectant,glyceryl ascorbate
Cupressus Sempervirens Leaf Water,84696-07-1,skin-conditioning,cupressus sempervirens leaf water
Fagus Sylvatica Seed Extract,85251-65-6,skin-conditioning,fagus sylvatica seed extract
Oligopeptide-74,,skin-conditioning,oligopeptide-74
Octapeptide-36,,skin-conditioning,octapeptide-36
Vitis Vinifera Fruit Meristem Cell Culture,,antioxidant; skin-protecting,vitis vinifera fruit meristem cell culture
Rosa Damascena Flower Water,90106-38-0,masking; skin-conditioning; skin-protecting,rosa damascena flower water
Propylene Glycol Diheptanoate,56519-68-7,anticaking; emollient; film-forming; skin-conditioning; solvent; viscosity-controlling,propylene glycol diheptanoate
Palmitoyl Histidyl D-Phenylalanyl Arginine,,skin-conditioning,palmitoyl histidyl d-phenylalanyl arginine
Cerasus Youkou Leaf Powder,,skin-conditioning,cerasus youkou leaf powder
Zanthoxylum Zanthoxyloides Branchleaf Extract,,skin-protecting,zanthoxylum zanthoxyloides branch/leaf extract
Silybum Marianum Powder,84604-20-6,skin-conditioning,Silymarin
Isostearyl Acetate,,emollient,isostearyl acetate
Passiflora Edulis Meristem Cell Extract,,humectant,passiflora edulis meristem cell extract
Bacillusaphanizomenon Flos-Aquaesoybean Ferment Filtrate,,antioxidant; emollient; skin-conditioning,bacillus/aphanizomenon flos-aquae/soybean ferment filtrate
Sr-Pineapple Stem Bromelain,,skin-conditioning,sr-pineapple stem bromelain
Lactobacilluseleuthero Root Extract Ferment Filtrate,,antioxidant; skin-conditioning,lactobacillus/eleuthero root extract ferment filtrate
Pegppg-10070 Tocopheryl Ether,,anticaking; antioxidant; binding; emulsifying; emulsion-stabilising; plasticiser; skin-conditioning; surfactant; uv-absorber,peg/ppg-100/70 tocopheryl ether
Sunflower Seed Oil Peg-32 Esters,,emollient; emulsifying; skin-conditioning; surfactant,sunflower seed oil peg-32 esters
Ppg-6-Sorbeth-500,56449-05-9,binding; emollient; humectant,PPG-6-Sorbeth-245
Hydrolyzed Pinus Densiflora Leaf Extract,,skin-conditioning,hydrolyzed pinus densiflora leaf extract
T-Butylchromenamido Benzyl Methanesulfonamide,,emollient; skin-conditioning; skin-protecting,t-butylchromenamido benzyl methanesulfonamide
Nonapeptide-37,,skin-conditioning,nonapeptide-37
Mangifera Indica Seed Butter,90063-86-8,skin-conditioning,mangifera indica seed butter
Pentaerythrityl Stearateisostearateadipatehydroxystearate,222400-48-8,skin-conditioning; viscosity-controlling,pentaerythrityl stearate/isostearate/adipate/hydroxystearate
Lactulose,4618-18-2,humectant; skin-conditioning,4-O-Hexopyranosylhex-2-ulofuranose
Polyglycol Adipatebis-Hydroxyethoxypropyl Dimethicone Copolymer,,skin-conditioning,poly(glycol adipate)/bis-hydroxyethoxypropyl dimethicone copolymer
Myristoyl Hexapeptide-14,,skin-conditioning,myristoyl hexapeptide-14
Milk Ferment,,skin-conditioning,milk ferment
Hyacinthoides Non-Scripta Seed Extract,,skin-conditioning,hyacinthoides non-scripta seed extract
Apium Graveolens Root Extract,89997-35-3,skin-conditioning,apium graveolens root extract
Polyglyceryl-10 Decaisostearate,,emollient,polyglyceryl-10 decaisostearate
Theobroma Cacao Shell Powder,84649-99-0,abrasive; skin-conditioning,theobroma cacao shell powder
Coco-Rapeseedate,,emollient; skin-conditioning,coco-rapeseedate
Quercus Ilex Callus Powder,,skin-conditioning,quercus ilex callus powder
Chamaecyparis Obtusa Branchleaf Extract,91745-97-0,humectant; skin-conditioning,chamaecyparis obtusa branch/leaf extract
Undecylpentadecanol,68444-33-7,emollient; skin-conditioning,"4-Piperidinecarbonyl chloride, 2,2,6,6-tetramethyl-"
Lactobacillusrhodopseudomonassaccharomycesrice Branundaria Pinnatifida Ferment Filtrate,,emollient,lactobacillus/rhodopseudomonas/saccharomyces/rice bran/undaria pinnatifida ferment filtrate
Pinus Pinaster Bark Water,,emollient; skin-conditioning,pinus pinaster bark water
Centella Asiatica Callus Culture,,antioxidant; skin-conditioning,centella asiatica callus culture
Aspergillus Ferment Extract Filtrate,,humectant,aspergillus ferment extract filtrate
Ethylene Dihydrogenated Tallowamide,68647-78-9,emulsifying; skin-conditioning; viscosity-controlling,ethylene dihydrogenated tallowamide
Trichilia Roka Seed Butter,,emollient; skin-conditioning,trichilia roka seed butter
Cymbidium Grandiflorum Flower Extract,,skin-conditioning,cymbidium grandiflorum flower extract
Galloyl Tripeptide-35,,antioxidant; chelating; skin-protecting,galloyl tripeptide-35
Diisostearyl Malate,67763-18-2 / 81230-05-9,emollient; skin-conditioning; surfactant,diisostearyl malate
Cornus Macrophylla Leaf Extract,,skin-conditioning,cornus macrophylla leaf extract
Gardenia Florida Fruit Extract,92457-01-7,skin-conditioning,gardenia florida fruit extract
Gomphrena Officinalis Root Extract,,skin-conditioning,gomphrena officinalis root extract
Averrhoa Bilimbi Leaf Extract,,skin-conditioning,averrhoa bilimbi leaf extract
Persea Gratissima Fruit Butter,,emollient; skin-conditioning,persea gratissima fruit butter
Chlorinated Paraffin,,skin-conditioning; skin-protecting; solvent; viscosity-controlling,chlorinated paraffin
Arthrobacterpanax Ginseng Root Ferment Filtrate,,skin-conditioning,arthrobacter/panax ginseng root ferment filtrate
Palmitoyl Heptapeptide-18,,skin-conditioning,palmitoyl heptapeptide-18
Polyperfluoroisopropyl Ether,,skin-conditioning,polyperfluoroisopropyl ether
Aminopeptidase,9031-94-1,skin-conditioning,Aminopeptidase
Hydrogenated Grapeseed Oil,,emollient; skin-conditioning; viscosity-controlling,hydrogenated grapeseed oil
Methyl Carboxymethylphenyl Aminocarboxypropylphosphonate,926281-37-0,antioxidant; humectant; skin-conditioning,Methyl Carboxymethylphenyl Aminocarboxypropylphosphonate
Saponaria Pumila Callus Extract,,skin-conditioning,saponaria pumila callus extract
Saccharomycesday Lily Flower Ferment Filtrate,,skin-conditioning,saccharomyces/day lily flower ferment filtrate
Diethylhexyl Adipate,103-23-1,emollient; film-forming; plasticiser; skin-conditioning; solvent,Bis(2-ethylhexyl) adipate
Niacinamide Glycolate,,skin-conditioning,niacinamide glycolate
Hydrolyzed Crithmum Maritimum,89997-98-8,skin-conditioning,hydrolyzed crithmum maritimum
Glyceryl Dilaurate,27638-00-2,emollient; emulsifying,"1,2-Dilaurin"
Beta-Glucan Palmitate,,skin-conditioning,beta-glucan palmitate
Myreth-3 Caprate,59599-56-3,emollient; skin-conditioning,2-[2-(2-Tetradecoxyethoxy)ethoxy]ethyl decanoate
Galloyl Nonapeptide-11,,antiseborrhoeic; skin-protecting,galloyl nonapeptide-11
Papaver Rhoeas Flower Powder,84696-43-5,skin-conditioning,papaver rhoeas flower powder
Methyl Dehydroabietate,1235-74-1,emollient; skin-conditioning; viscosity-controlling,Methyl Dehydroabietate
Ethyl Minkate,91079-08-2,emollient,ethyl minkate
Rh-Polypeptide-60,,reducing; skin-conditioning,rh-polypeptide-60
Desmodium Gangeticum Root Powder,92201-58-6,skin-conditioning,desmodium gangeticum root powder
Methionyl Sh-Polypeptide-10,,skin-conditioning,methionyl sh-polypeptide-10
Peg-8 Hyaluronate,,emollient; skin-conditioning,peg-8 hyaluronate
Heptapeptide-38,,skin-conditioning,heptapeptide-38
Melilotus Officinalis Flower Water,84082-81-5,skin-conditioning,melilotus officinalis flower water
Melissa Officinalis Leaf Powder,84082-61-1,skin-conditioning,melissa officinalis leaf powder
C4-14 Perfluoroalkylethoxy Dimethicone,,skin-conditioning,c4-14 perfluoroalkylethoxy dimethicone
Areca Catechu Shell Extract,,skin-conditioning,areca catechu shell extract
Juniperus Communis Fruit Water,84603-69-0,skin-conditioning,juniperus communis fruit water
Neochloris Oleoabundans Extract,,skin-conditioning,neochloris oleoabundans extract
Hydrogenated Avocado Oil,,skin-conditioning,hydrogenated avocado oil
Panax Ginseng Seed Oil,84650-12-4,emollient,panax ginseng seed oil
Aspergilluscoffee Seedrice Ferment Filtrate,,skin-conditioning,aspergillus/coffee seed/rice ferment filtrate
Methyl Estradiolpropanoate,345295-00-3,emollient; skin-conditioning,methyl estradiolpropanoate
Glyceryl Allyl Ether,,skin-conditioning,glyceryl allyl ether
Lactobacillusangelica Gigas Root Extractpanax Ginseng Root Extractrubus Coreanus Fruit Extractschisandra Chinensis Fruit Extract Ferment Filtrate,,skin-conditioning,lactobacillus/angelica gigas root extract/panax ginseng root extract/rubus coreanus fruit extract/schisandra chinensis fruit extract ferment filtrate
Dicaprylyl Carbonate,1680-31-5,emollient; skin-conditioning,Dicaprylyl Carbonate
Polysilicone-24,,skin-conditioning; skin-protecting; stabilising,polysilicone-24
Wheat Germ Glycerides,68990-07-8,emollient; refatting; skin-conditioning,wheat germ glycerides
Saccharomycesrhodiola Crenulata Root Extract Ferment Filtrate,,skin-conditioning,saccharomyces/rhodiola crenulata root extract ferment filtrate
Sucrose Ricinoleate,100358-63-2,emollient; emulsifying; skin-conditioning; surfactant,"[(2S,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]methyl (Z,12R)-12-hydroxyoctadec-9-enoate"
Diethylhexyl Syringylidenemalonate,444811-29-4,skin-protecting,Diethylhexyl syringylidenemalonate
Sterculia Scaphigera Seed Extract,,humectant; skin-conditioning,sterculia scaphigera seed extract
Dipentaerythrityl Hexaisononanoate,1051924-91-4,emollient,dipentaerythrityl hexaisononanoate
Saccharomyces Ferment Lysate Filtrate,,skin-conditioning,saccharomyces ferment lysate filtrate
C16-18 Hydroxyalkyl Hydroxydimerdilinoleyl Ether,,emollient; skin-conditioning,c16-18 hydroxyalkyl hydroxydimerdilinoleyl ether
Pantoea Agglomeranswheat Flour Ferment Extract,,skin-conditioning,pantoea agglomerans/wheat flour ferment extract
Hyaluronic Acid,9004-61-9,antistatic; humectant; moisturising; skin-conditioning,GlyTouCan:G55584XQ
Codonopsis Tangshen Root Extract,,skin-conditioning,codonopsis tangshen root extract
Brain Lipids,,emollient; skin-conditioning,brain lipids
Methyl Caprylatecaprate,,emollient; skin-conditioning,methyl caprylate/caprate
Polychlorotrifluoroethylene,9002-83-9,film-forming; skin-conditioning,Chlorotrifluoroethylene
Nelumbo Nucifera Flower Extract,85085-51-4,skin-conditioning,nelumbo nucifera flower extract
Citrus Hassakunatsudaidai Fruit Juice,,humectant,citrus hassaku/natsudaidai fruit juice
Decapeptide-37,,skin-conditioning,decapeptide-37
Broussonetia Papyrifera Bark Extract,,skin-conditioning,broussonetia papyrifera bark extract
Dipentaerythrityl Pentahydroxystearatepentaisostearate,,skin-conditioning; viscosity-controlling,dipentaerythrityl pentahydroxystearate/pentaisostearate
Monascusdioscorea Japonica Root Ferment Extract Filtrate,,antimicrobial; skin-conditioning,monascus/dioscorea japonica root ferment extract filtrate
Achillea Millefolium Flowerleafstem Extract,84082-83-7,skin-conditioning,achillea millefolium flower/leaf/stem extract
Triisostearin,26942-95-0,skin-conditioning; viscosity-controlling,Triisostearin
Elaeocarpus Angustifolius Fruitseed Extract,,skin-conditioning,elaeocarpus angustifolius fruit/seed extract
Hydrogenated Argania Spinosa Kernel Oil,,emollient,hydrogenated argania spinosa kernel oil
Sh-Oligopeptide-77,,skin-conditioning,sh-oligopeptide-77
Cymbidium Great Flower Flowerstem Extract,,emollient; skin-conditioning,cymbidium great flower flower/stem extract
Sambucus Nigra Fruit Juice,84603-58-7,astringent; skin-conditioning,sambucus nigra fruit juice
Lauryl Methylglucamide,287735-50-6,cleansing; skin-conditioning,lauryl methylglucamide
Ribonolactone,5336-08-3,humectant,"1,4-Benzenediamine, N1,N4-bis((4-(octyloxy)phenyl)methylene)-"
Lactobacilluspueraria Mirifica Root Ferment Filtrate,,skin-conditioning,lactobacillus/pueraria mirifica root ferment filtrate
Prunus Speciosa Leaf Water,,humectant,prunus speciosa leaf water
Visnaga Vera Fruit Extract,84695-96-5,skin-conditioning,visnaga vera fruit extract
Pristane,1921-70-6,skin-conditioning,Pristane
Polystichum Retrosopalaceum Extract,,skin-conditioning,polystichum retrosopalaceum extract
Parachlorella Beijerinckii Extract,,humectant,parachlorella beijerinckii extract
Tribulus Terrestris Root Extract,90131-68-3,skin-conditioning,"Tribulus terrestris, ext."
Hexyl Laurate,34316-64-8,emollient; skin-conditioning,Hexyl Laurate
Ethyl Ximenynate,159534-89-1,skin-conditioning,Ethyl ximenynate
Bacilluslactobacillusstevia Rebaudiana Stalk Extract Ferment Filtrate,,humectant,bacillus/lactobacillus/stevia rebaudiana stalk extract ferment filtrate
Dextran Sulfate,9042-14-2,binding; skin-conditioning,Hexopyranosyl-(1->6)hexopyranosyl-(1->6)hexose
Myristyl Myristate,3234-85-3,emollient; opacifying; skin-conditioning,Myristyl Myristate
Zinc Glycinate Salicylate,,antidandruff; antimicrobial; skin-conditioning,zinc glycinate salicylate
Sassafras Officinale Bark Extract,,skin-conditioning,sassafras officinale bark extract
Palmitoyl Tripeptide-54 Amide,,skin-conditioning,palmitoyl tripeptide-54 amide
Pachyrhizus Erosus Root Extract,,skin-conditioning,pachyrhizus erosus root extract
Diisocetyl Dodecanedioate,131252-83-0,emollient; emulsifying; skin-conditioning; surfactant,Diisocetyl Dodecanedioate
Hexapeptide-32,,skin-conditioning,hexapeptide-32
Astaxanthin,472-61-7,skin-conditioning,"6-Hydroxy-3-[18-(4-hydroxy-2,6,6-trimethyl-3-oxocyclohexen-1-yl)-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-2,4,4-trimethylcyclohex-2-en-1-one"
Rosa Rubiginosa Seed Oil Polyglyceryl-6 Esters,,skin-conditioning,rosa rubiginosa seed oil polyglyceryl-6 esters
Cyclohexadecanol,2565-90-4,skin-conditioning,Cyclohexadecanol
Aster Ageratoides Extract,,skin-conditioning,aster ageratoides extract
Tagetes Patula Flowerleafstem Extract,,emollient; skin-conditioning,tagetes patula flower/leaf/stem extract
Hydrolyzed Lepidium Meyenii Root,,skin-conditioning,hydrolyzed lepidium meyenii root
Sr-Clostridium Botulinum Polypeptide-1 Sh-Oligopeptide-1,,antioxidant; skin-protecting,sr-clostridium botulinum polypeptide-1 sh-oligopeptide-1
Hydrolyzed Citrus Sphaerocarpa Peel Extract,,humectant,hydrolyzed citrus sphaerocarpa peel extract
Chenopodium Quinoa Flowerleaf Extract,,skin-conditioning,chenopodium quinoa flower/leaf extract
Ganoderma Lucidum Myceliumpanax Ginseng Root Ferment Extract Filtrate,,humectant; skin-conditioning,ganoderma lucidum mycelium/panax ginseng root ferment extract filtrate
Rosa Alba Leaf Cell Extract,93334-48-6,antioxidant; skin-protecting,rosa alba leaf cell extract
Vateria Indica Seed Butter,,skin-conditioning,vateria indica seed butter
Methyl Ricinoleate,141-24-2,emollient; skin-conditioning,Methyl 12-hydroxyoctadec-9-enoate
Retinyl Hydroxypentanoatyl Shikimate,,emollient; skin-conditioning,retinyl hydroxypentanoatyl shikimate
Cochlearia Officinalis Leaf Extract,84961-47-7,skin-conditioning,cochlearia officinalis leaf extract
Sheep Milk,,skin-conditioning,sheep milk
Wine,,skin-conditioning,wine
Ammonium Acrylatesacrylonitrogens Copolymer,37809-64-6,binding; film-forming; skin-conditioning; viscosity-controlling,[(E)-2-cyanoethenyl]azanium;prop-2-enoic acid
Wheat Germ Oil Peg-40 Butyloctanol Esters,,emollient; skin-conditioning,wheat germ oil peg-40 butyloctanol esters
Aesculus Hippocastanum Leaf Extract,8053-39-2,skin-conditioning,aesculus hippocastanum leaf extract
Ditrimethylolpropane Tetra Palm Kernelate,,binding; bulking; film-forming; skin-conditioning,ditrimethylolpropane tetra palm kernelate
Panax Ginseng Cell Culture Extract,84650-12-4,skin-conditioning,panax ginseng cell culture extract
Acetyl Dipeptide-31 Amide,,skin-conditioning,acetyl dipeptide-31 amide
Pentasodium Tetracarboxymethyl Hexanoyl Dipeptide-12,,skin-conditioning,pentasodium tetracarboxymethyl hexanoyl dipeptide-12
Glyceryl Diricinoleateipdi Copolymer,351424-97-0,emollient; skin-conditioning,glyceryl diricinoleate/ipdi copolymer
Linnaea Borealis Extract,,skin-conditioning,linnaea borealis extract
Laurus Nobilis Leafstem Water,84603-73-6,skin-conditioning,laurus nobilis leaf/stem water
Salnacedin,87573-01-1,antioxidant; skin-conditioning,Salnacedin
Cetylarachidol,17658-63-8,emollient; skin-conditioning,Cetylarachidol
Isobutyl Isostearate,151270-66-5,emollient; skin-conditioning,isobutyl isostearate
Cucumis Melo Cantalupensis Callus Extract,,antioxidant; skin-protecting,cucumis melo cantalupensis callus extract
Daniellia Oliveri Resin Extract,,emollient; skin-conditioning; skin-protecting,daniellia oliveri resin extract
Honey,8028-66-8,flavouring; humectant; skin-conditioning,honey
Palmitoyl Pine Bark Extract,,skin-conditioning,palmitoyl pine bark extract
Sh-Heptapeptide-18,,antioxidant; antiseborrhoeic; skin-protecting,sh-heptapeptide-18
Davidsonia Jerseyana Seed Oil,,antioxidant; emollient; humectant; skin-conditioning; skin-protecting,davidsonia jerseyana seed oil
Grifola Frondosa Root Rice Seedcitrus Unshiu Peelcarthamus Tinctorius Flower Ferment Filtrate,,emollient; skin-conditioning,grifola frondosa root/ rice seed/citrus unshiu peel/carthamus tinctorius flower ferment filtrate
Ecklonia Kurome Extract,,humectant; skin-conditioning,ecklonia kurome extract
Dimethyl Dicaproyl Cystinate,139416-29-8,skin-conditioning,"L-Cystine, N,N'-bis(1-Oxooctyl)-, dimethyl ester"
Petrolatum,8009-03-8,antistatic; emollient,"2,3,3-Trimethylbenzoindolenine"
