inci_name,cas_no,function,substance
Tripeptide-46 Hexapeptide-40 Decapeptide-27 Methionyl Oligopeptide-91 Dipeptide-19 Sh-Polypeptide-2,,skin-conditioning,tripeptide-46 hexapeptide-40 decapeptide-27 methionyl oligopeptide-91 dipeptide-19 sh-polypeptide-2
Eclipta Prostrata Stem Extract,,skin-conditioning,eclipta prostrata stem extract
Peg-200 Hydrogenated Castor Oilipdi Copolymer,207620-98-2,skin-conditioning,peg-200 hydrogenated castor oil/ipdi copolymer
Syzygium Luehmannii Seed Oil,,antioxidant; emollient; humectant; skin-conditioning; skin-protecting,syzygium luehmannii seed oil
Limnophila Chinensis Leaf Extract,,skin-conditioning,limnophila chinensis leaf extract
Codonopsis Pilosula Root Powder,,abrasive; masking; skin-protecting,codonopsis pilosula root powder
Ginkgo Biloba Leaf Powder,90045-36-6,skin-conditioning,CID 17388989
Acer Nikoense Branchstem Extract,,skin-conditioning,acer nikoense branch/stem extract
Calanthe Discolor Extract,,skin-conditioning,calanthe discolor extract
Pegppg-3540 Dimethyl Ether,,skin-conditioning,peg/ppg-35/40 dimethyl ether
Rumex Crispus Flowerleafstem Extract,90106-41-5,skin-conditioning,rumex crispus flower/leaf/stem extract
Methyl Glucose Caprylatecaprate,,skin-conditioning,methyl glucose caprylate/caprate
Astrocaryum Tucuma Seed Oil,942505-39-7,skin-protecting,astrocaryum tucuma seed oil
Polyvinyl Stearyl Ether,9003-96-7,film-forming; skin-conditioning,Octadecyl vinyl ether
Morus Nigra Root Extract,90064-11-2,skin-conditioning,morus nigra root extract
Tetrapeptide-3,,skin-conditioning,tetrapeptide-3
Hylocereus Costaricensis Fruit Extract,,skin-conditioning,hylocereus costaricensis fruit extract
T-Butylphenyl Ethyl Glyceryl Diether,,antioxidant; humectant,t-butylphenyl ethyl glyceryl diether
Pueraria Tuberosa Leaf Cell Extract,,antioxidant; skin-protecting,pueraria tuberosa leaf cell extract
Kojyl Carboxy Sh-Nonapeptide-2,,antioxidant; chelating; skin-protecting,kojyl carboxy sh-nonapeptide-2
Palmitoyl Carnosine,,emollient,palmitoyl carnosine
Isopropyl Stearate,112-10-7,binding; emollient; skin-conditioning,Isopropyl Stearate
Troloxoyl Oligopeptide-143,,skin-conditioning,troloxoyl oligopeptide-143
Carya Illinoinensis Seed Oil,129893-27-2,skin-conditioning,carya illinoinensis seed oil
Tripeptide-69,,humectant; skin-conditioning,tripeptide-69
Quercetin Caprylate,,antioxidant; skin-conditioning,quercetin caprylate
Arbutus Unedo Fruit Extract,84012-12-4,antioxidant; skin-conditioning,arbutus unedo fruit extract
Corynanthe Yohimbe Bark Extract,85117-22-2,humectant; skin-conditioning,corynanthe yohimbe bark extract
Aster Spathulifolius Leafstem Oil,,emollient; skin-conditioning,aster spathulifolius leaf/stem oil
Bis-Isopropylacetomethyl Benzathine,158069-88-6,antioxidant; skin-conditioning,Bis-isopropylacetomethyl benzathine
Disodium Coco-Sulfosuccinate,90268-37-4,cleansing; emollient; hydrotrope,disodium coco-sulfosuccinate
Saccharomycesleuconostocapple Fruitcarrot Rootradish Rootcabbage Leafcelery Leafcucumber Fruitbanana Fruitonion Bulbarctium Lappa Rootspinach Leaf Orange Peeltomato Fruitphaseolus Radiatus Sproutpumpkin Fruit Extract Ferment Filtrate,,humectant; skin-conditioning,saccharomyces/leuconostoc/apple fruit/carrot root/radish root/cabbage leaf/celery leaf/cucumber fruit/banana fruit/onion bulb/arctium lappa root/spinach leaf/ orange peel/tomato fruit/phaseolus radiatus sprout/pumpkin fruit extract ferment filtrate
Hydrolyzed Lagenaria Siceraria Fruit Juice,,skin-conditioning,hydrolyzed lagenaria siceraria fruit juice
Sparassis Crispa Myceliumusnea Longissima Ferment Extract Filtrate,,skin-conditioning,sparassis crispa mycelium/usnea longissima ferment extract filtrate
Senecio Vulgaris Extract,84650-58-8,skin-conditioning,senecio vulgaris extract
Oenothera Biennis Oil,90028-66-3,emollient,Water
C12-18 Acid Triglyceride,67701-26-2,emollient; emulsifying; skin-conditioning; solvent; viscosity-controlling,Monolaurin
Prunus Armeniaca Kernel Wax,,skin-conditioning,prunus armeniaca kernel wax
Naringin,10236-47-2,skin-protecting,"4H-1-Benzopyran-4-one, 7-((2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl)oxy)-2,3-dihydro-5-hydroxy-2-(4-hydroxyphenyl)-, (2S)-"
Stellera Chamaejasme Flowerleafstem Extract,,humectant; skin-conditioning,stellera chamaejasme flower/leaf/stem extract
Artemisia Tridentata Leafstem Oil,,skin-conditioning,artemisia tridentata leaf/stem oil
Phyllostachys Heterocycla Stem Extract,,skin-conditioning,phyllostachys heterocycla stem extract
Phyllostachys Aureosulcata Leaf Extract,,emollient; skin-conditioning,phyllostachys aureosulcata leaf extract
Ecklonia Maxima Powder,,skin-conditioning,ecklonia maxima powder
Pinus Densiflora Branchleaf Extract,,humectant; skin-conditioning,pinus densiflora branch/leaf extract
Hydrogenated Retinol,,skin-conditioning,hydrogenated retinol
Bacillustagetes Patula Flowersoybean Ferment Filtrate,,antioxidant; antiseborrhoeic; skin-protecting,bacillus/tagetes patula flower/soybean ferment filtrate
Schizophyllum Commune Myceliumrice Ferment Extract Filtrate,,antioxidant; humectant; skin-conditioning,schizophyllum commune mycelium/rice ferment extract filtrate
Vitis Vinifera Fruit Cell Extract,85594-37-2 / 84929-27-1,skin-conditioning,vitis vinifera fruit cell extract
Skeletonema Costatum Extract,,skin-conditioning,skeletonema costatum extract
Lactobacillusdandelion Leafroot Extract Ferment Filtrate,,antioxidant; skin-conditioning,lactobacillus/dandelion leaf/root extract ferment filtrate
Dendrobium Catenatum Leafstem Extract,,skin-conditioning; skin-protecting,dendrobium catenatum leaf/stem extract
Cimicifuga Acerina Extract,,skin-conditioning,cimicifuga acerina extract
Ailanthus Altissima Barkroot Extract,,antioxidant; emollient; humectant; skin-conditioning,ailanthus altissima bark/root extract
Greyia Radlkoferi Leaf Extract,,skin-conditioning,greyia radlkoferi leaf extract
Lactobacillushoneymatricaria Chamomilla Flower Ferment Filtrate,,humectant; skin-conditioning,lactobacillus/honey/matricaria chamomilla flower ferment filtrate
Vincetoxicum Atratum Extract,,skin-conditioning,vincetoxicum atratum extract
Chrysanthemum Parthenium Flower Powder,89997-65-9,skin-conditioning,chrysanthemum parthenium flower powder
Lindera Umbellata Leaftwig Oil,,antimicrobial; emollient; masking; skin-conditioning,lindera umbellata leaf/twig oil
Sodium Bischlorophenyl Sulfamine,58727-01-8,skin-conditioning; viscosity-controlling,Sodium bischlorophenyl sulfamine
Piperonyl Glucoside,,skin-protecting,piperonyl glucoside
Isoamyl Meadowfoamate,,emollient; skin-conditioning,isoamyl meadowfoamate
Oligopeptide-91,,skin-conditioning,oligopeptide-91
Lycium Chinense Stem Extract,,skin-conditioning,lycium chinense stem extract
Isopropyl Lauroyl Sarcosinate,230309-38-3,skin-conditioning,Isopropyl lauroyl sarcosinate
Sedum Kamtschaticum Callus Culture Extract,,antioxidant; skin-conditioning,sedum kamtschaticum callus culture extract
Arctostaphylos Viscida Leaf Extract,,humectant; skin-conditioning,arctostaphylos viscida leaf extract
Furcellaria Lumbricalis Extract,,skin-conditioning,furcellaria lumbricalis extract
Prunus Amygdalus Dulcis Fruit Water,90320-37-9,skin-conditioning,prunus amygdalus dulcis fruit water
Ceratostigma Willmottianum Flower Extract,,skin-conditioning,ceratostigma willmottianum flower extract
Siraitia Grosvenorii Fruit Extract,,skin-conditioning,siraitia grosvenorii fruit extract
Polydimer Hempseed Oil,,film-forming; skin-conditioning; viscosity-controlling,poly(dimer hempseed oil)
Enterococcus Faecium,,antiplaque; skin-conditioning,enterococcus faecium
Tripotassium Ursolyl Phosphate,,emollient,tripotassium ursolyl phosphate
Rhus Verniciflua Peel Cera,,emollient; stabilising,rhus verniciflua peel cera
Pseudowintera Colorata Flowerleaf Extract,,skin-conditioning,pseudowintera colorata flower/leaf extract
Ppg-4 Laureth-5,68439-51-0,emulsion-stabilising; skin-conditioning; surfactant,ppg-4 laureth-5
Primula Veris Seed Oil,84787-68-8,skin-conditioning,primula veris seed oil
Thelypteris Interrupta Leaf Extract,,humectant; skin-conditioning,thelypteris interrupta leaf extract
Zanthoxylum Piperitum Branchleaf Extract,97404-53-0,skin-conditioning,CID 168009860
Caffeoyl Methoxytryptamine,311312-27-3,skin-conditioning,caffeoyl methoxytryptamine
Myristyl Methicone,76684-67-8,emollient,"Butane;ethane;11-isopropenyloxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2(7),3,5,13-tetraen-10-ol;methyl 2-(17-ethyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9,16-pentaen-13-yl)acetate"
Aesculus Hippocastanum Flower Extract,8053-39-2,skin-conditioning,aesculus hippocastanum flower extract
Forsythia Koreana Branchleaf Extract,,skin-conditioning,forsythia koreana branch/leaf extract
Phymatolithon Calcareum Extract,,skin-conditioning,phymatolithon calcareum extract
Saccharomyceslaminaria Saccharina Ferment,,skin-conditioning,saccharomyces/laminaria saccharina ferment
Solanum Indicum Root Powder,,skin-conditioning,solanum indicum root powder
Cyathusal C,,antioxidant; skin-conditioning,cyathusal c
Pinus Pinea Kernel Oil,90082-76-1,skin-conditioning,pinus pinea kernel oil
Trimethylcyclohexyl Butylcarbamate,1228376-60-0,skin-conditioning,trimethylcyclohexyl butylcarbamate
Houttuynia Cordata Powder,164288-50-0,skin-conditioning,houttuynia cordata powder
Mentha Viridis Leaf,84696-51-5,skin-conditioning,mentha viridis leaf
Polygonum Multiflorum Sprout Extract,,skin-conditioning,polygonum multiflorum sprout extract
Vigna Angularis Seed Extract,223748-01-4,skin-protecting,vigna angularis seed extract
Eriodictyon Crassifolium Leaf Extract,90028-41-4,skin-conditioning,eriodictyon crassifolium leaf extract
Laminaria Japonica Powder,,skin-conditioning,laminaria japonica powder
Lactobacillusbrassica Nigra Seed Ferment Extract,,skin-conditioning,lactobacillus/brassica nigra seed ferment extract
Glycol,107-21-1,humectant; solvent; viscosity-controlling,Ethylene Glycol
Glucose,50-99-7,humectant,Hexose
Camellia Japonica Albipetala Leaf Extract,,skin-conditioning,camellia japonica albipetala leaf extract
Calamintha Officinalis Flowerleafstem Extract,223748-11-6,skin-conditioning,calamintha officinalis flower/leaf/stem extract
Hydroxypropyltrisiloxyl Ipdipeg-23 Copolymer,,binding; cleansing; skin-conditioning,hydroxypropyltrisiloxyl ipdi/peg-23 copolymer
Ulex Europaeus Flower Extract,90131-76-3,skin-conditioning,ulex europaeus flower extract
Origanum Majorana Leaf Water,84082-58-6,skin-conditioning,origanum majorana leaf water
Vitis Ficifolia Leaf Extract,,humectant,vitis ficifolia leaf extract
Nuphar Luteum Leaf,90064-33-8,skin-conditioning,nuphar luteum leaf
Avocado Oil Propylene Glycol Esters,,emollient; emulsifying; skin-conditioning; surfactant,avocado oil propylene glycol esters
Abrus Precatorius Meristem Cell Culture Extract,90320-07-3,skin-conditioning,abrus precatorius meristem cell culture extract
Lysine Carboxymethyl Cysteinate,79458-68-7,skin-conditioning,Einecs 279-164-2
Vitex Rotundifolia Fruit Oil,,humectant; skin-conditioning; skin-protecting,vitex rotundifolia fruit oil
Behenyl Dimethicone,,skin-conditioning,behenyl dimethicone
Hylocereus Costaricensis Fruit Juice,,skin-conditioning,hylocereus costaricensis fruit juice
Rubus Idaeus Seed Oil,84929-76-0,emollient,rubus idaeus seed oil
Shikimoyl Sh-Pentapeptide-5,,skin-protecting,shikimoyl sh-pentapeptide-5
Prunus Sargentii Fruit Extract,,antioxidant; skin-conditioning,prunus sargentii fruit extract
Watanabea Reniformis Oil,,skin-conditioning,watanabea reniformis oil
Xanthium Sibiricum Fruit Extract,,skin-conditioning,xanthium sibiricum fruit extract
Myristoyl Pentapeptide-14,,skin-conditioning,myristoyl pentapeptide-14
Peg-18 Palm Glycerides,,emollient; emulsifying,peg-18 palm glycerides
Lysophosphatidylglycerol,,emulsifying; humectant,lysophosphatidylglycerol
Ppg-2 Arginine,,humectant; skin-conditioning,ppg-2 arginine
Michelia Alba Flower Extract,92457-18-6,skin-conditioning,Water
Polydimer Grapeseed Oil,,film-forming; skin-conditioning; skin-protecting; viscosity-controlling,poly(dimer grapeseed oil)
Kojyl Carboxy Dipeptide-23,,antioxidant; chelating; skin-protecting,kojyl carboxy dipeptide-23
Pegppg-1812 Dimethicone,,emollient,peg/ppg-18/12 dimethicone
R-Salmon Oligopeptide-1 Sh-Oligopeptide-1,,antioxidant; skin-protecting,r-salmon oligopeptide-1 sh-oligopeptide-1
Peg-75 Lanolin,61790-81-6 / 8039-09-6,emollient; emulsifying; surfactant,peg-75 lanolin
Phytosterols,,skin-conditioning,phytosterols
Mirabilis Jalapa Callus Powder,,skin-conditioning,mirabilis jalapa callus powder
Litsea Japonica Branchleaf Extract,,emollient; skin-conditioning,litsea japonica branch/leaf extract
Saccharomycesmagnesiumpotassiumsodiumsulfurzinc Ferment Lysate Filtrate,,skin-conditioning,saccharomyces/magnesium/potassium/sodium/sulfur/zinc ferment lysate filtrate
Whey,92129-90-3,skin-conditioning,whey
Diosgenin Argininate,,skin-conditioning; skin-protecting,diosgenin argininate
Pentapeptide-56 Dimer,,skin-conditioning,pentapeptide-56 dimer
Isostearyl Stearoyl Stearate,93385-12-7,emollient; skin-conditioning; viscosity-controlling,Octadecanoyl 2-hexadecyl-18-methylnonadecanoate
Rhodiola Rosea Callus Extract,,skin-protecting,rhodiola rosea callus extract
Angelica Gigasglycyrrhiza Uralensisrehmannia Glutinosa Rootangelica Gigas Stemcarthamus Tinctorius Flowercarthamus Tinctoriusprunus Persica Seedporia Cocos Water,,humectant; skin-conditioning; skin-protecting,(angelica gigas/glycyrrhiza uralensis/rehmannia glutinosa root)/angelica gigas stem/carthamus tinctorius flower/(carthamus tinctorius/prunus persica seed)poria cocos water
Capryliccapricsuccinic Triglyceride,,emollient; emulsifying; skin-conditioning,caprylic/capric/succinic triglyceride
Dimethiconepolyglycerin-3 Crosspolymer,,cleansing; emulsifying; skin-conditioning; surfactant; viscosity-controlling,dimethicone/polyglycerin-3 crosspolymer
Nymphaea Lotus Leaf Cell Culture Powder,91723-04-5,skin-conditioning,nymphaea lotus leaf cell culture powder
Hydroxyphenyl Dihydroxybenzamide,66612-11-1,antioxidant; skin-protecting,"N-[6-[(2-Chloro-4-hydroxyphenyl)imino]-4-methoxy-3-oxo-1,4-cyclohexadien-1-YL]acetamide"
Hydrolyzed Polygonum Tataricum Budseed Extract,,skin-conditioning,hydrolyzed polygonum tataricum bud/seed extract
Artemisia Dracunculus Root Extract,90131-45-6,skin-conditioning,artemisia dracunculus root extract
Epilobium Roseum Extract,,skin-conditioning,epilobium roseum extract
Theanine,3081-61-6,emollient; humectant; skin-conditioning,"L-Glutamine, N-ethyl-"
Citrus Aurantium Amara Flower Water,68916-04-1 / 72968-50-4,masking; skin-conditioning; tonic,citrus aurantium amara flower water
Hydrolyzed Cicer Seed Extract,92113-26-3,skin-protecting,hydrolyzed cicer seed extract
Polysiphonia Elongata Extract,1893414-66-8,humectant; skin-conditioning,polysiphonia elongata extract
Lactobacilluscapsicum Annuum Fruit Ferment Filtrate,,antioxidant; humectant; skin-conditioning,lactobacillus/capsicum annuum fruit ferment filtrate
Oligopeptide-151,,skin-conditioning,oligopeptide-151
Rhodosorus Marinus Extract,,antioxidant; emollient; skin-conditioning,rhodosorus marinus extract
Olea Europaea Flower Extract,8001-25-0,skin-conditioning,"Fatty acids, olive-oil, Et esters"
Daucus Carota Sativa Root Protoplasts,84929-61-3,emollient; humectant; skin-conditioning,daucus carota sativa root protoplasts
Linum Usitatissimum Flower Extract,8001-26-1,skin-conditioning,linum usitatissimum flower extract
Dimethiconol Meadowfoamate,,emollient; skin-conditioning,dimethiconol meadowfoamate
Ethylargininoate Acetamidomethionamide,,skin-protecting,ethylargininoate acetamidomethionamide
Agrocybe Cylindracea Ferment Filtrate,,antioxidant; skin-conditioning,agrocybe cylindracea ferment filtrate
Ornithine,70-26-8,skin-conditioning,"2,5-Diaminopentanoic Acid"
Dihydrocholesterol,80-97-7,emollient; skin-conditioning,Cholestanol
Polyglyceryl-20 Pentacaprylatecaprate,,cleansing; emollient; emulsifying; skin-conditioning; surfactant,polyglyceryl-20 pentacaprylate/caprate
Hypericum Perforatum Leaf Extract,84082-80-4,skin-conditioning,hypericum perforatum leaf extract
Tetrapeptide-45,775345-53-4,skin-conditioning,tetrapeptide-45
Prosopis Velutina Seed Extract,,skin-conditioning,prosopis velutina seed extract
Glycidoxypropyl Polysilsesquioxane,68611-45-0,emollient; film-forming; skin-conditioning,Glycidoxypropyltrimethoxysilane
Scutellaria Alpina Flowerleafstem Extract,921608-19-7,skin-conditioning,scutellaria alpina flower/leaf/stem extract
Nyctanthes Arbor-Tristis Seed Extract,90064-34-9,humectant,nyctanthes arbor-tristis seed extract
Tropaeolum Majus Seed Extract,84625-49-0,skin-conditioning,tropaeolum majus seed extract
Ginkgo Biloba Root Extract,90045-36-6,skin-conditioning,CID 17388989
Hexeth-4 Carboxylic Acid,117591-36-3,emollient; humectant; surfactant,"3,6,9,12-Tetraoxaoctadecanoicacid"
Ganoderma Lucidumplatycodon Grandiflorus Root Ferment Extract Filtrate,,emollient; humectant; skin-conditioning,ganoderma lucidum/platycodon grandiflorus root ferment extract filtrate
Isopropyl Thioxanthone,5495-84-1,skin-conditioning,2-Isopropylthioxanthone
Peg-4 Dicocoate,69278-77-9,emollient; emulsifying,peg-4 dicocoate
Laudanosine,1699-51-0,skin-conditioning,(+-)-Laudanosine
Hydrogenated Sweet Almond Oil,,skin-conditioning; viscosity-controlling,hydrogenated sweet almond oil
Palmitoyl Hexapeptide-27 Acetate,,humectant,palmitoyl hexapeptide-27 acetate
Rosa Borboniana Flower Extract,97660-07-6,skin-conditioning,rosa borboniana flower extract
Hydrolyzed Horse Placenta Extract,,skin-protecting,hydrolyzed horse placenta extract
Capryliccapriclinoleic Triglyceride,,emollient; skin-conditioning,caprylic/capric/linoleic triglyceride
Jasminum Officinale Flower Cera,90045-94-6,emollient; skin-conditioning,jasminum officinale flower cera
Ziziphus Sativa Extract,,skin-conditioning,ziziphus sativa extract
C12-13 Alkyl Ethylhexanoate,,emollient; skin-conditioning,c12-13 alkyl ethylhexanoate
Sorbitan Sesquicaprylate,91844-53-0,skin-conditioning; surfactant; viscosity-controlling,"Sorbitan, octanoate (2:3)"
Passiflora Incarnata Seed Powder,97676-26-1,abrasive; skin-conditioning,passiflora incarnata seed powder
Saccharomycesartemisia Princeps Leaf Ferment Filtrate,,skin-conditioning,saccharomyces/artemisia princeps leaf ferment filtrate
Trimethylsilyl Trimethylsiloxy Salicylate,3789-85-3,skin-conditioning,Trimethylsilyl 2-trimethylsilyloxybenzoate
Polyvinylidene Difluoride,24937-79-9,binding; skin-conditioning,Vinylidene fluoride
Prunus Triloba Fruit Water,,emollient; skin-conditioning,prunus triloba fruit water
Endomycesapricot Ferment Filtrate,,skin-conditioning,endomyces/apricot ferment filtrate
